verse_number,english_verse,translation_verse
13,"The Mount of Olives was about a kilometer from Jerusalem. The apostles who had gone there were Peter, John, James, Andrew, Philip, Thomas, Bartholomew, Matthew, James the son of Alphaeus, Simon, known as the Eager One, and Judas the son of James. After the apostles returned to the city, they went upstairs to the room where they had been staying.","Gɛ bediku ɔma mɛɛ, bewu avɛ kabha buvũɔ mɛ gɛ bazazãa. Bagɛ bazã ɛkɛlɛ balɛ enu Petro, Yohanes, Yakobo nɛ̀ Andrea, Filipo nɛ̀ Toma, Bartolomeo nɛ̀ Mateo, Yakobo, Alfeo yɛeyiɛ nɛ̀ Simon, Ishuahɔɛmɛ zazã pɛpɛelete Kɛzamɛanɔ, nɛ̀ Yuda Yakobo yɛeyiɛ."
14,"The apostles often met together and prayed with a single purpose in mind. The women and Mary the mother of Jesus would meet with them, and so would his brothers.","Banɔ alɛ nyɔ̃ɔ abhɛtɛ tenikpo nɛ Owusoso Akaa tikukulu mɛ kibe nyia be ɔplɛnɔ badzɛ, nɛ̀ Maria gɛenu Yesu yɛelĩ nɛ̀ yɛadzya alɛ."
15,One day there were about,"Nɛ ewui alɛ mɛɛ, Petro alɔɛtití nɛ bayɛyɛkɛŋã nɛishi"
18,"Then Judas bought some land with the money he was given for doing that evil thing. He fell headfirst into the field. His body burst open, and all his insides came out.","(Yuda alɔkɔ kɛbhɛ gɛ babuia akɔɛ nɛ yɛ kɛtakpu mɛ gagalĩɛ ebuiɛ shuɔ edzi kesiakpa nɔ, nɛ ɛkɛlɛ yɛeditsu oliesi, ata yɛɛ kɛlɛ yɛyamɛ bɔdɔ̃ tafala nɔ nɛ ɛkɛlɛ."
19,"When the people of Jerusalem found out about this, they called the place Akeldama, which in the local language means “Field of Blood.”","Anɔ nyia anɔ nɛ Yerusalem elũ kɛgɛ ba ɛlɛ mɛ. Kliso bakɔ kesiakpa alɛ ninye asɛ, “Akeldama” gɛ kɛlɛ esi kɛlɛinu ɔsɛ, Dzyosu Kesiakpa.)"
20,"In the book of Psalms it says, “Leave his house empty, and don't let anyone live there.” It also says, “Let someone else have his job.”","Petro aɖɔ asɛ, “Ɔmɔsɛ bafɔnɔ elu nɛ ɛdzɛ zhazhã keplukpa mɛ elu asɛ, “ ‘Yɛɔpã badzi bɔpã yɛyɛɛ, anɔ nanà atɛzã bɔlɛ mɛ,’ kɛlɛ, “ ‘Anɔ bhlatɔ abayɛkɛ yɛ banɔlũazazã ɔzãkɔɔ.’"
22,So we need someone else to help us tell others that Jesus has been raised from death. He must also be one of the men who was with us from the very beginning. He must have been with us from the time the Lord Jesus was baptized by John until the day he was taken to heaven.,odenɔ kibèɛ gɛ Yohanes azakpɛ bulĩɛ ɔvɛnɔ kibeɛ gɛ befeke Yesu avɛnɔ kititíɛ. Ɔmɔsɛ kɛlɛ ɔsɛ tɛ banɔ alɛ ɔmayɛmɛ tenikpo edzi anɔ gɛ abaplɛnɔ pɛ bɔbàɖɔ ebuiɛ nɛ Yesu yɛ tɛlɔlɔ odenɔ bekpuɔ mɛ shu.
23,"Two men were suggested: One of them was Joseph Barsabbas, known as Justus, and the other was Matthias.","Kliso bedzu kɛwɔɛ nɛ banyɛ taabha abha, balɛenu, Yosef, gɛ bezekulu tsyɛ asɛ Barsaba, nɛ̀ Matia."
24,"Then they all prayed, “Lord, you know what everyone is like! Show us the one you have chosen","Kɛlɛ bekulu Akaa aɖɔ asɛ, “Apalete wonyi anɔ nyia anɔ yitúɔ mɛ. Kasɛ ɔlɔ banɔ alɛ ɔmayɛmɛ nɔnɔ gɛ obuɔ"
25,"to be an apostle and to serve in place of Judas, who got what he deserved.”",ɔsɛ tɛ abavɛ banɔkpɛkpɛ axɔ̃ɛ wɔawɔa nabha gɛ Yuda ashɛnɛ ahɔɛ elú pɛ avɛ ɛkɛlɛ gɛ ashɔnɔ asɛ tɛ avɛɛ.
26,"They drew names, and Matthias was chosen to join the group of the eleven apostles.","Kɛlɛ batá kebisì, kɛlɛ kadɔ Matia abha, kliso balɔkɔɛ aplɛnɔ banɔkpɛkpɛ lɔfɔ nɛ̀ toliɛ."
1,On the day of Pentecost all the Lord's followers were together in one place.,"Gɛ Pentekoste kiwuiɛ baa, balɛ petee bazã kitsù nɛ ɔkɔ tonikpo."
2,Suddenly there was a noise from heaven like the sound of a mighty wind! It filled the house where they were meeting.,"Nɛ balɛ matìmatì mɛ, ozĩ oyì asɛ kɛlɛɛ gagalĩi tifufù ana odenɔ kititíɛ pɛ kɛyɛkɛ bɔpã petee mɛ gɛ bazãa."
4,"The Holy Spirit took control of everyone, and they began speaking whatever languages the Spirit let them speak.","Ɔfɔfuĩa Gbangbã otsoku balɛ pete mɛ, gɛ kɛkɔ ɔsɛ bakpà beluhũ ediedi uhu asɛ gɛ Ɔfɔfuĩa nɔkɔ balɛ kidzo ana."
5,Many religious Jews from every country in the world were living in Jerusalem.,"Nɛ kibè ɛlɛ, Yudanɛ teli gɛ badɛmɛ nɔ nɛ̀ Owusoso Akaa bede ɛmadi ka nyia ka mɛ nɛ kesiakpa nabha abazã Yerusalem."
6,"And when they heard this noise, a crowd gathered. But they were surprised, because they were hearing everything in their own languages.","Gɛ belũ ozĩ ɔlɛɛ, banɔɛza gbagbla tili bashogò kɛlɛ kɛbhɛtɛ balɛibi, ɔmɔsɛ anɔ nyia anɔ elũ ebuiɛ gɛ baɖɔɔ nɛ yɛulũhũ mɛ."
7,"They were excited and amazed, and said: Don't all these who are speaking come from Galilee?","Gɛ kɛbhɛtɛ balɛ kibi soɔ, bebisi asɛ, bagɛ baɖɔaɖɔ alɛ nyɔ̃ɔ nɔ pɔ, anɛ Galelianɛ benuɔ mɔ dza?"
8,Then why do we hear them speaking our very own languages?,Kɛlɛ kɛzã pɛ bɔlɔ ɔmayɛmɛ aka nyia aka elũ ebuiɛ mɛ nɛ yɛulũhũɔ mɛ̀ dza?
9,"Some of us are from Parthia, Media, and Elam. Others are from Mesopotamia, Judea, Cappadocia, Pontus, Asia,","Bededeba ede Partia, Media, nɛ̀ Elam, beteli ede Mesopotamia, Yudea nɛ̀ Kapadokia, Pontio nɛ̀ Asia,"
12,"Everyone was excited and confused. Some of them even kept asking each other, “What does all this mean?”","Gɛ kɛbhɛtɛ balɛ ibi pɛ betinyi kɛgɛ babà bhɛtɛ soɔ, bebisi bagɔlɔ asɛ, “Kibui ɛlɛ niesi sɛ ɛlɛ?”"
13,"Others made fun of the Lord's followers and said, “They are drunk.” Peter Speaks to the Crowd","Beteli xɔnɔ aaɖɔ amɔɛbui nɛ balɛishu kɛlɛ baɖɔ asɛ, “Bunu bawɔ̃ɛ ebuku. Petro Aɖɔ Kaɖɔ Akɔ Banɔɛza"
14,"Peter stood with the eleven apostles and spoke in a loud and clear voice to the crowd: Friends and everyone else living in Jerusalem, listen carefully to what I have to say!","Petro nɛ̀ yɛɔhayɛ lɔfɔ nɛ̀ toliɛ alɔɛtití pɛ aɖɔaɖɔ etseɖe banɔɛza asɛ, “Mɛɔhayɛ Yudanɛ nɛ̀ wɔnɔ bagɛ alɛ Yerusalemuɔ petee, nɔkɔ mɛibu ebui alɛ esi ɔkɔ wɔnɔ, nɔtaatɔ tɛ̀ nolũ kɛgɛ ɛbaɖɔ tseɖe wɔnɔ piapii."
15,"You are wrong to think that these people are drunk. After all, it is only nine o'clock in the morning.","Gɛnɛ bunu banɔ alɛ adɔ asɛ gɛ noɖiɛ, kɛvɔlɔ ɛɖa tizhita nɛlɛ ko gɛta."
16,"But this is what God told the prophet Joel to say,","Ao, kibui ɛlɛ baɖɔ ɔgana ebuiɖɔluanɔ Yoel abha asɛ,"
17,"“When the last days come, I will give my Spirit to everyone. Your sons and daughters will prophesy. Your young men will see visions, and your old men will have dreams.","“ ‘Owusoso Akaa aɖɔ asɛ, nɛ ewui gɔgɔɛ mɛɛ, mɛ Ɔfɔfuĩa nɔ ɔbɔdɔ banunɔ petee abha. Wɔnɔ beyianyɛ nɛ̀ beyiadzɛ abaɖɔ ebui elu, wɔnɔ bayɛsɔ̃ abamɔ ebui nɛ bɔlala mɛ, wɔnɔ banɔ sheshèɛ babaza balalá."
18,"In those days I will give my Spirit to my servants, both men and women, and they will prophesy.","Ɛbalɔkɔ mɛ Ɔfɔfuĩa nɔ ɔkɔ maxɔ̃ɛdɛ gɛenu banyɛ nɛ̀ badzɛ tsyɛ, nɛ ewui alɛ mɛ, kɛlɛ babàɖɔ ebui elú."
19,“I will work miracles in the sky above and wonders on the earth below. There will be blood and fire and clouds of smoke.,"Ɛbabu bɔdɔ̃ gɛbhɛtɛ kibi ɔkasɛ baba mɔ nɛ kititíɛ, ɛbabu ebui ɔkasɛ nɛ kesiakpa nɛ̀ kesiakpa niesi, dzyosu, kifu nɛ̀ efutù gɛibù ɔnyɔ̃."
20,"The sun will turn dark, and the moon will be as red as blood before the great and wonderful day of the Lord appears.","Kiwuiɛ batsyina dzi otumũ kɛlɛ woele nɔ ebetsyina edzi dzyosu, flogo pɛ Apaleteɛ yɛiwui gbagbla nɛ̀ kiwui dadalɛ banà."
21,Then the Lord will save everyone who asks for his help.”,"Kɛlɛ aka nyia aka gɛekulu Apalete neinyeɛ, babayɛkɛ yɛ elú nɛ̀ ɛkpã."
22,"Now, listen to what I have to say about Jesus from Nazareth. God proved he sent Jesus to you by having him work miracles, wonders, and signs. All of you know this.","“Israelanɛ, nɔtaatɔ̃ tɛ noɔlũ kibui ɛlɛ, Yesu Nazareteyiɛ enu anɔ gɛ Owusoso Akaa alɔkɔ akpɛ ahɔɛ akɔ wɔnɔ ɔsɛ tɛ̀ abhɛtɛ atsyindzye ebui, ebui gɛ labhɛtɛ kibì, tɛ̀ ebù ebui akasɛ, ebui alɛ enu ebui gɛ Owusoso Akaa abhɛtɛ nɛ wɔnɔɛshi ɔgana yɛabha asɛ gɛ nonyi ana."
23,God had already planned and decided that Jesus would be handed over to you. So you took him and had evil men put him to death on a cross.,"Owusoso Akaa yɛalɔkɔ anyɛ alɛ akpɛ ahɔɛ akɔ wɔnɔ nɛ yɛ tɛpɛpɛ nɛ̀ kɛgɛ apɛ asɛ tɛ̀ kɛba ɛlɛ mɛ̀ nulũ. Kɛlɛ wɔnɔɔ, atakpu mɛ gagalĩ elete aplɛnɔ ɔnɔ pɛ noyii ɔganà yɛ tɛkpakpalà nɛ osi shu."
24,But God set him free from death and raised him to life. Death could not hold him in its power.,"Pɔ Owusoso Akaa efeke yɛ odenɔ bekpuɔ mɛ, kɛlɛ ebui aganà butsíɛ bɔlɛ bɔtɔ mɔmɔ mɛ, ɔmɔsɛ butsí gɛmɔ kidzo tɛ bɔkɔ yɛawɔ bɔlɛ ahɔɛ mɛ."
25,"What David said are really the words of Jesus, “I always see the Lord near me, and I will not be afraid with him at my right side.","David aɖɔ elu nɛishu asɛ, “ ‘Ɛɛmɔ̀ Apaleteɛ nɛ mɛotugbà kibe nyiɛ be. Ɔmɔsɛ alɛ mɛ kɛŋã mɛ, Kifù tɛbà yimɛ."
26,"Because of this, my heart will be glad, my words will be joyful, and I will live in hope.","Kliso mɛ kitúɔ mɔ same, kɛlɛ mɛinekeɛ zhã same ɛdzɛ, kɛlɛ mɛishudzya baɖi otugbà mɛ tɛpɛpɛ,"
27,"The Lord won't leave me in the grave. I am his holy one, and he won't let my body decay.",ɔmɔsɛ ɔtɛbɔ shɛnɛ ahɔɛ nɛ mɛishu ɔkɔ butsi alo pɛ ɔbɔkɔ ɔsɛ wɔ ayɛ gɛ yɛishu dalɛ atsɔmɔ ezĩ.
28,"He has shown me the path to life, and he makes me glad by being near me.”","Wɔkɔ mɛitì ɛkpã kidzoɔ, ɔbɔkɔ ɔsɛ same eyukù mɛ nɛ wɔamɛ.’"
29,"My friends, it is right for me to speak to you about our ancestor David. He died and was buried, and his tomb is still here.","“Mɛadzya alɛ mɔ, ɛpɛ sɛ tɛ mɛdalɛ mɛishumɛ ɔkɔ wɔnɔ tɛ̀ noti ɔsɛ ashuĩ David etsí, kɛlɛ bavɔbɔɛ, kɛlɛ yɛodzeɖe ɔlɛ ɛkɛlɛ̀ ɔmana oboɔ."
30,"But David was a prophet, and he knew that God had made a promise he would not break. He had told David someone from his own family would someday be king.",Pɔ edzì ebuiɖɔluanɔ gɛetì asɛ Owusoso Akaa atanà bɔdɔ̃ alɔkɔ atɔɖɔ kibui elú akɔɛ asɛ abatɔɖɔ yɛeshui teli nɛ yɛukusi kegbu nabha.
31,"David knew this would happen, and so he told us Christ would be raised to life. He said God would not leave him in the grave or let his body decay.","Gɛ David amɔ kɛgɛ batɔɖɔ elu akɔɛ soɔ, aɖɔaɖɔ nɛ Kristo yɛ tɛlɔlɔ nɛ bekpuɔ mɛ shu asɛ, “Batɛ bà shɛnɛ ahɔɛ nɛ Kristoɔ shu nɛ bekpuɔ mɛ alo pɛ babàkɔ asɛ tɛ atsɔmɔ."
32,All of us can tell you that God has raised Jesus to life!,Owusoso Akaa efeke Yesu alɛ edenɔ bekpuɔ mɛ amana ɛkpã mɛ gɛ bɔlɔ pete zãmɔ kibui ɛlɛ ɔsɛ kɛba ɛlɛ mɛ kɛgbã.
33,"Jesus was taken up to sit at the right side of God, and he was given the Holy Spirit, just as the Father had promised. Jesus is also the one who has given the Spirit to us, and this is what you are now seeing and hearing.","Gɛ befeke yɛavɛnɔ Owusoso Akaa kɛŋãa mɛ ebekeɛ, ayɛkɛ Ɔfɔfuĩa Gbangbã gɛ batɔɖɔ elu akɔɛ odenɔ Akaa ɔkɔ kɛlɛ yɛtsyɛ ashɛnɛ ahɔɛ nɛ ɔlɛ shu asɛ gɛ nɔmɔ pɛ nolũɔ ana."
34,"David didn't go up to heaven. So he wasn't talking about himself when he said, “The Lord told my Lord to sit at his right side,","David agɛvɛ kitití, pɔ aɖɔ asɛ, “Apaleteɛ etseɖe Mɛapalete asɛ, “Zã kesi nɛ mɛ kɛŋãa mɛ"
35,until he made my Lord's enemies into a footstool for him.”,ɔvɛnɔ kibeɛ gɛ ɛba lɔkɔ bagɛ atɛ adɛmɛ wɔɛbuiɛ tɛ bedzi kɛdɔ̃ gɛ ɔbɔtɔɖɔ ɛtsɛɖɛ nɛ ɛlɛ abha.” ’
36,"Everyone in Israel should then know for certain that God has made Jesus both Lord and Christ, even though you put him to death on a cross.","“Kliso kɔ Israelanɛ beti kɛlɛ piapii asɛ, Owusoso Akaa abhɛtɛ Yesu alɛ̀ gɛ nɔkpalà nɛ butsi osiɛ shu yɛedzi Apalete nɛ̀ Kristo.”"
37,"When the people heard this, they were very upset. They asked Peter and the other apostles, “Friends, what should we do?”","Gɛ banunɔ elũ kibui ɛlɛ, kibhui balɛ kitúɔ ohui, kɛlɛ betseɖe Petro nɛ̀ banɔkpɛkpɛ gɔgɔɛ nɔ asɛ, “Mɛadzya alɛ mɔ, kiɖe bɔbabhɛtɛ?”"
38,"Peter said to them, “Turn to God and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins, and you will receive the gift of the Holy Spirit.","Petro ebuiliulũ asɛ, “Notsyina etúɔ mɛ, tɛ bakpɛ bulĩ akɔ wɔnɔ ɔmayɛmɛ ka nyia ka nɛ Yesu Kristo yɛinye mɛ̀, tɛ balɔkɔ wɔnɔ ebui kpa etsye wɔnɔ. Kɛlɛ nɔbɔ yɛkɛ Ɔfɔfuĩa Gbangbã ɛdɔ̃ kɔkɔ."
39,"This promise is for you and your children. It is for everyone our Lord God will choose, no matter where they live.”","Tɛtɔtɔɖɔ ɛlɛ lɛ ɔkɔ wɔnɔ nɛ̀ wɔnɔ beyi alɛ nɛ̀ bagɛ balɛ kitsí fãa nɔ, gɛ benu banɔ nɔ nyɔ̃ɔ gɛ bɔlɔ Apaleteɛ Owusoso Akaa ebekuluɔ.”"
40,"Peter told them many other things as well. Then he said, “I beg you to save yourselves from what will happen to all these evil people.”","Alɔkɔ ebui bhlatɔ etseɖe nɔ nɛ̀ balɛ, kɛlɛ akɔ balɛ kɛtakpu asɛ, “Nobu wɔnɔ ishu odenɔ kibè kpa kanɔ alɛ mɛ.”"
42,"They spent their time learning from the apostles, and they were like family to each other. They also broke bread and prayed together. Life among the Lord's Followers","Balɔkɔ balɛishu ashɔkpɛ banɔkpɛkpɛ bɔdɔ̃ kakasɛ nɛ̀ ɔha kpɛkpɛ mɛ, ɔvɛnɔ kifufulũɔ tɛyaya nɛ̀ Owusoso Akaa tikukulu mɛ."
43,Everyone was amazed by the many miracles and wonders that the apostles worked.,"Kifu zã anɔ nyia anɔ mɛ, kɛlɛ banɔkpɛkpɛ abhɛtɛ atsyindzye ebui nɛ̀ ebui gɛ labhɛtɛ kibì gelee"
44,"All the Lord's followers often met together, and they shared everything they had.",Bagɛ ayɛkɛ aŋã petee eshogò kɛlɛ bakpɛ ebuiɛ petee tinikpo abhɛtɛ.
45,They would sell their property and possessions and give the money to whoever was in need.,"Badɛ̀ balɛ ahɔɛmɛ bɔdɔ̃, kɛlɛ balɔkɔ akɔ aka nyia aka asɛ kɛpɛɛ gɛ apɛɛ ulũ."
46,"Day after day they met together in the temple. They broke bread together in different homes and shared their food happily and freely,","Bazatɔ̃ kɛtakpu nɛ Owusoso Akaavũɔ shu kibe nyia be. Bazaŋã bɔdɔ̃ nɛ kesugba tienikpo mɛ nɛ balɛ bapãmɛ nɛ same nɛ̀ etú dadalɛ mɛ,"
47,"while praising God. Everyone liked them, and each day the Lord added to their group others who were being saved.",pɛ bazakpɛ Owusoso Akaa nɛinyè nɛitití kɛlɛ balɛ ebuiɛ ezeku banunɔ petee awɔ̃. Kɛlɛ Apaleteɛ akɔ bagɛ ayɛkɛ elú nɛkpã abaplɛnɔ balɛ bekpè atɔɖɔ kiwui nyia wui.
1,"The time of prayer was about three o'clock in the afternoon, and Peter and John were going into the temple.","Kiwui tinikpo Petro nɛ̀ Yohanes baavɛ Akaavũɔ mɛ, nɛ kibeɛ gɛ bekulu Owusoso Akaa-gɛenu kemuze ɛɖa tɛta mɛ ana."
2,"A man who had been born lame was being carried to the temple door. Each day he was placed beside this door, known as the Beautiful Gate. He sat there and begged from the people who were going in.","Anyɛ teli gɛenu kɛkpatà odenɔ yɛmɔbèɛ, banɔ teli alɔkɔ yɛ ededzu akaa buvũɔ niedulũɔ gɛ bekulu asɛ Kedulũ Gbangbã, ɛkɛlɛ bedzu yɛ kibe nyia bepɛ ebisi bagɛ bavɛ Owusoso Akaavũɔ mɛ bɔdɔ̃."
3,"The man saw Peter and John entering the temple, and he asked them for money.","Gɛ amɔ Petro nɛ̀ Yohanes gɛ bavɛ editsoku Akaavũɔ mɛɛ, ebisi balɛ asɛ tɛ bakɔɛ ehoeyi."
4,"But they looked straight at him and said, “Look up at us!”","Petro nɛ̀ Yohanes belu awɔ̃ eɖii, kɛlɛ Petro etseɖe yɛasɛ, “Ɖi bɔlɔ!”"
5,The man stared at them and thought he was going to get something.,"Kliso anyɛ etsyina yɛamɛ akpɛ balɛ ɔkɔ, pɛ eɖi kidzo mɛ asɛ babà kɔyɛ kɛdɔ̃ tili."
6,"But Peter said, “I don't have any silver or gold! But I will give you what I do have. In the name of Jesus Christ from Nazareth, get up and start walking.”","Kɛlɛ Petro etseɖe yɛasɛ, “Sikãfufú nɛ̀ sikã ama mahɔɛ pɛ ɛbakɔ wɔ, pɔ kɛgɛ lɛ mahɔɛ mɛba kɔwɔ. Nɛ Yesu Kristo Nazareteyiɛ nɛinyeɛ mɛɛ, lɔgã.”"
7,"Peter then took him by the right hand and helped him up. At once the man's feet and ankles became strong,","Gɛ Petro anyana yɛŋã ahɔɛɛ, aplɛnii pɛ alɔ, odunũ ɔlɛ koɔ, yɛtsɛɖɛ nɛ̀ bɔtsɛɖɛkɔ̀ mɛ gagalĩ."
8,"and he jumped up and started walking. He went with Peter and John into the temple, walking and jumping and praising God.","Etso epoele nɛ yɛtsɛɖɛ nabha kɛlɛ akpàa gã. Kɛlɛ atɔnɔ alɛ avɛ Owusoso Akaavũɔ shu pɛ aagã, pɛ etsopoele pɛ akpɛ Owusoso Akaa nɛinyè nɛitití."
9,Everyone saw him walking around and praising God.,"Gɛ banunɔ nyɔ̃ɔ amɔɛ gɛ agãfala pɛ akpɛ Owusoso Akaa nɛinye nɛ kititiɛ,"
10,"They knew he was the beggar who had been lying beside the Beautiful Gate, and they were completely surprised. They could not imagine what had happened to the man. Peter Speaks in the Temple","babakà asɛ yɛedzi anyɛ gɛ azazã kedulũɔ gɛ beekulu asɛ kedulũ Gbangbã pɛ ezebisi bɔdɔ̃, kɛlɛ kɛbhɛtɛ balɛibi nɛ kɛgɛ ba yɛabha shu. Petro Aɖɔ Kaɖɔ Ɔkɔ Banɔɛzaa"
11,"While the man kept holding on to Peter and John, the whole crowd ran to them in amazement at the place known as Solomon's Porch.","Kibeɛ gɛ anyɛ gɛ ezebisi bɔdɔ̃ atanyanã Petro nɛ̀ Yohanesiɛ, kɛbhɛtɛ banɔ nɔ petee ibi, kɛlɛ balɛ petee bu tsɛtsɛɖɛ mɛ avɛ balɛ ɔbha, nɛ ɛkɛlɛ gɛ beekulu asɛ, “Salomo Kagba mɛ.”"
12,"Peter saw that a crowd had gathered, and he said: Friends, why are you surprised at what has happened? Why are you staring at us? Do you think we have some power of our own? Do you think we were able to make this man walk because we are so religious?","Gɛ Petro amɔ kibui ɛlɛ, ebisi balɛ asɛ, “Israelanɛ, kiɖe sopɛ kibui ɛlɛ bhɛtɛ wɔnɔɛ bi ana? Kiɖe sopɛ noyelè bɔlɔ ana asɛ onupɛ bɔlɔ ahɔɛ ohumi alo Owusoso Akaa mɛ tɛzazã so pɛ kɛkpatà ɛlɛ gã dza?”"
13,"The God that Abraham, Isaac, Jacob, and our other ancestors worshiped has brought honor to his Servant Jesus. He is the one you betrayed. You turned against him when he was being tried by Pilate, even though Pilate wanted to set him free.","Abraham, Isak nɛ̀ Yakob balɛ Owusoso Akaa, bɔlɔ ashuĩ alɛ Owusoso Akaa yɛadalɛ yɛaxɔ̃ɛdɛ Yesu shu. Pɔ wɔnɔ xɔnɔ ɔlɔkɔɛ ɔkpɛ ahɔɛ asɛ beyii kɛlɛ nɔɖɔ nɛ Pilato yɛamɛ asɛ notinyi yɛ, pɔ yɛ xɔnɔ apɛ asɛ tɛ ashɛnɛ ahɔɛ nɛ yɛishu flogo."
14,"You rejected Jesus, who was holy and good. You asked for a murderer to be set free,",Nɔɖɔ ɔsɛ nɔotinyi Yesu geɛnu anɔ dadalɛ pɛ nobisi ɔsɛ Pilato ashɛnɛ ahɔɛ nɛ anyɛ gɛeyi anunɔ boŋ shu akɔ wɔnɔ.
15,"and you killed the one who leads people to life. But God raised him from death, and all of us can tell you what he has done.","Noyi anɔ nɔ gɛ akɔ banɔ ɛkpaã, pɔ Owusoso Akaa efeke yɛ edenɔ bekpu nɛishi. Bɔzã mɔ kibui ɛlɛ."
16,"You see this man, and you know him. He put his faith in the name of Jesus and was made strong. Faith in Jesus made this man completely well while everyone was watching.","Ɔgana Yesu yɛinye nabha tɛyɛyɛkɛŋã mɛɛ, bakɔ anyɛ alɛ gɛ nonyi pɛ nɔmɔ amɔ ishumɛ gagalĩ. Yesu yɛinyeɛ nɛ̀ yɛabha tɛyɛyɛkɛŋã gɛide koeyi nɛ yɛ mɛɛ, kɛlɛ kɔ anyɛ alɛ ishumɛ gagalĩ kɔɛ asɛ gɛ wɔnɔ petee ɔmɔ ana."
17,"My friends, I am sure you and your leaders didn't know what you were doing.","“Mɛadzya alɛ mɔ, inyi ɔsɛ wɔnɔ nɛ̀ bagɛ baagbanà wɔnɔɔ otinyi flogo pɛ nɔbhɛtɛ."
18,"But God had his prophets tell that his Messiah would suffer, and now he has kept this promise.","Pɔ, kana Owusoso Akaa abhɛtɛ kɛgɛ aɖɔ elúɔ ɔgana yɛebuiɖɔluanɔ nabha gɛ aɖɔ asɛ, yɛ Kristoɔ abamɔ bɔtɔ."
