verse_number,english_verse,translation_verse
8,"He told them, “Go to Bethlehem and search carefully for the child. As soon as you find him, let me know. I also want to go and worship him.”","Ke liti a, ɛnyɛ be osi kĩ bɛnaa Betlehem mɔ ɔlɛdo kĩ, “Minaawɛ obisɛ̃ a kawɛ wĩ. Ntɛ mimɔ́ ye ni, mifɔ̃ ĩnyi lɔkɔa yĩ malo nnaasum ye.”"
11,"When the men went into the house and saw the child with Mary, his mother, they knelt down and worshiped him. They took out their gifts of gold, frankincense, and myrrh and gave them to him.","Kĩ biwo nɛ kɔla a kamɛ a, bɛmɔ́ obisɛ̃ a mɔ ɔma Maria, ade bike aduli bisum ye a. Bibinya be futetsa a kĩ fɔnyɛ sika ngbã, lifii mɔ klubɔũ bɛkpa ye."
12,"Later they were warned in a dream not to return to Herod, and they went back home by another road. The Escape to Egypt","Baguma nyɛ ɛtsa be nɛ kɔda kamɛ kĩ bɛtabuki bɛnaa Herodes sɛkɛ̃, foesũ bimuniki bɛtsã osi bɛbã bɛdzakũ bɛnaa ɔtɔ. Yosef Lomɔ Maria Mɔ Yesu Bɛnaa Egipte."
13,"After the wise men had gone, an angel from the Lord appeared to Joseph in a dream and said, “Get up! Hurry and take the child and his mother to Egypt! Stay there until I tell you to return, because Herod is looking for the child and wants to kill him.”","Kĩ anyansãfɔ a dzakũ a, ode fɔtɔ ɔnyanɛ odi nyɛ ye akũ ɛtsa Yosef nɛ kɔda kamɛ ebi ye kĩ, “Herodes aatsã ɛwɛ obisɛ̃ a kĩ yakɔ ye, foesũ yidza kakpã obisɛ̃ a mɔ ɔma milo minaa Egipte tite akũ. Mina nɛ awã kɛnaawo lɔkɔ a kĩ maabi nɔ kĩ mimuniki miya.”"
14,"That night, Joseph got up and took his wife and the child to Egypt,","Lɛnyɛ lɛnyɛ a na, Yosef yidza ɛkpã obisɛ̃ a mɔ ɔma bilo bɛnaa Egipte tite akũ."
15,"where they stayed until Herod died. So the Lord's promise came true, just as the prophet had said, “I called my son out of Egypt.” The Killing of the Children","Edzi nɛ awã kɛnawo kĩ Herodes ku. Fukĩĩ ya lɔmɔ ayekĩ lɛtsa a kĩ Baguma onukpɛ̃ ɔnyɛnɛ lɛ eyi a fɔya nɛ foe kamɛ kĩ, “Nvɛ yĩ obi ntomɛna Egipte tite akũ.” Herodes Fɔ̃ Bɛkɔ Kubisɛ̃ɛ̃nyole Nɛ Betlehem."
16,"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","Kĩ Herodes mɔ́ eyi ɔsũ kĩ anyansãfɔ a kĩ bito suwa kadekɔ̃ a bu ye tɛkɔasia a ni, ɛna kalɔkpa paa. Foesũ edo bati kĩ bɛnaakɔ kubisɛ̃ɛ̃nyole a kĩ kɔtɛ futeli nviã kɛka, kɛyawo akɔkɔa amɛ akũ a flee nɛ Betlehem, mɔ ye tɛmatɔ kĩ tifuã a flee kamɛ. Herodes vɛ futeli nviã kĩ fuketimɔ lɔkɔ a kĩ bibi ye kĩ lisibii a nɛ a."
17,"So the Lord's promise came true, just as the prophet Jeremiah had said,","Adeke fɔlɛtsa a kĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yeremia lɛ eyi a ya nɛ foe kamɛ kĩ,"
18,"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Fɔwɔla nɛ́ nɛ Rama, kabe mɔ ayɔlɔhɔ fɔwɔla fɔanɛ. Rahel kabe ye babi, ade yaátunɔ kĩ bɛdɔla ye ɔwɔlɛ a, kitonɛkĩ ye babi ku.” Yosef, Maria Mɔ Yesu Muniki Bito Egipte."
19,"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Kĩ Herodes ku a, ode fɔtɔ ɔnyanɛ odi nyɛ ye akũ ɛtsa Yosef nɛ kɔda kamɛ nɛ Egipte,"
20,"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","ade ebi ye kĩ, “Yidza, kakpã obisɛ̃ a mɔ ɔma mimuniki minaa Israelfɔ tite akũ, kitonɛkĩ bikĩ bɛwɛ kĩ bakɔ obisɛ̃ a ku.”"
21,Joseph got up and left with them for Israel.,Foesũ Yosef kpã obisɛ̃ a mɔ ɔma bimuniki bɛya nɛ Israel tite akũ.
22,"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Lɛmɛ kĩ Yosef nu kĩ bidzina Arkelao lɛgã nɛ ɔlɛga Herodes kadzakɔ̃ nɛ Yudea a, evila awã kanaa. Baguma buki ɛnyɛ foe ɛtsa ye nɛ kɔda kamɛ kĩ ɛtanaa awã, foesũ ɛdzakũ ɛnaa Galilea amantam kamɛ,"
23,"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","ade ɛnadzi nɛ ɔmatɔ a kĩ bavɛ Nazaret a kamɛ a. Foesũ fɔlɛtsa a kĩ Baguma onukpɛ̃ banyɛnɛ a lɛ biyi a ya nɛ foe kamɛ kĩ, “Baavɛ ye kĩ Nazaretni.”"
8,Do something to show you have really given up your sins.,Mikɛna fɔtsa a kĩ fɔatsa kĩ midani mi tɔwɔlɛ kamɛ.
2,"He said, “Turn back to God! The kingdom of heaven will soon be here.”","Ɛlɛ kĩ, “Midani mi tɔwɔlɛ kamɛ, kitonɛkĩ Baguma lɛgãkanyakɔ̃ a fuã!”"
4,John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Yohanes do tɛtadiɛ kĩ bɛkɔa ɔpɔnkɔpoku tɛtsã bɛnɔ, ade ɛkɔa ɔyaɛ ovoli abɔsɔ eboomu kate a. Ye funitsã nyɛ koolo mɔ kɔsã."
5,From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Bati kato Yerusalem, Yudea tite flee mɔ tite a kĩ tifuã Yordan ɔwɔ a flee akũ kaya nɛ ye sɛkɛ̃."
6,"They told how sorry they were for their sins, and he baptized them in the river.",Bɛnyɛ be tɔkpa bɛtsa ade Yohanes wɔla be mui nɛ Yordan ɔwɔ a kamɛ a.
7,Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Kĩ Yohanes mɔ́ Farisifɔ mɔ Zadukifɔ beblebee kĩ baya nɛ ye sɛkɛ̃ kĩ ɛwɔla be mui a, ebi be kĩ, “Mi bati kĩ mila ndɛ bɔɛ kpa! Owei lɛkpa mi kɔdɛ kĩ milo nɛ sɔtɔ kavɛlɛ a kĩ Baguma aayamɛna a kamɛ?"
10,An ax is ready to cut the trees down at their roots. Any tree that doesn't produce good fruit will be chopped down and thrown into a fire.,"Bike kasɔã kɔkɔɛ nɛ futse tɔbɔlɛ akũ kĩ baatsua. Kutse nyɛ kutse kĩ kɔáwũ babi wĩ ni, baakpeli koe bɛta bido nɛ fi luwotu kamɛ."
12,"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","Ɛnɛɛ ye kɔvɛla nɛ awɛ kĩ yaakɔa ɛwɛ ye kamɔnɛ. Yaafila ye kamɔnɛ eko nɛ oli kamɛ, lɛmɛ yaapila afafa a nɛ fi kĩ fɔádĩ da a kamɛ.” Yohanes Wɔla Yesu Mui."
13,Jesus left Galilee and went to the Jordan River to be baptized by John.,"Nɛ lɔkɔ a na kamɛ a, Yesu to Galilea ɛya nɛ Yohanes sɛkɛ̃ nɛ Yordan ɔwɔ a abuĩ kĩ ɛwɔla ye mui."
14,"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Lɛmɛ Yohanes wɛ kĩ Yesu ɛdani adzuni. Ebi Yesu kĩ, “Nɔ a kĩ kɛnɛ kĩ awɔla yĩ mui a ni, nɔ mbom lɛya nɛ yĩ sɛkɛ̃?”"
15,"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Lɛmɛ Yesu kpa ye mbuayɛ kĩ, “Finyaakɔ̃ fɔ̃ fɔna lɔmɔ, kitonɛkĩ ade osi kĩĩ akũ bɔ́atsã bɔkɛna fɔtsa a kĩ Baguma awɛ a.” Foesũ Yohanes tunɔ nɛ foe akũ."
16,"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Kĩ Yohanes wɔla Yesu mui eyua a, ɛnɛ nɛ mui a kamɛ lɛtalɛta, ade ode binya ɛkpa Yesu, ɛmɔ Baguma Hũhũ kĩ yaka ndɛ mblɔduma aye ɛyadzi nɛ ye akũ."
17,"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Ade odo odi nɛ eto ode ɛlɛ kĩ, “Ade yĩ mɔawɛ Obi kĩ maátunɔ ye kalɛ nɛ awĩ a, yawo yĩ anɛ.”"
12,"When Jesus heard that John had been put in prison, he went to Galilee.","Kĩ Yesu nu kĩ bipi Yohanes bido nɛ kɔla a, ɛdzakũ ɛnaa Galilea tite akũ."
13,"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","Ɛtánaadzi nɛ Nazaret ɔmatɔ a kamɛ, mbom ɛnadzi nɛ Kapernaum, ɔmatɔ nɛ Galilea ɔwɔ lutubu baũ a ɔwɛ̃. Awã deĩ nɛ Zebulon mɔ Naftali amantam a kamɛ."
2,After Jesus had gone without eating for,"Kĩ Yesu dzi katanya, lɛnyɛ mɔ suwa fuwi tɛna flee a, kɔlɛ kɔ ye."
3,"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Ade Abonsam ya nɛ ye sɛkɛ̃ ebi ye kĩ, “Ntɛ Baguma obi anɛ ni, kekɔ̃ bi boe kĩĩ bɛdani bɛkɛna abodoo.”"
7,"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Yesu kpa mbuayɛ kĩ, “Lɛmɛ Katsɛlɛ Kpalɛwa a buki kɛlɛ kĩ, ‘Tasɔ boe Ɔlate nɔ Baguma a ɔdã.’ ”"
8,"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.","Ade Abonsam buki ɛkpã Yesu ɛnamɛna ɔtɔ geĩ odi kalete, ade ɛnyɛ katinya kamɛ fɔgã kanyakɔ̃ flee, mɔ foe akũ obu ɛtsa ye a."
9,"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","Abonsam bi ye kĩ, “Maakɔa fukĩĩ flee nkpa nɔ, ntɛ aake aduli osum yĩ.”"
10,"Jesus answered, “Go away Satan! The Scriptures say: ‘Worship the Lord your God and serve only him.’ ”","Yesu kpa ye mbuayɛ kĩ, “Satana, dzakũ nɛ yĩ akũ! Katsɛlɛ Kpalɛwa a lɛ kĩ, ‘Nɔ Ɔlate Baguma odi kɛnɛ kĩ akɛna nɔ akũ ɔkpa lɔkɔa osum ye lɛmɛ.’ ”"
14,"So God's promise came true, just as the prophet Isaiah had said,","Fɔya lɔmɔ ndɛ ayekĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya lɛ eyi a kĩ,"
15,"“Listen, lands of Zebulun and Naphtali, lands along the road to the sea and across the Jordan. Listen Galilee, land of the Gentiles!","“Zebulon tite mɔ Naftali tite, osi kĩ ɛnaa mpo abuĩ mɔ Yordan ɔwɔ liti Galilea, bikĩ bɛnyɛ́ Yudafɔ tite!"
20,Right then the two brothers dropped their nets and went with him.,"Nɛ awã naa, bɛfɔnɛ be tɛsau awɛ bitomɔ ye."
18,"While Jesus was walking along the shore of Lake Galilee, he saw two brothers. One was Simon, also known as Peter, and the other was Andrew. They were fishermen, and they were casting their net into the lake.","Kĩ Yesu tsɛ̃ Galilea ɔwɔ lutubu baũ abuĩ yanaa a, ɛmɔ́ bawaɛ̃nyole nviã kĩ bɛnyɛ kɔfɔabi banyɛnɛ. Ade be nyɛ Simon kĩ bavɛ Petro mɔ ɔwaɛ̃ Andrea, kĩ bɛkata tɛsau nɛ lutubu baũ a kamɛ."
21,"Jesus walked on until he saw James and John, the sons of Zebedee. They were in a boat with their father, mending their nets. Jesus asked them to come with him.","Yesu naa lɔtɔ ade ɛmɔ bawaɛ̃nyole nviã bɛbã, Yakobo mɔ Yohanes kĩ bɛnyɛ Zebedeo babi. Bɛna nɛ be ɔkɔlɔ kamɛ bɛmɔ ɔlɛga Zebedeo bɛkalɔla be tɛsau. Yesu vɛ be,"
22,"At once they left the boat and their father and went with Jesus. Jesus Teaches, Preaches, and Heals (Luke","ade lɛtalɛta bɛfɔnɛ ɔkɔlɔ a mɔ be ɔlɛga awɛ biyi, bitomɔ ye a. Yesu Tsa Fɔtsa, Ɛlɛ Baguma Fɔlɛtsa, Ɛtsa Bati Fɔsɔ Lɛmɛ."
23,"Jesus went all over Galilee, teaching in their synagogues and preaching the good news about God's kingdom. He also healed every kind of disease and sickness.","Yesu tsã emini nɛ Galilea tite flee akũ ɛkatsa fɔtsa nɛ Yudafɔ fɔtsɛnakɔ̃ a. Ede lɛtsã nɛ Kalɛ Wĩ akũ nɛ Baguma lɛgãkanyakɔ̃ a akũ, ade ɛtsa fɔsɔ ahɔlɔ ahɔlɔ flee a."
24,"News about him spread all over Syria, and people with every kind of sickness or disease were brought to him. Some of them had a lot of demons in them, others were thought to be crazy, and still others could not walk. But Jesus healed them all.","Ye akũ fɔlɛtsa gba nɛ Siria tite flee akũ, foesũ bati kpã be a kĩ basɔ fɔsɔ ahɔlɔ ahɔlɔ a bɛma ye, bati kĩ bideĩ nɛ fɔsɔ mɔ ɔhau kamɛ, bikĩ hũhũ kpa deĩ nɛ be kamɛ, bikĩ odetɔ fɔsɔ kaha be, mɔ abafã amɛ, ade Yesu tsa be flee a."
25,"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.","Bati kɔdabu baũ kĩ bito Galilea tite akũ, mɔ Tɛmatɔ Ewua kamɛ, Yerusalem ɔmatɔ, Yudea tite akũ mɔ Yordan ɔwɔ liti tite akũ a yatomɔ ye."
1,"When Jesus saw the crowds, he went up on the side of a mountain and sat down. Blessings (Luke","Kĩ Yesu mɔ́ bati kɔdabu a, ede ɛnaa ɔtɔ akũ ɛnakɛna akũ edzi. Ye fɔtsa bakɔlɛnɛ a yakpɔta nɛ ye sɛkɛ̃."
20,"You must obey God's commands better than the Pharisees and the teachers of the Law obey them. If you don't, I promise you will never get into the kingdom of heaven. Anger","Foesũ mabi mi kĩ míapuli miwo nɛ ode lɛgãkanyakɔ̃ a, ntɛ miakɛna nɛ Baguma kawɛ akũ kaba mbla batsanɛ mɔ Farisifɔ a. Yesu Fɔtsa Katsa Nɛ Kalɔkpa Kana Akũ."
23,"So if you are about to place your gift on the altar and remember that someone is angry with you,","Foesũ ntɛ ɔwɛ kĩ akɔa nɔ afɔlibɔ fɔtsa ɔnaate nɛ afɔlibɔ atɛnyɛ akũ ɔkpa Baguma, mɔ ote anɛ kĩ awaɛ̃ nɛɛ nɔ kalɔɛ ni,"
2,and he taught them:,"Ade edo be fɔtsa katsa awɛ kĩ,"
3,God blesses those people who depend only on him. They belong to the kingdom of heaven!,"“Baguma hila bikĩ binyina kĩ bɛnyɛ ahiãfɔ nɛ Baguma anɛ a, kitonɛkĩ be la Baguma lɛgãkanyakɔ̃ a."
4,God blesses those people who grieve. They will find comfort!,"Baguma hila bikĩ babe kɔnya a, kitonɛkĩ Baguma aadɔla be tɔwɔlɛ."
5,God blesses those people who are humble. The earth will belong to them!,"Baguma hila bikĩ bɛdɔla be akũ a, kitonɛkĩ ade be aanya tite akũ adzapadiɛ a."
7,God blesses those people who are merciful. They will be treated with mercy!,"Baguma hila bikĩ bamɔ bati kɔnya a, kitonɛkĩ ade be Baguma aamɔ kɔnya a!"
8,God blesses those people whose hearts are pure. They will see him!,"Baguma hila bikĩ be tɔwɔlɛ teĩ nɛ ye odi akũ, kitonɛkĩ ade be aamɔ Baguma a!"
14,"You are the light for the whole world. A city built on top of a hill cannot be hidden,",“Mila ndɛ ɔhaĩ mikpa batidziwa flee. Bɛláapuli bɛkɔla ɔmatɔ kĩ bitsua nɛ ɔtɔ akũ.
34,"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","Lɛmɛ finyaa mabi mi kĩ mitalɔ fubo ntɛ miakɛna nhihiɛ adi. Mitatani ode, kitonɛkĩ Baguma lɛgãkpo yanɛ."
35,"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","Mitatani tite kitonɛkĩ Baguma abɔa kakekɔ̃ tanɛ ĩye mitani Yerusalem, kitonɛkĩ ɛnyɛ Lɛgã Kpale a ɔmatɔ."
13,"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Mila ndɛ lɛdɛmɛ mikpa batidziwa flee. Lɛmɛ ntɛ lɛdɛmɛ yɛla de ɔmɛnɛ ni, osi odima lɛláa kĩ baatsã bibuki bido de ɔmɛnɛ. Lɛdani fɔtsa pupulidza foesũ bata de kawula lɔkɔa bati asumini de."
15,"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.","Odima látɛna ɔsɛdza kakɔa lɔɔda katsa ye, mbom yakɔa ye kate nɛ ɔsɛdza otse akũ nɛ awã kĩ yaakpalɛ fɔkɔ ɛkpa odi nyɛ odi nɛ tɔtɔ a kamɛ."
17,"Don't suppose I came to do away with the Law and the Prophets. I did not come to do away with them, but to give them their full meaning.","Ade Yesu buki ɛlɛ kĩ, “Mitakɔna kĩ ĩya kĩ mayaafɔnɛ Mose mbla a mɔ Baguma onukpɛ̃ banyɛnɛ fɔtsa katsa a awɛ. Ntáya kĩ mayaafɔnɛ foe awɛ, mbom ĩya kĩ mayaakɛna foe fɔkpɔla."
21,"You know our ancestors were told, “Do not murder” and “A murderer must be brought to trial.”","“Minu kĩ kɔkɔɛ a, bibi bati kĩ, ‘Takɔ oti, ade odi nyɛ odi kĩ edi awu ni, baadzɛmɔ ye.’"
22,"But I promise you if you are angry with someone, you will have to stand trial. If you call someone a fool, you will be taken to court. And if you say that someone is worthless, you will be in danger of the fires of hell.","Lɛmɛ finyaa mabi mi kĩ odi nyɛ odi kĩ ɛna kalɔkpa nɛ ɔwaɛ̃ akũ ni, baadzɛmɔ ye. Odi nyɛ odi kĩ ɛvɛ ɔwaɛ̃ kĩ, ‘Ɔkɔasia’ ni, baakpã ye bɛnamɛna nɛ Ɔmaĩ banɔkɔɛ̃ anɛ bɛdzɛmɔ ye, ade odi nyɛ odi kĩ ɛvɛ ɔwaɛ̃ kĩ, ‘ɔyaɛ’ ni, ɛfɛta ɛkpa ode fi luwotu a kamɛ kanaa."
24,"leave your gift there in front of the altar. Make peace with that person, then come back and offer your gift to God.","fɔnɛ nɔ afɔliɛ fɔtsa a awɛ kayi nɛ afɔlibɔ atɛnyɛ a lɔtɔ nɛ awã, kamuniki kanaalɔla mi mɔ ye kayite tɔ̃ fɔmɔ ayakɔa nɔ afɔliɛ fɔtsa ɔkpa Baguma."
25,"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","“Ntɛ odi sama nɔ nɛ fɔlɛtsa kadzɛkɔ̃ ni, bɔa mbɔdi milɔla mi kayite nɛ lɔkɔ a kĩ lideĩ fɔmɔ baavɛ kalɛ a. Ntɛ nnɛ́ aye mɔ miwo fɔlɛtsa kadzɛkɔ̃ a, oti a aakɔa nɔ edo nɛ fɔlɛtsa ɔdzɛnɛ awɛ. Fɔlɛtsa ɔdzɛnɛ a lɛmɛ aakɔa nɔ ɛkpa polisifɔ ade baado nɔ nɛ kɔla a."
26,I promise you will not get out until you have paid the last cent you owe. Marriage,Mabi nɔ nɛ ɔnɔkɔali kamɛ kĩ ade awã aana flee kɛnaawo lɔkɔ a kĩ ose kɔtɔ a flee oyua a. Yesu Fɔtsa Katsa Nɛ Kɔtsɔ̃ Mɔ Kɔnyɔ Liti Kanɛ Akũ.
31,You have been taught that a man who divorces his wife must write out divorce papers for her.,"“Bɛlɛ lɛmɛ kĩ, ‘Odi nyɛ odi kĩ yaasĩ ɔtsɔ̃ ni, kɛnɛ kĩ ɛkpa ye kɔtsɔ̃ kasĩ ovoli.’"
33,"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Minu lɛmɛ kĩ bibi kɔkɔɛ bati a kĩ, ‘Mitatu mi fubo, mbom mikɛna nɛ fubo a kĩ milɔ mikpa boe Ɔlate a akũ.’"
37,"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Mikɔ̃ milɛ kĩ, ‘Oo,’ ĩye ‘Oowo.’ Kalɛ bɛbã kĩ mialɛ nɛ kakĩĩ liti to Oti Kpa a sɛkɛ̃. Yesu Fɔtsa Katsa Nɛ Tɔkpa Kakɛna Kase Tɔkpa Kɔtɔ Akũ."
38,"You know you have been taught, “An eye for an eye and a tooth for a tooth.”","“Minu kĩ bɛlɛ kĩ, ‘Linebi nɛ linebi kadokɔ̃, lɔdɔ̃ nɛ lɔdɔ̃ kadokɔ̃.’"
39,"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Lɛmɛ finyaa mabi mi kĩ mitakɛna tɔkpa mise tɔkpa kɔtɔ. Ntɛ odi balɛ nɔ awɛ nɛ sɔmɔna ɔlɔtɔ ni, fɔ̃ ɛbalɛ nɔ nɛ sɛba ɔlɔtɔ lɛmɛ."
40,"If someone sues you for your shirt, give up your coat as well.","Ade ntɛ odi sama nɔ nɛ fɔlɛtsa kadzɛkɔ̃ kĩ yatɛ nɔ atadiɛ anyanglede ni, fɔ̃ ɛtɛ nɔ atadiɛ wulaa a lɛmɛ."
41,"If a soldier forces you to carry his pack one kilometer, carry it two kilometers.","Ntɛ oti kĩ edeĩ otumi hɛ nɔ kĩ lɔ ye fɔtsa mɔ kuvũ mitsã lisikũ mɔa ni, lɔ foe mitsã fusikũ nviã."
42,"When people ask you for something, give it to them. When they want to borrow money, lend it to them. Love (Luke","Ntɛ odi wã nɔ litsedi ni, kpa ye, ntɛ odi wɛ kĩ yavɛ litsedi nɛ nɔ sɛkɛ̃ ni, kpa ye ɛvɛ. Yesu Fɔtsa Katsa Nɛ Bakesĩnɛ Kalɛ Kawɛ Akũ."
43,"You have heard people say, “Love your neighbors and hate your enemies.”","“Minu kĩ bɛlɛ kĩ, ‘Wɛ nɔ ɔkɔba kalɛ, kakesĩ nɔ bakesĩnɛ.’"
44,But I tell you to love your enemies and pray for anyone who mistreats you.,"Lɛmɛ finyaa mabi mi kĩ miwɛ mi bakesĩnɛ kalɛ ade mibɔa mpaɛ nɛ bikĩ bitomɔ mi liti a lɔlɔ,"
