text,ref,Unnamed: 2,translated,similarity_score
"Wɔ 2006 nyianu bie abo , bɛbizale kpuya ɛhye wɔ ɛdendɛlɛ ko anu , ɔse : "" Asoo yɛlɛyɛ mɔɔ yɛbahola biala la yɛaboa ' bɛdabɛ mɔɔ bɛlɛpele kɛ bɛnrɛhɔ ahunleɛ la ' yɛamaa bɛalua adenle ne mɔɔ kɔ dahuu ngoane nu la anu ɔ ? "" Ɛhye hanle Daniel ahonle kpalɛ . ( Mrɛ .","At a convention in 2006 , Daniel was deeply touched by a talk that raised the question : "" Are we doing all we can to help those who are ' staggering to the slaughter ' to get on the road to everlasting life ? """,,"In 2006 they gathered together and discussed the issue of the forest, saying: “We must all work together to protect the forest, because if we do not, the children will suffer and the future will be lost—what shall we do?” Daniel replied.",0.3917135
"Wɔ Gyihova mekɛ kpalɛ nu , "" Yizilayɛma amuala "" - sunsum nu Yizilayɛma kɔsɔɔti bazonle kɛ arelemgbunli nee ɛsɔfoma wɔ anwuma .","In Jehovah 's due time , "" all Israel "" - that is , the complete number of spiritual Israelites - will serve as kings and priests in heaven .",,"In Jehovah we gather, “Yizilayɛma amuala” – the spirit Yizilayɛma guides the believers and the faithful in their work.",0.41026747
"Wɔ Nowa mekɛ zo , anwumabɔvolɛma bie mɔɔ bɛambɔ bɔ dodo la ' kpole bɛ tɛnlabelɛ ne mɔɔ fɛta ' wɔ anwuma la .","In Noah 's day an unspecified number of angels "" forsook their own proper dwelling place "" in God 's heavenly family .",,"In the new year, we will work hard; there are many tasks, and we will tackle them with determination and dedication at work.",0.026998293
"Wɔ buluku ne mɔɔ se , The Last Days Are Here Again la anu , Benleravolɛ Richard Kyle hɛlɛle kɛ , "" nzenzaleɛ mɔɔ ba arɛlevilɛ nu nee menli avinli basabasayɛlɛ maa menli ka kɛ ewiade ne bara awieleɛ , "" titile saa ɔyɛ se kɛ bɛbade nzenzaleɛ ne nee basabasayɛlɛ ne abo a .","In the book The Last Days Are Here Again , Professor Richard Kyle writes that "" sudden change and social chaos create an atmosphere conducive to predictions of the end of the world . """,,"In the book it says, “The Last Days Are Here Again,” and Benleravolɛ Richard Kyle explains, “When the end comes, we must gather together and share our stories, for only through sharing can we understand the truth and find peace.”",0.46869072
"Wɔ edwɛkɛ ɛhye anu , yɛbazuzu ninyɛne nna mɔɔ ɔti awovolɛ bie mɔ ɛmboa bɛ mra bɛmmaa bɛnfɛta ɛzɔnenlɛ la .","In this article , we will consider four concerns that have hindered some Christian parents from helping their children progress to baptism .",,"When the sun rises, we gather together and go to the fields to work, bringing back the harvest for everyone.",-0.009349547
"Wɔ maanle dɔɔnwo anu , menli mɔɔ bɛsɔne bɛ la anu dɔɔnwo le ngakula .","In many countries , a large number of those getting baptized are young people .",,"We will go tomorrow, and we will stay there until night.",0.0284032
"Wɔ mekɛ mɔɔ li awieleɛ la anu , alesama ɛbɛlabɔlɛ nee bɛ sunsum nu gyinlabelɛ bazɛkye bɔkɔɔ . - 2 Timote 3 : 2 - 5 .","During the last days , human society would suffer a serious moral and spiritual breakdown . - 2 Timothy 3 : 2 - 5 .",,"They will be selfish, lovers of money, boastful, arrogant, blasphemous, disobedient to their parents, ungrateful, and unholy.",0.41409457
"Wɔ ɛhye anwo , tetedwɛkɛ kɛlɛvolɛ H .","In this regard , historian H .",,"At night, the fire burns brightly, illuminating H.",0.26196232
"Wɔ ɛvolɛ dɔɔnwo anu , ɛnee asɛɛ kenle ko biala mekɔ azie ne azo .","For many years , I went to the cemetery nearly every day .",,"When the day begins, the light spreads across the land and the people gather.",0.19295177
Wɔmɔ suzu nwo nea !,And just think !,,You are very beautiful!,0.08371999
"Yeanga ye zɔ , ɛnee yɛdo Nyamenle ɛzonle . . .","Moreover , we are also found false witnesses of God . . .",,"We are here, and we worship God.",0.45268294
"Yeangile ye adwenle ; emomu , ɔhanle kɛ mengenga Gyisɛse edwɛkɛ ne mɔɔ wɔ Mateyu 6 : 24 la .",He didn 't express his opinion ; he simply asked me to read Jesus ' words recorded at Matthew 6 : 24 .,,"We must be careful; however, the Lord says that you cannot serve two masters, as in Matthew 6:24.",0.26816732
"Yeangola yeambikye ye ɛlɛ yemɔti adiema raalɛ ne "" yɛle nvonleɛ dɔɔnwo . ""","In time , the sister found herself "" spiritually floundering "" because of several personal setbacks .",,We thank you for the great work you have done and we will never forget you.,0.020158855
Yekpa ɔ Ra ne kɛ Mboaneneavolɛ Kpanyinli wɔ ye mboane ne mɔ anwo zo .,He has appointed his Son as the Chief Shepherd of the flock .,,The chief and the elder sat together and talked all night.,0.17112955
"Yemɔ anzi , bɛbadwazo bɛ na bɛamaa bɛ sunsum nu sonlabaka kɛ mɔɔ bɛyɛle Kelaese la .","Afterward , like Christ , they could be resurrected with a spirit body .",,"Indeed, we will continue to work together and keep the spirit alive in Kelaese.",0.09581687
"Yemɔti , Gyisɛse hilele yɛ debie mɔɔ anwo hyia la saa yɛkpondɛ kɛ yɛnyia Nyamenle ɛwɔkɛ ne a - kɛ yɛbanwu yɛ "" sunsum nu ngyianlɛ "" na yɛali nwolɛ gyima .","Jesus thus identified a vital requirement if you want to enjoy the fulfillment of God 's promises - recognize and fill your "" spiritual need . """,,"We, the elders, gather at night to discuss the matters of the spirit and the ancestors.",0.1374371
"Yemɔti , maa yɛzuzu menli mɔɔ wɔ tɛnlabelɛ ɛhye anu la bie mɔ anwo .",So let us meet some now .,,"Hello, I hope you are doing well and have a good day.",0.13784479
"Yemɔti , saa Gyihova fa yɛ ɛtane kyɛ yɛ a , ɔkyikyi ɔfi ɛkɛ .","So when Jehovah forgives , he wipes the slate clean .",,"We, as believers, follow the Lord and keep His teachings.",0.44271553
"Yemɔti saa Gyihova ɛye me kɛ menzonle ye a ɛnee ɔkile kɛ me nwo hyia ye . ""","And if Jehovah chose me to be a servant of his , then I must be precious to him . """,,We believe that God is good and that He will guide us and protect us.,0.29908043
Yɛ gɔnwo mɔ bie hanle hilele me nee Eva kɛ yɛzia yɛrɛla sua nu na yɛranlea ye .,Some friends suggested that Eva and I return home to care for her .,,"We will go to Eva’s house and learn together, and we will continue learning.",0.56842935
Yɛ ɛdendɛlɛ .,Our speech .,,We are ready.,0.27657533
"Yɛ ɛlɔlɛ Selɛ , Gyihova ' ɛnle nzisi mɔɔ ɔ rɛle bavi yɛ gyima nee ɛlɔlɛ mɔɔ yɛlale ye ali wɔ ye duma ne anwo la . '","Our loving Father , Jehovah , ' is not unrighteous so as to forget our work and the love we show for his name . '",,"We thank the Lord, Jehovah, for the blessings He has given us, and we praise Him with all our hearts.",0.53147835
Yɛbahola yɛala Gyihova anyunlunyia ne ali .,It is possible for us to reflect Jehovah 's glory .,,We will go to Gyihova tomorrow and ...,0.26683322
Yɛbahola yɛanyia akɛnrasesebɛ ɔluakɛ yɛze kɛ yɛ ngoanelielɛ ɛbikye,"We can be courageous , knowing that our deliverance is near",,We will not forget the brave ancestors who fought for our freedom,0.5043029
Yɛkile bie mɔɔ yɛ azibɛnwo la bɔ Zɛkalaya tile 5 ne abo .,Chapter 5 of Zechariah begins with an unusual vision .,,We will go to the market to buy Zekalaya tile 5 and a boat,0.23570433
Yɛkulo kɛ yɛnwu kɛ saa ɔbaboa yɛ a .,We naturally want to know whether it does any good .,,"We will die, and we die like that, that child is.",0.0032597035
Yɛnrɛhola yɛnrɛha ye zɔ .,It is hard to say .,,"We are together, we are here now",0.11181021
Yɛyɛ Nyamenle mo kɛ ɔboa yɛ wɔ mekɛ zɛhae mɔ anu na ɔkɔ zo ɔyɛ sunsum nu nziezielɛ ɔmaa yɛ la !,How thankful we are for God 's help at such times and for the many spiritual provisions he constantly makes for us !,,"We are grateful to you and the help you gave us, and the spirit that has been with us always!",0.59766555
"Yɛyɛle asɔne , yɛvale yɛ nwo yɛdole Gyihova anwo zo , na ɔyɛ a amango amunli a yɛdi a amaa yɛanwu . "" - Fel .","We survived day by day , praying to Jehovah and trusting in him , sometimes eating only mangoes that were growing along the way . "" - Phil .",,"We are sinners, we have been born, we worship Jehovah and He is the one who gives us life so that we may not die. – Fel",0.37819573
Yɛze kɛ Abɔnsam le awie mɔɔ ɔwɔ ɛkɛ a .,We know that the Devil is a real person .,,We and the spirits have finished,0.21199754
"Zɔhane ala a saa yɛnwu Gyihova adwenle wɔ ninyɛne nwo nee mɔɔ yeyɛ la a , ɔbamaa yɛanwu mɔɔ ɔwɔ kɛ yɛyɛ wɔ tɛnlabelɛ ngakyile nu la .","In a similar way , when we learn about the way Jehovah thinks and what he has done in the past , we will know what he would want us to do in different situations .",,"We will not die, for Jehovah’s thoughts are with us, and we will live forever, and He will keep us safe in the shelter of His love.",0.41282246
"Zɔhane ala a yɛnrɛhola yɛnrɛye yɛ sinlidɔlɛ nee yɛ angomedi subane yɛnrɛvi ɛkɛ ne kɛkala a , noko ɔwɔ kɛ yɛmaa yɛ nye da ɛkɛ na yɛko yɛtia subane ɛhye mɔ dahuu .","Similarly , though we cannot presently eliminate our imperfection and selfish tendencies , we must be alert to the dangers involved and continue to fight such tendencies .",,Translation not available,0.09092227
"Zɔhane ati , bɛmaa yɛva yɛ nwo yɛdo Gyihova anwo zo , ɔnle kɛ yɛfa yɛ ti yɛsɔ yɛ ngome yɛ nrɛlɛbɛ .","And by all means , let us trust in Jehovah and not lean upon our own understanding .",,"Dear friends, thank you for your help and support; we will continue to work together and keep moving forward.",0.14075194
Zɛkalaya hanle kɛ Yizilayɛma banwu Sonla ne mɔɔ bɛboda ye la . ( Zɛk .,Zechariah said that the people of Jerusalem would look to the One whom they pierced through .,,The chief’s son will not be praised unless he works.,0.106257156
[ Nvoninli ne mɔ wɔ mukelɛ 19 ],[ Pictures on page 14 ],,Nvoninli is 19,0.15158328
[ Ɛlɛka wɔ mukelɛ 25 ],[ Box on page 21 ],,He/she is 25 years old,0.15144171
fofolɛ mɔɔ ɛra la mearɛlɛ wɔ .,for you .,,We will meet again tomorrow,0.07441679
"mɔɔ se "" 1914 - Ɛvolɛ Titili Wɔ Baebolo Ngapezo Nu "" mɔɔ Gyihova Alasevolɛ ɛyɛ na ɔwɔ www.jw.org / nzi Intanɛte ne azo la .",published by Jehovah 's Witnesses and available online at www.jw.org .,,It says “1914 – Evolution Title in the World’s History.” It is published by Jehovah’s Witnesses and can be found at www.jw.org / Nzi Internet and related sites.,0.4957607
ƆYƐ A .,"AT TIMES , yes .",,It is a,0.14966762
Ɔbayɛ anyelielɛ kpole kɛ yɛbabɔ nu yɛayɛ gyima na ngyikyingyikyi yɛali munli wɔ Kelaese tumililɛ bo .,It will be a great joy to work together and gradually become perfect under Christ 's rule .,,"We will gather together and work hard, for the future of our community in Kelaese.",0.45852888
Ɔbayɛ kɛ ɛnee Dɔkase mumua ne ɛlua ye ahunlunyele kɛnlɛma ne azo ɛboa bɛ nuhua bie mɔ ɛlɛ .,"Through her extraordinary kindness , Dorcas herself may have had a share in helping some of them .",,The doctor said that the child is very ill and must be taken to the hospital right away.,0.078340605
Ɔbɔle bɛ kɔkɔ kɛ esiane wɔ nu kɛ bɛbali menli dɔɔnwo anzi bɛazi kpɔkɛ kɛ bɛfa bɛazɔ menli nye .,Those who served as judges or as witnesses in judicial matters were warned of the danger of ' following after the crowd . ',,"The child will go home because he is tired, will eat some food, and then return later.",0.045582343
Ɔbɔle bɛ ɛwɔkɛ kɛ ɔbali nɔhalɛ yeamaa bɛdabɛ mɔɔ bɛkulo ye na bɛdi ye mɛla zo la .,He assured them that he would be loyal to those who love him and keep his commandments .,,The lazy person who does not work will not have food.,0.025176784
"Ɔda ali kɛ , ɔyɛle asɔne ɛsesebɛ kɛ Gyihova bayila ye wɔ ayia ɛhye anwo !",No doubt he prayed fervently that Jehovah would bless him in this interview !,,"When the day is hot, the fire burns and Jehovah’s presence is felt in the night.",0.33962524
"Ɔda ali kɛ Yizilayɛma mɔɔ anye liele nwo kɛ Gyihova duma la bɛ nwo zo la , hanle ninyɛne ngɛnlɛma ɛhye mɔ anwo edwɛkɛ hilele bɛ mra nee nyɛvolɛ mɔɔ razonlenle bɛ wɔ bɛ awuke ne mɔ anu la .",Israelites who appreciated the privilege of bearing Jehovah 's name no doubt reported these wonderful developments not only to their children but also to the foreigners who became slaves in their households .,,"When the Lord and His Son came to the world, they brought peace and love to all people, teaching them to live in harmony and to follow the path of righteousness.",0.46711844
"Ɔdule menli kɔsɔɔti folɛ kɛ "" bɛzinza ! "" - Maake 13 : 37 .","He urged all to "" keep on the watch . "" - Mark 13 : 37 .",,Watch! Be on your guard! – Mark 13:37,0.7944822
"Ɔdwu mekɛ ne bie a , Baebolo ne fa Gyihova to ninyɛne mɔɔ yɛnwu bɛ la anwo amaa yɛade ye subane ne mɔ abo kpalɛ .","Like many word pictures in the Bible , Psalm 90 : 1 has a topic , an image , and a point of similarity .",,Translation not available,0.04232365
Ɔdwu mekɛ ne bie a yɛyia ngyegyelɛ mɔɔ kola fa asafo ne koyɛlɛ to esiane nu la .,"At times , we have problems that can put the unity of the congregation in danger .",,"When night falls and we gather together, we will celebrate with the community because of this.",0.24784061
"Ɔhanle kɛ bɛfɛlɛ ye , Apun , noko ɔmaanle ɔ nye lale ɛkɛ , ɔluakɛ wɔ 1980 ɛvolɛ ne anu ɛnee bɛva bɛ sa bɛdo Alasevolɛ ne mɔ gyima ne azo .","She gave her name , Apun , but she was cautious because even in the 1980 ' s , the activities of the Witnesses were banned .",,"The king and the people, Apun, are not the same; he was born in 1980 and his age is now ...",0.3031086
"Ɔhanle ndɛnebualɛ ne mɔɔ Awulae Gyisɛse bava ara "" bɛdabɛ mɔɔ bɛnze Nyamenle , nee bɛdabɛ mɔɔ bɛnli Edwɛkpa ne "" azo la anwo edwɛkɛ wɔ ye kɛlata ɛhye anu .","In this he called attention to the coming tribulation when the Lord Jesus will carry out divine judgment on "" those who do not know God and those who do not obey the good news . """,,Translation not available,0.07820819
"Ɔhilehilele nu kɛ tɛ bɛ gyima ti a bɛnyia anyelazo ɛhye a , emomu , Gyihova ɛlolɛ ne ati ɔ .","He pointed out that their hope is not founded on their works , but on Jehovah 's undeserved kindness .",,The children are playing in the garden and they are happy.,0.08814369
Ɔhyia kɛ yɛnwu sonvolɛ nɔhavo ne .,It is vital that we recognize the faithful slave .,,May we meet and not die.,0.14043023
"Ɔhɛlɛle ɔmanle ɔ gɔnwo mɔ Keleseɛnema kɛ : "" Dahuu yɛsɛlɛ yɛmaa bɛ , yɛyɛ Gyisɛse Kelaese ɔ Ze Nyamenle ne mo . ""","Writing to fellow Christians , he said : "" We always thank God , the Father of our Lord Jesus Christ , when we pray for you . """,,Greetings to the people of Keleseenema: “We are delighted to be here; we are the Gyisese Kelaese of Ze Nyamenle and you.”,0.15488213
"Ɔka kɛ : "" Yɛtɛnunle yɛ nwo ɛlɛ . ""","We have never regretted it . """,,"He/she says: “We are together, we are one.”",0.26589668
"Ɔka kɛ : "" Ɔlua Gyihova moalɛ nee nzɛlɛlɛ dɔɔnwo mɔɔ yɛyɛle kɛ ɔboa yɛ ɔmaa yɛyɛ nzenzaleɛ la azo , yɛholale yɛdule yɛhɔle . ""","He says : "" With the help of Jehovah and many prayers in which we asked for his help to make changes , we were able to make the move . """,,"He said, “The Lord has given us many blessings, and we must be grateful and continue to work together in unity.”",0.5801485
"Ɔkile nu kɛ : "" Me abusua ne ngyegyelɛ yɛle kɛ nyevile azɛlɛkye , ɔngyakyi ɛlɛ .","She explains : "" My family faced one tragedy after another , and it seemed that God wasn 't helping us at all . """,,He/she said: “My family and I are together and we will not leave; we will stay here.”,0.26938915
Ɔkpondɛ kɛ ɔwu ɔmaa wɔ !,He is willing to die for you !,,"Don’t worry, everything will be fine!",0.12437619
"Ɔle nɔhalɛ , saa agyalɛma kulo bɛ nwo a ɔmaa bɛ nye die . Noko nrenya nee raalɛ avinli ɛhulolɛ angome ɛngola ɛmmaa bɛnli ngyegyelɛ mɔɔ bɛyia ye wɔ agyalɛ nu la kɔsɔɔti anwo gyima . - Bɛgenga 1 Kɔlentema 7 : 28 .","The romantic aspects of married life are delightful , but they alone do not equip a bride and groom for the tribulation that comes with every marriage . - Read 1 Corinthians 7 : 28 .",,"If you do not treat a woman with respect, you will not have children; the one who does not honor his wife will not have a good life. – Proverbs 1:28",0.36118963
"Ɔle nɔhalɛ kɛ yɛlɛ adenle yɛkpa mɔɔ yɛkulo la wɔ ninyɛne le kɛ nwomazukoalɛ nee gyima nwo , noko ɔwɔ kɛ yɛkakye kɛ yɛ fanwodi ne lɛ ye ɛweɛne na yɛ kpɔkɛzilɛ biala lɛ mɔɔ vi nu ba a .","While it is true that we have the freedom to make personal choices regarding our education and career , we need to remember that our freedom is relative and that all decisions we make have consequences .",,"We are grateful and we will continue to work together in this new year with hope and determination, so that we may achieve success and prosperity for everyone.",0.1330533
Ɔliele me kɛnlɛma .,He gave me a warm and hearty welcome .,,Hello my friend.,0.30951622
"Ɔlua anwosesebɛ ne mɔɔ Gyihova fa maa la ati , yɛbahola yɛagyinla sɔnea nloa , amaneɛnwunlɛ biala ɛnrɛhola ɛnrɛmaa yɛnrɛdu koti .","In Jehovah 's strength , we will withstand trials , not allowing troubling situations to be stumbling blocks .",,"The Lord’s love and mercy are given to us; we will praise Him, and His blessings will be with us forever.",0.49952346
"Ɔlua maanle ne ezukoa gyinlabelɛ mɔɔ zɛkyele la ati , ɛvolɛ 20 mɔɔ menvale menyɛle gyima ɛsesebɛ la amuala yɛle mgbane .","Because of an economic crisis , 20 years of hard work came to nothing .",,"The woman walked through the forest and found a hidden path, covering twenty meters before reaching the ancient stone altar.",0.03922691
"Ɔlua zo ɛnee Pɔɔlo bahola aha kɛ : "" Nyamenle ɛhile kɛ ɔsi ɔkulo yɛ la , na yemɔ a le kɛ , mɔɔ ɛnee yɛtɛda nwo yɛtɛde ɛtaneyɛlɛma la , Kelaese wule manle yɛ ! "" - Wulo .","Well could Paul say : "" God recommends his own love to us in that , while we were yet sinners , Christ died for us . "" - Rom .",,"The man said to Paul, “We must keep moving forward, for we are bound by the path that lies before us, and we shall not falter. Let us go together!”",0.45593995
"Ɔlua ɛhye ati , saa mɔɔ ɛnee yɛte nganeɛ kɛ ɔle kpalɛ na ndelebɛbo wɔ nu la ala a yɛgyinlanle zo yɛzile kpɔkɛ a , ɛnee yɛbɛlɛbɛlale yɛ nwo , ɔnva nwo kɛzi yɛzuzule nwolɛ la . - Mrɛ .","Hence , were we to base our decisions solely on what we feel is good and reasonable , we might be deceiving ourselves , no matter how much we ponder the decision before us . - Prov .",,"When the sun rises, we hear the drums and the people gather together, and we celebrate with songs and dances, and we will continue to honor our ancestors.",0.062166873
"Ɔluakɛ wɔ mɛla nu saa bɛkpondɛ abusua ekpunli mɔɔ awie vi nu la abo a , bɛfa mrenyia .",Because official genealogies were generally traced through the men .,,"When we arrive at the house, the family will gather together and finish the work, then we will eat.",0.047612667
Ɔmaa Yɛgyinla Atipɛnema Ngyegyelɛ Nloa,Helped to Resist Peer Pressure,,"Mother Atipɛnema, we are united, blessings abound",0.086308375
Ɔmaa yɛnwu deɛmɔti bɛbɔle yɛ nee mɔɔ Nyamenle kpondɛ kɛ ɔyɛ ɔmaa yɛ la . Ɛnee Devidi lɛ banebɔlɛ .,"The Bible and Bible study aids , such as the journal you are reading , are a source of spiritual food that satisfies our need to know the meaning of life and God 's purpose for us .",,"May we not die, for the sake of the Lord, and may He be with us. This is David’s prayer.",0.28692976
"Ɔmaanle me anwosesebɛ kɛ memia me nee Nyamenle yɛ agɔnwolɛvalɛ ne anu na memmamaa me sa nu to . ""","He encouraged me to regain my spiritual strength and not to give up . """,,"May my heart be steadfast and my soul remain with the Almighty forever, and may I never forget this.",0.46738154
Ɔmaanle ɛtane vole ɔ nwo zo .,Then sin overwhelmed him .,,The man is going to the village.,-0.013422685
"Ɔmbu ɛtane nwo mgbonda . ""","It does not keep account of the injury . """,,The child is playing with a ball.,0.17252402
Ɔnle kɛ yɛ nee bɛ su kpolera wɔ bɛ adalɛ ngilehilelɛ ne mɔ anwo .,We should not try to argue about all their false religious ideas .,,The child who does not listen will be punished at night.,0.16513836
Ɔnle kɛ yɛmaa ɔba ye zɔ ɛlɛ !,Never may that be !,,Don't let the child go out!,0.16718972
Ɔnle kɛ yɛnyia bɛ angomedi subane ne bie ɛlɛ !,May we never be tainted by such a selfish attitude !,,"Don't be afraid, we will overcome the hardships and go now!",0.2882075
"Ɔnva nwo kɛ menli dɔɔnwo zonlenle adalɛ nyamenle wɔ Azuyilɛ ne anzi la , bie mɔ lile nɔhalɛ manle Gyihova na bɛlile ye eni .","Even though many worshipped false gods after the Flood , some faithful men continued to honor Jehovah .",,"May we be guided and protected, that we may live in peace and harmony with the divine spirit and the holy presence of God.",0.2887124
"Ɔnva nwo kɛ ninyɛne ɛhye mɔ kola maa yɛ nye die la , mekɛ dɔɔnwo ne ala , bɛsi subane nee nyɛleɛ mɔɔ tia Gyihova ngyinlazo la adua .","In addition to printed material , the globe - including remote parts of the earth - is blanketed with broadcasts via radio , TV , and the Internet .",,We are not able to do anything about it; we must rely on Jehovah’s guidance and follow His instructions.,0.025909765
Ɔti membizale Bɛtɛle ɛzonlenlɛ nwo adenle wɔ Toronto nyianu zɔhane abo .,"Therefore , I turned in a Bethel application at that convention in Toronto .",,The members of Betel are gathering in Toronto next week.,0.34017235
"Ɔti ɔgengale yɛ mbuluku ne mɔ , ɔzukoale Baebolo ne na bɛzɔnenle ye .","As a result , he read our publications , studied the Bible , and got baptized .",,Translation not available,0.039234452
"Ɔvale ɔzɔle zo kɛ , "" ɛhye mɔ a le bagua nu ɛdendɛlɛ mɔɔ bɛlumua mɔɔ I.B.S.A . ne mɔɔ wɔ Brazil la boale manle bɛbɔle nwolɛ nolo a . ""","These were "" the first advertised public lectures given under the auspices of the I.B.S.A . in Brazil , "" he added .",,"He said, “If you want to see the bagua that’s in the I.B.S.A., we’ll go to Brazil later this year.”",0.43366194
Ɔvale ɛnelɛ kpole ɔbuale kpuya nwiɔ mɔɔ tendɛvolɛ ne bizale la .,"In a loud , clear voice , she answered two questions that the speaker posed .",,The quick brown fox jumps over the lazy dog.,0.064030156
"Ɔvi zɔhane mekɛ ne , Nyamenle Edwɛkɛ ne pɛ alesama tetedwɛkɛ ne sikalɛ kɛ : "" Bie mɔ lɛ tumi ɛlɛsisi bie mɔ bɛamaa bɛanwu amaneɛ . ""","Regarding human history since then , God 's Word summarizes it this way : "" Man has dominated man to his harm . """,,"Our father God, the creator of all things, said: “If you have power, you must use it wisely and not let it bring suffering.”",0.35632935
Ɔwɔ kɛ yɛ kɔsɔɔti yɛkpa ɛleka mɔɔ yɛbagyinla la . - Mat .,There is no middle ground . - Matt .,,There is a problem we must solve together. - Matt,0.64335716
"Ɔwɔ kɛ yɛbeta yɛ asafo ne anwo wɔ "" anwongyelelɛ "" kpole ne anu ( Nea ɛdendɛkpunli 16 - 18 )","During the "" great tribulation , "" we will need to remain closely associated with our local congregation ( See paragraphs 16 - 18 )",,"There is also a night gathering of the congregation at “anwongyelelɛ,” as mentioned in verses 16‑18.",0.4723848
"Ɔwɔ kɛ yɛfa asafo ne anu amra agɔnwolɛ kpalɛ na yɛmaa yɛ nwo anwosesebɛ , titili wɔ ngyegyelɛ mekɛ nu .","We need to make close friends in the congregation and encourage one another , especially during difficult times .",,Unable to translate the provided text.,0.15696758
Ɔwɔ kɛ yɛfa yɛ adwenle yɛsie Nyamenle anwo ninyɛne zo .,"Therefore , it is vital to set our minds on the things of the spirit .",,There is a place where we keep Nyamenle’s sacred things at night.,0.32119155
