text,ref,Unnamed: 2,translated,similarity_score
Wulomuma 8 : 6 ka ye wienyi kɛ : ' Adwenle mɔɔ gyi sunsum ne azo la wie ngoane nee anzodwolɛ . ',"Romans 8 : 6 answers clearly : "" Setting the mind on the spirit means life and peace . """,,"And in verse 8:6 it is said: 'The heart of man is wicked and desperately corrupt, who can know it?'",0.43804651
"Wɔ 1919 , bɛkpale Baebolo sukoavoma ekpunli ekyi bie kɛ ' akɛlɛ nɔhavo nee nrɛlɛbɛvolɛ . '","In 1919 , a small group of Bible students was appointed as "" the faithful and discreet slave . """,,"In 1919, the Baebolo language was spoken by about 50,000 people.",0.19107994
"Wɔ 1979 , me nee Lene wole Daniel , yɛ ra mɔɔ tɔ zo nnu .","In 1979 , Lene and I welcomed the arrival of our fifth child , Daniel .",,"In 1979, I and Lene gave birth to Daniel, and we were very happy.",0.8149333
"Wɔ 2006 nyianu bie abo , bɛbizale kpuya ɛhye wɔ ɛdendɛlɛ ko anu , ɔse : "" Asoo yɛlɛyɛ mɔɔ yɛbahola biala la yɛaboa ' bɛdabɛ mɔɔ bɛlɛpele kɛ bɛnrɛhɔ ahunleɛ la ' yɛamaa bɛalua adenle ne mɔɔ kɔ dahuu ngoane nu la anu ɔ ? "" Ɛhye hanle Daniel ahonle kpalɛ . ( Mrɛ .","At a convention in 2006 , Daniel was deeply touched by a talk that raised the question : "" Are we doing all we can to help those who are ' staggering to the slaughter ' to get on the road to everlasting life ? """,,"In 2006, a group of women asked him in the village square, saying: ""If a woman can make pots, why can't she make a king?"" The crowd cheered Daniel on.",0.22693035
"Wɔ Gyihova mekɛ kpalɛ nu , "" Yizilayɛma amuala "" - sunsum nu Yizilayɛma kɔsɔɔti bazonle kɛ arelemgbunli nee ɛsɔfoma wɔ anwuma .","In Jehovah 's due time , "" all Israel "" - that is , the complete number of spiritual Israelites - will serve as kings and priests in heaven .",,"They call Jehovah God, ""He who brings salvation"" - a name that emphasizes his role in delivering his people from their enemies and from sin.",0.49196926
"Wɔ Nowa mekɛ zo , anwumabɔvolɛma bie mɔɔ bɛambɔ bɔ dodo la ' kpole bɛ tɛnlabelɛ ne mɔɔ fɛta ' wɔ anwuma la .","In Noah 's day an unspecified number of angels "" forsook their own proper dwelling place "" in God 's heavenly family .",,"They are now making efforts, the volunteers are also doing well and are very happy to be working there",0.11554869
"Wɔ buluku ne mɔɔ se , The Last Days Are Here Again la anu , Benleravolɛ Richard Kyle hɛlɛle kɛ , "" nzenzaleɛ mɔɔ ba arɛlevilɛ nu nee menli avinli basabasayɛlɛ maa menli ka kɛ ewiade ne bara awieleɛ , "" titile saa ɔyɛ se kɛ bɛbade nzenzaleɛ ne nee basabasayɛlɛ ne abo a .","In the book The Last Days Are Here Again , Professor Richard Kyle writes that "" sudden change and social chaos create an atmosphere conducive to predictions of the end of the world . """,,"They are saying that, The Last Days Are Here Again, according to Benleravolɛ Richard Kyle, ""the end times are a time of great trouble and suffering for the wicked, but a time of great joy and deliverance for the righteous,"" and that is why they are warning people about the end times and the judgment.",0.44552338
"Wɔ edwɛkɛ ɛhye anu , yɛbazuzu ninyɛne nna mɔɔ ɔti awovolɛ bie mɔ ɛmboa bɛ mra bɛmmaa bɛnfɛta ɛzɔnenlɛ la .","In this article , we will consider four concerns that have hindered some Christian parents from helping their children progress to baptism .",,"They will take five days, and on the sixth day, they will come and meet the fetish priest to perform the rituals and make the necessary sacrifices to appease the gods.",0.19912496
"Wɔ maanle dɔɔnwo anu , menli mɔɔ bɛsɔne bɛ la anu dɔɔnwo le ngakula .","In many countries , a large number of those getting baptized are young people .",,"They have four main seasons, but the two main ones are the dry and wet seasons.",0.048752807
"Wɔ mekɛ mɔɔ li awieleɛ la anu , alesama ɛbɛlabɔlɛ nee bɛ sunsum nu gyinlabelɛ bazɛkye bɔkɔɔ . - 2 Timote 3 : 2 - 5 .","During the last days , human society would suffer a serious moral and spiritual breakdown . - 2 Timothy 3 : 2 - 5 .",,"People will be lovers of themselves, lovers of money, boastful, proud, abusive, disobedient to their parents, ungrateful, unholy, without love, unforgiving, slanderous, without self-control, brutal, not lovers of the good, treacherous, rash, conceited, lovers of pleasure rather than lovers of God - 2 Timothy 3:2-5",0.59979415
"Wɔ ɛhye anwo , tetedwɛkɛ kɛlɛvolɛ H .","In this regard , historian H .",,"They are going to the farm, to work on the H plot.",0.18579306
"Wɔ ɛvolɛ dɔɔnwo anu , ɛnee asɛɛ kenle ko biala mekɔ azie ne azo .","For many years , I went to the cemetery nearly every day .",,"They will be going to the farm tomorrow, and they will clear the land and make it ready for planting.",0.13614596
Wɔmɔ suzu nwo nea !,And just think !,,They don't want to know that!,0.16280845
"Yeanga ye zɔ , ɛnee yɛdo Nyamenle ɛzonle . . .","Moreover , we are also found false witnesses of God . . .",,"The moon is full, that is why the Nyamenle is dancing.",0.063732326
"Yeangile ye adwenle ; emomu , ɔhanle kɛ mengenga Gyisɛse edwɛkɛ ne mɔɔ wɔ Mateyu 6 : 24 la .",He didn 't express his opinion ; he simply asked me to read Jesus ' words recorded at Matthew 6 : 24 .,,"No one can serve two masters ; for either he will hate the one and love the other , or else he will be loyal to the one and despise the other . You cannot serve God and mammon . as written in Matthew 6 : 24.",0.22053559
"Yeangola yeambikye ye ɛlɛ yemɔti adiema raalɛ ne "" yɛle nvonleɛ dɔɔnwo . ""","In time , the sister found herself "" spiritually floundering "" because of several personal setbacks .",,"The woman who was carrying the load said to the man, ""you are very wicked.""",0.2355054
Yekpa ɔ Ra ne kɛ Mboaneneavolɛ Kpanyinli wɔ ye mboane ne mɔ anwo zo .,He has appointed his Son as the Chief Shepherd of the flock .,,The child is going to the farm with his father to harvest the crops.,0.13517964
"Yemɔ anzi , bɛbadwazo bɛ na bɛamaa bɛ sunsum nu sonlabaka kɛ mɔɔ bɛyɛle Kelaese la .","Afterward , like Christ , they could be resurrected with a spirit body .",,"The elders, the wise men, and the wise women will gather at the sacred place to discuss the matters of the community.",0.20067014
"Yemɔti , Gyisɛse hilele yɛ debie mɔɔ anwo hyia la saa yɛkpondɛ kɛ yɛnyia Nyamenle ɛwɔkɛ ne a - kɛ yɛbanwu yɛ "" sunsum nu ngyianlɛ "" na yɛali nwolɛ gyima .","Jesus thus identified a vital requirement if you want to enjoy the fulfillment of God 's promises - recognize and fill your "" spiritual need . """,,We are going to make a sacrifice to our ancestors so that they will give us wisdom and knowledge and we will be able to distinguish between good and evil and we will call upon the spirits of our ancestors to guide us.,0.34622252
"Yemɔti , maa yɛzuzu menli mɔɔ wɔ tɛnlabelɛ ɛhye anu la bie mɔ anwo .",So let us meet some now .,,We are going to make our language and culture great again on this earth and make our name known.,0.15032461
"Yemɔti , saa Gyihova fa yɛ ɛtane kyɛ yɛ a , ɔkyikyi ɔfi ɛkɛ .","So when Jehovah forgives , he wipes the slate clean .",,"When we became aware that Jehovah had given us the opportunity, we were overjoyed.",0.3044112
"Yemɔti saa Gyihova ɛye me kɛ menzonle ye a ɛnee ɔkile kɛ me nwo hyia ye . ""","And if Jehovah chose me to be a servant of his , then I must be precious to him . """,,The fear of Jehovah is the beginning of wisdom and to depart from evil is understanding,0.33352697
Yɛ gɔnwo mɔ bie hanle hilele me nee Eva kɛ yɛzia yɛrɛla sua nu na yɛranlea ye .,Some friends suggested that Eva and I return home to care for her .,,We are going to the farm with our mother Eva to harvest some crops and bring them home.,0.4442985
Yɛ ɛdendɛlɛ .,Our speech .,,They are in the town.,0.05735454
"Yɛ ɛlɔlɛ Selɛ , Gyihova ' ɛnle nzisi mɔɔ ɔ rɛle bavi yɛ gyima nee ɛlɔlɛ mɔɔ yɛlale ye ali wɔ ye duma ne anwo la . '","Our loving Father , Jehovah , ' is not unrighteous so as to forget our work and the love we show for his name . '",,"They will know that I am Jehovah when I open their graves and bring them out of their graves as my people, and I will put my spirit in you, and you will come to life, and I will settle you in your land.",0.45119542
Yɛbahola yɛala Gyihova anyunlunyia ne ali .,It is possible for us to reflect Jehovah 's glory .,,They will know that I am Jehovah because I will have visited them.,0.47235343
Yɛbahola yɛanyia akɛnrasesebɛ ɔluakɛ yɛze kɛ yɛ ngoanelielɛ ɛbikye,"We can be courageous , knowing that our deliverance is near",,They are calling us to come and help them because we are their relatives,0.21773729
Yɛkile bie mɔɔ yɛ azibɛnwo la bɔ Zɛkalaya tile 5 ne abo .,Chapter 5 of Zechariah begins with an unusual vision .,,They will give us a lot of money when we sell Zekalaya for 5 cedis and a bottle.,0.2808089
Yɛkulo kɛ yɛnwu kɛ saa ɔbaboa yɛ a .,We naturally want to know whether it does any good .,,They will go and meet at the river bank.,-0.036933668
Yɛnrɛhola yɛnrɛha ye zɔ .,It is hard to say .,,They are going to the farm.,0.06182898
Yɛyɛ Nyamenle mo kɛ ɔboa yɛ wɔ mekɛ zɛhae mɔ anu na ɔkɔ zo ɔyɛ sunsum nu nziezielɛ ɔmaa yɛ la !,How thankful we are for God 's help at such times and for the many spiritual provisions he constantly makes for us !,,We are children of God and he has given us a gift to do good and go and spread the word of God that he has given to us!,0.27990836
"Yɛyɛle asɔne , yɛvale yɛ nwo yɛdole Gyihova anwo zo , na ɔyɛ a amango amunli a yɛdi a amaa yɛanwu . "" - Fel .","We survived day by day , praying to Jehovah and trusting in him , sometimes eating only mangoes that were growing along the way . "" - Phil .",,"For we are the circumcision, who in spirit serve God and boast in Christ Jesus and put no confidence in the flesh. - Philippians",0.34136477
Yɛze kɛ Abɔnsam le awie mɔɔ ɔwɔ ɛkɛ a .,We know that the Devil is a real person .,,They went to Abonsam and found that there was a problem there.,0.095510215
"Zɔhane ala a saa yɛnwu Gyihova adwenle wɔ ninyɛne nwo nee mɔɔ yeyɛ la a , ɔbamaa yɛanwu mɔɔ ɔwɔ kɛ yɛyɛ wɔ tɛnlabelɛ ngakyile nu la .","In a similar way , when we learn about the way Jehovah thinks and what he has done in the past , we will know what he would want us to do in different situations .",,"For Jehovah knows the way of the righteous, but the way of the wicked will perish.",0.60189295
"Zɔhane ala a yɛnrɛhola yɛnrɛye yɛ sinlidɔlɛ nee yɛ angomedi subane yɛnrɛvi ɛkɛ ne kɛkala a , noko ɔwɔ kɛ yɛmaa yɛ nye da ɛkɛ na yɛko yɛtia subane ɛhye mɔ dahuu .","Similarly , though we cannot presently eliminate our imperfection and selfish tendencies , we must be alert to the dangers involved and continue to fight such tendencies .",,"The child is a gift from God and a treasure to the family, so when a child is born, the family is happy and they thank God.",0.112053394
"Zɔhane ati , bɛmaa yɛva yɛ nwo yɛdo Gyihova anwo zo , ɔnle kɛ yɛfa yɛ ti yɛsɔ yɛ ngome yɛ nrɛlɛbɛ .","And by all means , let us trust in Jehovah and not lean upon our own understanding .",,"Therefore, let us approach the throne of grace with confidence, so that we may receive mercy and find grace to help us in our time of need.",0.47399396
Zɛkalaya hanle kɛ Yizilayɛma banwu Sonla ne mɔɔ bɛboda ye la . ( Zɛk .,Zechariah said that the people of Jerusalem would look to the One whom they pierced through .,,The children of Yizilayɛma have eaten Sonla and all the bɛboda are finished.,0.07600379
[ Nvoninli ne mɔ wɔ mukelɛ 19 ],[ Pictures on page 14 ],,The child is going to school,0.019605808
[ Ɛlɛka wɔ mukelɛ 25 ],[ Box on page 21 ],,He is twenty-five years old,0.1805352
fofolɛ mɔɔ ɛra la mearɛlɛ wɔ .,for you .,,the child is going to school,-0.06788388
"mɔɔ se "" 1914 - Ɛvolɛ Titili Wɔ Baebolo Ngapezo Nu "" mɔɔ Gyihova Alasevolɛ ɛyɛ na ɔwɔ www.jw.org / nzi Intanɛte ne azo la .",published by Jehovah 's Witnesses and available online at www.jw.org .,,"It says ""1914 - The Bible Book of Revelation Comes Alive"" and is published by Jehovah's Witnesses and can be found at www.jw.org and other websites.",0.608918
ƆYƐ A .,"AT TIMES , yes .",,He has died,0.03741214
Ɔbayɛ anyelielɛ kpole kɛ yɛbabɔ nu yɛayɛ gyima na ngyikyingyikyi yɛali munli wɔ Kelaese tumililɛ bo .,It will be a great joy to work together and gradually become perfect under Christ 's rule .,,The women are very happy to see the men dancing and playing drums in the village of Kelaese.,0.11794938
Ɔbayɛ kɛ ɛnee Dɔkase mumua ne ɛlua ye ahunlunyele kɛnlɛma ne azo ɛboa bɛ nuhua bie mɔ ɛlɛ .,"Through her extraordinary kindness , Dorcas herself may have had a share in helping some of them .",,The child will go to the farm with his grandfather to learn how to farm and take care of animals and other things.,0.056466118
Ɔbɔle bɛ kɔkɔ kɛ esiane wɔ nu kɛ bɛbali menli dɔɔnwo anzi bɛazi kpɔkɛ kɛ bɛfa bɛazɔ menli nye .,Those who served as judges or as witnesses in judicial matters were warned of the danger of ' following after the crowd . ',,The child will go to school because of the book that the teacher will teach them and they will write what the teacher says.,0.07578818
Ɔbɔle bɛ ɛwɔkɛ kɛ ɔbali nɔhalɛ yeamaa bɛdabɛ mɔɔ bɛkulo ye na bɛdi ye mɛla zo la .,He assured them that he would be loyal to those who love him and keep his commandments .,,The child will be happy when the parents buy him a new bicycle and he will ride it with his friends.,0.102916494
"Ɔda ali kɛ , ɔyɛle asɔne ɛsesebɛ kɛ Gyihova bayila ye wɔ ayia ɛhye anwo !",No doubt he prayed fervently that Jehovah would bless him in this interview !,,"And now, he is a happy spirit in heaven with Jehovah God!",0.40558884
"Ɔda ali kɛ Yizilayɛma mɔɔ anye liele nwo kɛ Gyihova duma la bɛ nwo zo la , hanle ninyɛne ngɛnlɛma ɛhye mɔ anwo edwɛkɛ hilele bɛ mra nee nyɛvolɛ mɔɔ razonlenle bɛ wɔ bɛ awuke ne mɔ anu la .",Israelites who appreciated the privilege of bearing Jehovah 's name no doubt reported these wonderful developments not only to their children but also to the foreigners who became slaves in their households .,,"When a Christian dies, the grieving family can receive comfort from God's Word, the Bible, and from their spiritual brothers who call on them to express their condolences and to offer practical help.",0.2327257
"Ɔdule menli kɔsɔɔti folɛ kɛ "" bɛzinza ! "" - Maake 13 : 37 .","He urged all to "" keep on the watch . "" - Mark 13 : 37 .",,"The farmer allows the weeds to grow alongside the wheat, saying ""let them be!"" - Matthew 13:37",0.39335322
"Ɔdwu mekɛ ne bie a , Baebolo ne fa Gyihova to ninyɛne mɔɔ yɛnwu bɛ la anwo amaa yɛade ye subane ne mɔ abo kpalɛ .","Like many word pictures in the Bible , Psalm 90 : 1 has a topic , an image , and a point of similarity .",,"And the woman said to the serpent, Indeed, has God said you shall not eat from any tree of the garden?",0.2899853
Ɔdwu mekɛ ne bie a yɛyia ngyegyelɛ mɔɔ kola fa asafo ne koyɛlɛ to esiane nu la .,"At times , we have problems that can put the unity of the congregation in danger .",,The child is learning to speak the language and is also learning how to write it.,-0.0177651
"Ɔhanle kɛ bɛfɛlɛ ye , Apun , noko ɔmaanle ɔ nye lale ɛkɛ , ɔluakɛ wɔ 1980 ɛvolɛ ne anu ɛnee bɛva bɛ sa bɛdo Alasevolɛ ne mɔ gyima ne azo .","She gave her name , Apun , but she was cautious because even in the 1980 ' s , the activities of the Witnesses were banned .",,"The woman is a farmer, Apun, and she also has a small trade, she started in 1980 and now she has become a successful businesswoman and a leader in her community.",0.38148728
"Ɔhanle ndɛnebualɛ ne mɔɔ Awulae Gyisɛse bava ara "" bɛdabɛ mɔɔ bɛnze Nyamenle , nee bɛdabɛ mɔɔ bɛnli Edwɛkpa ne "" azo la anwo edwɛkɛ wɔ ye kɛlata ɛhye anu .","In this he called attention to the coming tribulation when the Lord Jesus will carry out divine judgment on "" those who do not know God and those who do not obey the good news . """,,"The chief and his elders and the entire Awulae Gyisɛse family "" are calling on Nyamenle and also calling on Edwɛkpa "" to come and help them settle the dispute that has come up.",0.21857005
"Ɔhilehilele nu kɛ tɛ bɛ gyima ti a bɛnyia anyelazo ɛhye a , emomu , Gyihova ɛlolɛ ne ati ɔ .","He pointed out that their hope is not founded on their works , but on Jehovah 's undeserved kindness .",,"While he was still speaking, a bright cloud overshadowed them, and behold, a voice out of the cloud said, ""This is my beloved Son, in whom I am well pleased.""",0.3208446
Ɔhyia kɛ yɛnwu sonvolɛ nɔhavo ne .,It is vital that we recognize the faithful slave .,,Life is not a bed of roses.,0.085073486
"Ɔhɛlɛle ɔmanle ɔ gɔnwo mɔ Keleseɛnema kɛ : "" Dahuu yɛsɛlɛ yɛmaa bɛ , yɛyɛ Gyisɛse Kelaese ɔ Ze Nyamenle ne mo . ""","Writing to fellow Christians , he said : "" We always thank God , the Father of our Lord Jesus Christ , when we pray for you . """,,"The chief of the town said to Keleseɛnema that: ""We have called you, you are a Gyisɛse Kelaese of the Ze Nyamenle and his people.""",0.23222513
"Ɔka kɛ : "" Yɛtɛnunle yɛ nwo ɛlɛ . ""","We have never regretted it . """,,"It is said: ""The teeth are white.""",0.08529971
"Ɔka kɛ : "" Ɔlua Gyihova moalɛ nee nzɛlɛlɛ dɔɔnwo mɔɔ yɛyɛle kɛ ɔboa yɛ ɔmaa yɛyɛ nzenzaleɛ la azo , yɛholale yɛdule yɛhɔle . ""","He says : "" With the help of Jehovah and many prayers in which we asked for his help to make changes , we were able to make the move . """,,"And he said: ""The Lord has given me a large family, and I am grateful, for it is a blessing from God, and I am happy.""",0.53867126
"Ɔkile nu kɛ : "" Me abusua ne ngyegyelɛ yɛle kɛ nyevile azɛlɛkye , ɔngyakyi ɛlɛ .","She explains : "" My family faced one tragedy after another , and it seemed that God wasn 't helping us at all . """,,"The man said: ""My family and I are going to the farm to work, it's not easy.""",0.20013899
Ɔkpondɛ kɛ ɔwu ɔmaa wɔ !,He is willing to die for you !,,The child is crying loudly!,0.07263883
"Ɔle nɔhalɛ , saa agyalɛma kulo bɛ nwo a ɔmaa bɛ nye die . Noko nrenya nee raalɛ avinli ɛhulolɛ angome ɛngola ɛmmaa bɛnli ngyegyelɛ mɔɔ bɛyia ye wɔ agyalɛ nu la kɔsɔɔti anwo gyima . - Bɛgenga 1 Kɔlentema 7 : 28 .","The romantic aspects of married life are delightful , but they alone do not equip a bride and groom for the tribulation that comes with every marriage . - Read 1 Corinthians 7 : 28 .",,"If anyone is never at fault in what they say and is controlled in all respects, they are able to control their whole body, and can bridle their tongue when they are being reproached, they are perfect and can keep their whole body from sinning, and their worship is faultless.",0.1879514
"Ɔle nɔhalɛ kɛ yɛlɛ adenle yɛkpa mɔɔ yɛkulo la wɔ ninyɛne le kɛ nwomazukoalɛ nee gyima nwo , noko ɔwɔ kɛ yɛkakye kɛ yɛ fanwodi ne lɛ ye ɛweɛne na yɛ kpɔkɛzilɛ biala lɛ mɔɔ vi nu ba a .","While it is true that we have the freedom to make personal choices regarding our education and career , we need to remember that our freedom is relative and that all decisions we make have consequences .",,"The child does not know that the food they eat at home is better than the food they buy outside, so they prefer to buy food outside and eat, and when they are sick, they come back home.",0.15044247
Ɔliele me kɛnlɛma .,He gave me a warm and hearty welcome .,,My friend is very strong,0.103450604
"Ɔlua anwosesebɛ ne mɔɔ Gyihova fa maa la ati , yɛbahola yɛagyinla sɔnea nloa , amaneɛnwunlɛ biala ɛnrɛhola ɛnrɛmaa yɛnrɛdu koti .","In Jehovah 's strength , we will withstand trials , not allowing troubling situations to be stumbling blocks .",,"We must also make the name of Jehovah known in the world, so that people may come to know him and call upon him in order to be saved.",0.49613038
"Ɔlua maanle ne ezukoa gyinlabelɛ mɔɔ zɛkyele la ati , ɛvolɛ 20 mɔɔ menvale menyɛle gyima ɛsesebɛ la amuala yɛle mgbane .","Because of an economic crisis , 20 years of hard work came to nothing .",,"The woman and her husband have five children, and they have been living in this village for 20 years, and they are happy with their lives.",0.22217956
"Ɔlua zo ɛnee Pɔɔlo bahola aha kɛ : "" Nyamenle ɛhile kɛ ɔsi ɔkulo yɛ la , na yemɔ a le kɛ , mɔɔ ɛnee yɛtɛda nwo yɛtɛde ɛtaneyɛlɛma la , Kelaese wule manle yɛ ! "" - Wulo .","Well could Paul say : "" God recommends his own love to us in that , while we were yet sinners , Christ died for us . "" - Rom .",,"Then Jesus said to Paul, ""If you want to be perfect, go, sell your possessions and give to the poor, and you will have treasure in heaven, and come, follow me!"" - Matthew.",0.43123603
"Ɔlua ɛhye ati , saa mɔɔ ɛnee yɛte nganeɛ kɛ ɔle kpalɛ na ndelebɛbo wɔ nu la ala a yɛgyinlanle zo yɛzile kpɔkɛ a , ɛnee yɛbɛlɛbɛlale yɛ nwo , ɔnva nwo kɛzi yɛzuzule nwolɛ la . - Mrɛ .","Hence , were we to base our decisions solely on what we feel is good and reasonable , we might be deceiving ourselves , no matter how much we ponder the decision before us . - Prov .",,"The child is crying, and the mother is trying to calm him down, but he is not listening, he is just crying and crying, and the mother is getting tired.",0.08399523
"Ɔluakɛ wɔ mɛla nu saa bɛkpondɛ abusua ekpunli mɔɔ awie vi nu la abo a , bɛfa mrenyia .",Because official genealogies were generally traced through the men .,,"The elders in the community will gather to discuss and settle the issue, and then they will make a decision.",0.13774535
Ɔmaa Yɛgyinla Atipɛnema Ngyegyelɛ Nloa,Helped to Resist Peer Pressure,,The women are dancing at the festival grounds,-0.11154432
Ɔmaa yɛnwu deɛmɔti bɛbɔle yɛ nee mɔɔ Nyamenle kpondɛ kɛ ɔyɛ ɔmaa yɛ la . Ɛnee Devidi lɛ banebɔlɛ .,"The Bible and Bible study aids , such as the journal you are reading , are a source of spiritual food that satisfies our need to know the meaning of life and God 's purpose for us .",,The woman is very beautiful and she is a good dancer and God loves her because she is a good woman and David is also a dancer.,0.30369753
"Ɔmaanle me anwosesebɛ kɛ memia me nee Nyamenle yɛ agɔnwolɛvalɛ ne anu na memmamaa me sa nu to . ""","He encouraged me to regain my spiritual strength and not to give up . """,,"My grandmother told me that when I was born, Nyamenle gave me a special gift and my parents named me after it.",0.111248784
Ɔmaanle ɛtane vole ɔ nwo zo .,Then sin overwhelmed him .,,The child is playing with the dog.,-0.054941434
"Ɔmbu ɛtane nwo mgbonda . ""","It does not keep account of the injury . """,,The goat is eating the cassava.,-0.031980824
Ɔnle kɛ yɛ nee bɛ su kpolera wɔ bɛ adalɛ ngilehilelɛ ne mɔ anwo .,We should not try to argue about all their false religious ideas .,,"When we want to learn a new language, we must practice speaking and listening every day.",0.060658854
Ɔnle kɛ yɛmaa ɔba ye zɔ ɛlɛ !,Never may that be !,,Let us go and tell the child to come and eat!,0.19009289
Ɔnle kɛ yɛnyia bɛ angomedi subane ne bie ɛlɛ !,May we never be tainted by such a selfish attitude !,,Let us go and meet the chief of the village and his wife!,0.17729077
"Ɔnva nwo kɛ menli dɔɔnwo zonlenle adalɛ nyamenle wɔ Azuyilɛ ne anzi la , bie mɔ lile nɔhalɛ manle Gyihova na bɛlile ye eni .","Even though many worshipped false gods after the Flood , some faithful men continued to honor Jehovah .",,"And now these things are written that you may believe that Jesus is the Christ, the Son of God, and that believing you may have life in his name.",0.32356715
"Ɔnva nwo kɛ ninyɛne ɛhye mɔ kola maa yɛ nye die la , mekɛ dɔɔnwo ne ala , bɛsi subane nee nyɛleɛ mɔɔ tia Gyihova ngyinlazo la adua .","In addition to printed material , the globe - including remote parts of the earth - is blanketed with broadcasts via radio , TV , and the Internet .",,"And now these three remain: faith, hope and love. But the greatest of these is love, and we want to have love, for God is love.",0.06995833
Ɔti membizale Bɛtɛle ɛzonlenlɛ nwo adenle wɔ Toronto nyianu zɔhane abo .,"Therefore , I turned in a Bethel application at that convention in Toronto .",,They are preparing Bɛtɛle for the big festival in Toronto next month.,0.25965825
"Ɔti ɔgengale yɛ mbuluku ne mɔ , ɔzukoale Baebolo ne na bɛzɔnenle ye .","As a result , he read our publications , studied the Bible , and got baptized .",,"The man is very strong and powerful, he beats the devil and his followers.",0.28465855
"Ɔvale ɔzɔle zo kɛ , "" ɛhye mɔ a le bagua nu ɛdendɛlɛ mɔɔ bɛlumua mɔɔ I.B.S.A . ne mɔɔ wɔ Brazil la boale manle bɛbɔle nwolɛ nolo a . ""","These were "" the first advertised public lectures given under the auspices of the I.B.S.A . in Brazil , "" he added .",,"The player said, ""I am happy to be part of the team that won the I.B.S.A. and we are going to Brazil to bring back the trophy.""",0.33419737
Ɔvale ɛnelɛ kpole ɔbuale kpuya nwiɔ mɔɔ tendɛvolɛ ne bizale la .,"In a loud , clear voice , she answered two questions that the speaker posed .",,The child does not know how to cook food for his mother and father.,-0.069963455
