text,ref,Unnamed: 2,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
This help the brain to have enough rest and energy to perform its task correctly.,Wei bɛboa ama adwene no anya ahoɔden a ɛhia de adi ne dwuma nyinaa.,,Eyi boa adwene ma no nya ahomegye a ɛdɔɔso ne ahoɔden de ayɛ n'adwuma pɛpɛɛpɛ.,run1,37.88089420942137,30.694767198711272,6.147540983606558
The Majority in Parliament believes that the President will turn to the International Monetary Fund (IMF) for assistance in order to alleviate the government's financial burden and ease the pressure on citizens.,Yɛgye di sɛ ɔbɛsane akasa afa Wiase nyinaa Sika Fotoɔ a wɔpɛ sɛ wɔkɔpɛ mu mmoa de bɛboa ɔman no sikasɛm ne nhyehyɛeɛ a aban no ayɛ sɛ ɔde bɛko atia ɔman no sikasɛm a akɔ fam no ho.,,"Mmarahyɛ Bagua mu nnipa dodoɔ no gye di sɛ Ɔmanpanin no bɛdan akɔ Amanaman Ntam Sika Fapem (IMF) hɔ akɔhwehwɛ mmoa, sɛdeɛ ɛbɛma aban no sika so adesoa no so atew na ama ɔmanfoɔ so ahohiahia no ano abrɛ ase.",run1,30.95903008623202,30.694767198711272,6.147540983606558
It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",,"Yɛahu sɛ bere a afifide kora carbon yi no yɛ tiaa sen afude ahorow bi a ɛyɛ bere koro de, na ɛyɛ tenten kakra sen afe nnua de.",run1,20.86432985307575,30.694767198711272,6.147540983606558
"Apart from that, there is another wine which they refer to as 'doka.'","Ɛno da nkyɛn a, wɔwɔ nsa bi a wɔfrɛ no doka.",,"Ɛsan nso, wɔ nsa foforo bi a wɔfrɛ no 'doka'.",run1,40.76068209124443,30.694767198711272,6.147540983606558
It can prevent male or female reproduction.,Ɛtumi si ɔbaarima anaa ɔbaa awoɔ ho kwan.,,Ɛbɛtumi asiw mmarima anaa mmaa awoɔ.,run1,41.00427344297346,30.694767198711272,6.147540983606558
"it is true, everyone know that communication in marriages and dating are not easy.","Ɛyɛ ampa, obiara nim sɛ awadeɛ anaa mpenatweɛ mu nkitahodie nna fam saa.",,"Ɛyɛ nokware, obiara nim sɛ nkitahodi wɔ aware mu ne awarefo ntam abusuabɔ mu nyɛ mmerɛ.",run1,38.1166651419091,30.694767198711272,6.147540983606558
This sad incidence occurred at Shaiman Lebanon Zone 2A in the Greater Accra region.,Asɛm yi sii wɔ shaiman Lebanon Zone 2A wɔ Nkran mantam mu,,Asɛm awerɛhoɔ yi sii wɔ Shaiman Lebanon Zone 2A wɔ Greater Accra mantam mu.,run1,65.19144455685786,30.694767198711272,6.147540983606558
Indigenous agriculture has had a profound impact on human society today.,Abɛɛfo kuayɔ anya nsunsuansoɔ kɛseɛ pa ara wɔ nnipa astenam ɛnnɛ.,,Tete kuayɛ anya nkɛntɛnsoɔ a emu dɔ wɔ nnipa asetramu ɛnnɛ.,run1,34.96518681420424,30.694767198711272,6.147540983606558
"Once they have passed the examination given by the Ghana Bar Training and Academy, and the results of their examination have been successful, the GLC holds an annual statutory meeting for lawyers The Alloy Society of Ghana.","Sɛ wɔwie wɔn sɔhwɛ a Ghana Alɔyafoɔ Nteteeɛ ne Adesuabea de ma wɔn no na wɔdi nkunim, na sɛ wɔn sɔhwɛ no so nsunsuansoɔ ba ma wɔnya wɔn abasobɔdeɛ awie a, GLC yɛ nhyiamu a mmara ma ho kwan wɔ afe biara mu fa alɔyafoɔ a no kɔ Alɔyafoɔ Kuo a ɛwɔ Ghana no mu.",,"Sɛ wɔatwa nhwehwɛmu a Ghana Bar Training and Academy yɛɛ no, na wɔn nhwehwɛmu no aba ayɛ yiye a, GLC no yɛ afe afe mmara kwan so nhyiamu de ma mmaranimfoɔ a wɔyɛ Ghana Alloy Fekuw no.",run1,27.823542456017197,30.694767198711272,6.147540983606558
"I have emphasized a lot on language; however, what is the language I am talking about?","Masi kasa so pii wɔ soro hɔ, na sɛ yɛhwɛ a, ɛdeɛn kasa na mereka ho asɛm?",,"M'asi so pii wɔ kasa ho; nanso, ɛdeɛn kasa na mereka ho asɛm?",run1,58.49520395131862,30.694767198711272,6.147540983606558
Agriculture is not just about crops and food.,Kuayɔ nyɛ nnɔbaeɛ ne nnuane ho nsɛm nko ara.,,Kuayɛ nyɛ nnɔbae ne aduane ho nko.,run1,45.4027703449913,30.694767198711272,6.147540983606558
"Accra -Bolga GHȼ 270, Accra-Navrongo GHȼ 280, Accra-Bawku GHȼ 285, Nkran-Wa GHȼ 260, Accra-Buipe GHȼ 215, Accra-Garu GHȼ 295, Accra-Nandom GHȼ 270, Accra-Hamile GHȼ 275, Kumasi-Tamale GHȼ 140, Kumasi-Bawku GHȼ 180, Kumasi-Garu GHȼ 190.","Nkran-Bolga GHȼ 270, Nkran-Navrongo GHȼ 280, Nkran-Bawku GHȼ 285, Nkran-Wa GHȼ 260, Nkran-BuipeGHȼ 215, Nkran-Garu GHȼ 295, Nkran-Nandom GHȼ 270, Nkran-HamileGHȼ 275, Kumase-Tamale GHȼ 140, Kumase-Bawku GHȼ 180, Kumase-Garu GHȼ 190.",,"Nkran -Bolga GHȼ 270, Nkran-Navrongo GHȼ 280, Nkran-Bawku GHȼ 285, Nkran-Wa GHȼ 260, Nkran-Buipe GHȼ 215, Nkran-Garu GHȼ 295, Nkran-Nandom GHȼ 270, Nkran-Hamile GHȼ 275, Kumasi-Tamale GHȼ 140, Kumasi-Bawku GHȼ 180, Kumasi-Garu GHȼ 190",run1,94.30770745020557,30.694767198711272,6.147540983606558
A person can raise their hand to show interest in expressing their views on an issue or place the palm on the ear as a warning to slap someone.,"Obi tumi pagya ne nsa kyerɛ sɛ ɔrepɛ kwan akyerɛ n’adwene wɔ asɛm bi ho, anaa bae ne nsam de kyerɛ n’asom kasa kyerɛ obi sɛ ɔbɛbɔ n’asom.",,"Obi betumi ama ne nsa so de akyerɛ sɛ ɔpɛ sɛ ɔka n'adwene wɔ asɛm bi ho, anaasɛ ɔde ne nsa nkyɛnmu ato aso so de abɔ kɔkɔ sɛ ɔbɛbɔ obi aso.",run1,44.503719083157236,30.694767198711272,6.147540983606558
The following are the various signs that will indicate that one has a low blood pressure.,Nsɛnkyerɛnneɛ ahodoɔ a ɛbɛda adi ama obi ahunu sɛ ne mogya so ate bi na ɛdidi soɔ yi.,,Nea edidi so yi ne nsɛnkyerɛnne ahorow a ɛbɛkyerɛ sɛ obi mogya mu hyɛ yɛ fam.,run1,33.6701877688825,30.694767198711272,6.147540983606558
"In Akan land, every sacred day comes after forty days. On the sacred days, Akans do not work.","Akanman mu no, da bɔne biara tɔ adaduanan akyi. Ɛduru da bɔne a, Akanfoɔ nyɛ adwuma.",,"Wɔ Akan asase so, da kronkron biara ba wɔ adaduanan akyi. Wɔ nna kronkron no so, Akanfoɔ nyɛ adwuma.",run1,52.20653335604282,30.694767198711272,6.147540983606558
If a person is infected with small organisms that cause disease,Sԑ mmoawa nketewa a wᴐma nyarewa ba onipa bi mu a,,Sɛ mmoawa nketenkete a ɛde yareɛ ba afa onipa bi,run1,45.83128428329666,30.694767198711272,6.147540983606558
"The names of these kings are as follows: Chief Destroyer Tutu I, Chief Opoku Ware I, Chief Kusi Boadum, Chief Destroyer Kwadwo, Chief Destroyer Kwame Panin, Chief Opoku Fofie, Chief Kwame Bonsu. Mighty Monkey Chief. The Almighty Yaw Destruction Akoto, The Almighty Kwaku Tree I, The Almighty Kofi Kakari, The Almighty Mensa Monsu, The Almighty Kwaku Tree Print I, The Almighty Printer II (Nana Kwame Kyeretwie),The Almighty Opoku Ware II, The Almighty Destruction Tutu II","Ahemfo yinom din na ɛdidi soɔ yi: Otumfoɔ Ɔsɛe Tutu I, Otumfoɔ Opoku Ware I, Otumfoɔ Kusi Boadum, Otumfoɔ Ɔsɛe Kwadwo, Otumfoɔ Ɔsɛe Kwame Panin, Otumfoɔ Opoku Fofie, Otumfoɔ Kwame Bonsu. Otumfoɔ Bonsu Panin. Otumfoɔ Yaw Ɔsɛe Akoto, Otumfoɔ Kwaku Dua I, Otumfoɔ Kofi Kakari, Otumfoɔ Mɛnsa Bonsu, Otumfoɔ Kwaku Dua Prɛmpɛ I, Otumfoɔ Prɛmpɛ II (Nana Kwame Kyeretwie),Otumfoɔ Opoku Ware II, Otumfoɔ Ɔsɛe Tutu II",,"Ahemfo yi din ne sɛ: Ɔhene Ɔsɛefoɔ Tutu I, Ɔhene Opoku Ware I, Ɔhene Kusi Boadum, Ɔhene Ɔsɛefoɔ Kwadwo, Ɔhene Ɔsɛefoɔ Kwame Panin, Ɔhene Opoku Fofie, Ɔhene Kwame Bonsu. Ɔhene Akokodurufoɔ Akyea. Ɔhene Tumfoɔ Yaw Ɔsɛefoɔ Akoto, Ɔhene Tumfoɔ Kwaku Dua I, Ɔhene Tumfoɔ Kofi Kakari, Ɔhene Tumfoɔ Mensa Monsu, Ɔhene Tumfoɔ Kwaku Dua Ɔtintimfoɔ I, Ɔhene Tumfoɔ Ɔtintimfoɔ II (Nana Kwame Kyeretwie), Ɔhene Tumfoɔ Opoku Ware II, Ɔhene Tumfoɔ Ɔsɛefoɔ Tutu II",run1,53.79275314453365,30.694767198711272,6.147540983606558
Let’s also note that women don’t have the same amount of blood as men.,Momma yɛnhyɛ no nso sɛ mogya dodoɔ a ɛwɔ mmaa mu no ne mmarima deɛ nyɛ pɛ.,,Yɛnhwɛ nso sɛ mmaa nni mogya dodoɔ a ɛne mmarima deɛ yɛ pɛ.,run1,52.902377492038525,30.694767198711272,6.147540983606558
It was also stated that the alleged murderer is currently in the police police custody.,Amanneɛbɔ no san kyerɛe sɛ mprempren nea wosusuw sɛ ɔyɛ sa awudisɛm no wɔ polisifo nsem.,,Yɛsan nso bɔɔ amanneɛ sɛ obi a wɔkyerɛ sɛ ɔno na okum nnipa no da polisifoɔ nsa mprempren.,run1,37.03541153794922,30.694767198711272,6.147540983606558
He said the government couldn't fulfill their  various promises on finance from other countries and some communities.,Ɔkaa sɛ aban no antumi anni wɔn bɔhyɛ ahorow ho dwuma no fi amanaman ntam ne mpɔtam hɔ sikasɛm mu nsɛm.,,Ɔkae sɛ aban no antumi anni wɔn bɔhyɛ ahorow a ɛfa sika a efi aman afoforo ne mpɔtam bi hɔ ho no so.,run1,56.73941116440236,30.694767198711272,6.147540983606558
"This headache will usually stop on his chest, causing his head to swell.","Saa tipaeɛ yi taa bɛgyina ne moma so, na ɛma ne ti dwa no.",,"Atidii yi ɛtaa kɔgyae wɔ ne koko so, ama ne ti afono.",run1,24.140923355488244,30.694767198711272,6.147540983606558
Then clean and tidy your room regularly.,Afei pra wo dan mu berɛ biara na siesie hɔ.,,Afei yɛ wo dan mu kronkron na hyehyɛ no bere ne bere mu.,run1,26.386743611569013,30.694767198711272,6.147540983606558
"What happened made Nkrumah very self-conscious that, he began to form an army to protect him at all times.","Deɛ ɛsiiɛ maa Nkrumah ani baa ne ho so pa ara nti, ɔfirii aseɛ hyehyɛɛ asraafoɔ a na wɔbɛbɔ ne ho ban berɛ biara.",,"Nea esiiɛ no maa Nkrumah ho yɛɛ no fĩ paa, enti ɔhyɛɛ aseɛ sɛ ɔbɛhyehyɛ asraafoɔ dɔm a ɛbɛbɔ no ho ban bere nyinaa.",run1,43.56534688669228,30.694767198711272,6.147540983606558
"All of this can help young people involved in agriculture to learn that, no matter what happens in life, they have to fight forward because, they will realize that things will not always go the way we want them to.","Yeinom nyinaa tumi boa mmabunu a wɔde wɔn ho hyɛ kuadwuma mu no ma wɔsua sɛ, sɛdeɛ nneɛma bɛkɔ wɔ asetenam biara no, ɛsɛ sɛ wɔko kɔ wɔn anim ɛfiri, wɔbɛhunu sɛ ɛnyɛ daa nyinaa na nneɛma bɛkɔ sɛdeɛ yɛpɛ.",,"Wei nyinaa bɛtumi aboa mmabun a wɔwɔ kuayɛ mu no ma wɔnhunu sɛ, biribiara a ɛbɛto wɔn wɔ asetena mu no, ɛsɛ sɛ wɔbɔ den kɔ anim, ɛfiri sɛ wɔbɛhu sɛ nneɛma nyinaa nkɔ sɛnea yɛpɛ no daa.",run1,46.98353048270609,30.694767198711272,6.147540983606558
"Even though it can be treated, this kind of constipation returns to the body after a short period.","Saa ayamtim yi tumi kɔ deɛ, nanso ɛnkyɛ biara na asane abɛtena nipa no so.",,"Ɛwom sɛ wobetumi asa no de, saa kurokuro yi san ba nipadua mu bere tiaa bi akyi.",run1,22.739052920740008,30.694767198711272,6.147540983606558
This is one reason why most people prefer to listen to music when exercising.,Ɛno nti na mpɛn pii no wɔn a wɔtenetene wɔn apɔ mu taa de nnwom bata ho no.,,Eyi yɛ nea enti a nnipa pii pɛ sɛ wotie nnwom bere a wɔreyɛ apɔwmudɛfoɔ.,run1,22.782714135186485,30.694767198711272,6.147540983606558
"In the past, the ways our ancestors lived were very different from the way life is today.","Tete no, akwan ahodoɔ a yɛn nananom faa so bɔɔ wɔn bra no yɛ sononko koraa firi sɛdeɛ asetena teɛ ɛnnɛ no ho.",,"Tete no, akwan a yɛn nananom tenaa ase no na ɛyɛ soronko koraa firi sɛnea asetena te nnɛ.",run1,53.66892646179958,30.694767198711272,6.147540983606558
"Therefore, the Akans do not overlook this traditional naming culture at all.","Ɛno nti, Akanfoɔ ntoto abadintoɔ amammerɛ yi ase koraa.",,"Enti, Akanafoɔ no mmue saa dinnto amanneɛ yi so koraa.",run1,38.67365514988258,30.694767198711272,6.147540983606558
Akua is a female born on Wednesday.,Akua yε ᴐbaa a wᴐwoo no Wukuada.,,Akua yɛ ɔbaa a wɔwoo no Wukuada.,run1,64.7099458512502,30.694767198711272,6.147540983606558
"In Akans calendar, they have six sacred days.","Akanfoɔ nnabuo mu no, wɔwɔ nnapɔnna anaa nna bɔne ahodoɔ nsia.",,"Wɔ Akanfoɔ nnabuo mu no, wɔwɔ nna kronkron nsia.",run1,54.90889546108371,30.694767198711272,6.147540983606558
One earthquake that spread throughout the country was that in a city called Gilan.,Asasewosoɔ baako a ɛbɛgyee ntrɛha wɔ ɔman no mu ne deɛ ɛsii wɔ kuro baako a wɔfrɛ no Gilan mu no.,,Asase wosow biako a ɛtrɛw kɔɔ ɔman no nyinaa mu no yɛ nea ɛsii kuro bi a yɛfrɛ no Gilan mu.,run1,44.28767913576943,30.694767198711272,6.147540983606558
They just like to dress with it.,Wɔde siesie wɔn ho kɛkɛ.,,Wɔn pɛ sɛ wɔn de hyɛ ara.,run1,14.583445703750291,30.694767198711272,6.147540983606558
They just steal because they can’t control the feeling of this stealing.,Wɔbɔ korɔno no kɛkɛ ɛnam sɛ wɔntumi nhyɛ saa korɔnobɔ yi atenka so.,,Wɔ wia kɛkɛ efisɛ wɔ ntumi nni owia yi ho akɔnnɔ no so.,run1,28.639132823667406,30.694767198711272,6.147540983606558
"For this reason, we are going to look at some of the ancient customs and traditions that we have abandoned today, and the benefits they derived from them.","Yei nti, yɛrebɛhwɛ tete amammerɛ ne amanneɛ binom a yɛayi wɔn akwa ɛnnɛ, ne mfasoɔ a na wɔnya firi so.",,"Eyi nti, yɛbɛhwɛ tete amanneɛ ne atetesɛm bi a yɛagyae nnɛ, ne mfaso a wɔnyaa fii mu.",run1,46.805747149460515,30.694767198711272,6.147540983606558
"the fire service unit is still reminding us, and they repeatedly says that we should not let the gas cylinder get closer to the things that can easily absorb fire.","Dumgya adwumayԑkuo no gu so rebᴐ yԑn wei ho kᴐkᴐ, na wᴐka de to so sԑ, ԑnni kwan sԑ yԑde mframagya konkuraa no bԑn nneԑma a egya sᴐ mu ntԑm ne nneԑma a yԑtumi de sᴐ gya ho.",,"Ogya adwumayɛfoɔ kuo no da so ara rekae yɛn, na wɔka mpɛn pii sɛ yɛmfa gaas cylinder no nni bɛn nneɛma a ɛtumi fa ogya ntɛm.",run1,21.95924427617316,30.694767198711272,6.147540983606558
Today even some hunters put chemicals into fruits for the animals to eat before getting meat to sell to us.,Ɛnnε abᴐfoᴐ binom mpo de nnuro gu nnuaba so ma mmoa di ansa na wᴐanya nam abεtᴐn ama yεn.,,Ɛnnɛ mpo abɔmmɔfoɔ bi de nnuro gu aduaba mu ma mmoa no di ansa na wɔanya nam a wɔbɛtɔn ama yɛn.,run1,45.13839474587741,30.694767198711272,6.147540983606558
"because naming ceremony is special culture, they have things that they use for the custom.","Ɛsiane sɛ abadintoɔ yɛ amammerɛ sononko nti, wɔwɔ nneɛma ahodoɔ bi a wɔde yɛ ɛmu amanneɛ no nyinaa",,"Esiane sɛ Abadinto yɛ amammerɛ a ɛho hia nti, wɔwɔ nneɛma a wɔde yɛ saa amammerɛ no.",run1,49.89711916423408,30.694767198711272,6.147540983606558
"Let us see how the song goes! Akyinkyinakyinkyin ama mahu Akyinkyinakyinkyin ama mahu nneɛma, Akyinkyinakyinkyin ama mate nsɛm nnɛ, Asante Bonwire Kentenwene deɛ, Menhunuu bi da o, Asante Bonwire Kentenwene deɛ, Mentee bi da o, Kwame nim adeɛ yɔ, Ne kentenwene na abɔ me gyɛ, Ne nsa; ne nan, ne nsadua sɛ ɛregyegye nie: Kro, kro, kro, kro, Hi, hi, hi, hi,Krohikro hi krokrokro,Hi, hi, hi, hi,Krohikro,Na ɛyɛ me dɛ o,Na ɛyɛ me dɛ o,Na abɔ me gye koraa,Na ɛyɛ me dɛ o,Na abɔ me gye koraa.","Momma yɛnhwɛ sɛdeɛ dwom no kɔ ɛ! Akyinkyinakyinkyin ama mahu Akyinkyinakyinkyin ama mahu nneɛma, Akyinkyinakyinkyin ama mate nsɛm nnɛ, Asante Bonwire Kentenwene deɛ, Menhunuu bi da o, Asante Bonwire Kentenwene deɛ, Mentee bi da o, Kwame nim adeɛ yɔ, Ne kentenwene na abɔ me gyɛ, Ne nsa; ne nan, ne nsadua sɛ ɛregyegye nie: Kro, kro, kro, kro, Hi, hi, hi, hi,Krohikro hi krokrokro,Hi, hi, hi, hi,Krohikro,Na ɛyɛ me dɛ o,Na ɛyɛ me dɛ o,Na abɔ me gye koraa,Na ɛyɛ me dɛ o,Na abɔ me gye koraa.",,"Ma yɛnhwɛ sɛnea dwom no kɔ! Akyinkyinakyinkyin ama mahu Akyinkyinakyinkyin ama mahu nneɛma, Akyinkyinakyinkyin ama mate nsɛm nnɛ, Asante Bonwire Kentenwene deɛ, Menhunuu bi da o, Asante Bonwire Kentenwene deɛ, Mentee bi da o, Kwame nim adeɛ yɔ, Ne kentenwene na abɔ me gyɛ, Ne nsa; ne nan, ne nsadua sɛ ɛregyegye nie: Kro, kro, kro, kro, Hi, hi, hi, hi,Krohikro hi krokrokro,Hi, hi, hi, hi,Krohikro,Na ɛyɛ me dɛ o,Na ɛyɛ me dɛ o,Na abɔ me gye koraa,Na ɛyɛ me dɛ o,Na abɔ me gye koraa.",run1,97.0268811690439,30.694767198711272,6.147540983606558
"These antibodies are present in the body and can fight certain diseases such as heart disease, cancer and diabetes.","Saa ahoɔdennuro yi wɔ nipadua no mu a, ɛtumi ko tia nyarewa binom tete sɛ akomayareɛ, kokoram ne asikyireyareɛ.",,"Saa nipadua mu nneɛma a ɛko tia yareɛ yi wɔ nipadua mu na ɛtumi ko tia yareɛ ahodoɔ bi te sɛ akoma yareɛ, kansa ne asikyire yareɛ.",run1,56.122379924305434,30.694767198711272,6.147540983606558
"He explained that, the country has enough gold to trade for oil in order to reduce the hike in the price of oil.","Ↄkyerɛ mu a, ɔman no asie sika kɔkɔɔ pii a wɔbɛtumi de adi nsesa agye fangoo sɛdeɛ ɛbɛyɛ a fangoo boɔ a ahuri kɔ soro no so bɛte.",,"Ɔkyerɛkyerɛɛ mu sɛ, ɔman no wɔ sika kɔkɔɔ a ɛdɔɔso a wɔde bɛsesa ngo de atew ngo bo a akɔ soro no so.",run1,35.61366161436478,30.694767198711272,6.147540983606558
there is whitish water color coming from their vagina.,Nsuo fitaa bi firi wɔn ase ba.,,Nsuo a ne kɔla yɛ fitaa bi refiri wɔn koto mu.,run1,45.92408883284941,30.694767198711272,6.147540983606558
Say good things about yourself every day.,Ka nsɛm pa fa wo ho dabiara.,,Ka nsɛm pa fa wo ho ho da biara.,run1,95.15451887368421,30.694767198711272,6.147540983606558
"When we see others going through difficult times, a kind and needed word to their ears is a word of encouragement.","Mpanimfoɔ se, 'Akyea na ɛmmuiɛ, ɛsene abɛbuo nyinaa dɛ.' Tɛkyerɛma dɛ, kasadɛ anaa nkuranhyɛsɛm tumi sesa obi adwene firi di a ɔbɛdi ne ho awuo anaa nsusuiɛ bɔne bi ho.",,"Sɛ yɛhunu afoforo a wɔrefa ɔhaw mu a, asɛm pa bi a ehia wɔn aso mu yɛ nkuranhyɛ asɛm.",run1,15.498124713582683,30.694767198711272,6.147540983606558
"When it comes to rape and such relationships, most of us think about eye contact or bedtime, and we don’t think about how we can enjoy our relationship with our loved ones when bedtime doesn’t happen in.","Sԑ yԑbᴐ mpenatweԑ ne ayᴐnkofa a ԑtete saa so a, deԑ yԑn mu pii no ara dwene ho ne anisoᴐ anaa mpa mu agodie, na yԑn adwene nkᴐ so sԑ yԑne yԑn adᴐfo ani bԑtumi agye wᴐ yԑn ayᴐnkofa no mu wᴐ berԑ a mpa mu agodie mpue mu.",,"Sɛ yɛreka mmusu ne abusuabɔ a ɛte saa ho asɛm a, yɛn mu dodow no ara dwene aniwa mu hwɛ anaa mpa so nsɛm ho, na yɛnnyee ho adwene sɛnea yebetumi anya anigye wɔ yɛn abusuabɔ ne wɔn a yɛdɔ wɔn ntam, bere a mpa so nsɛm ansi.",run1,28.485730810976456,30.694767198711272,6.147540983606558
The Association of Government Workers stated at a meeting held to discuss the salary increment proposal that they firmly stand their ground.,"Aban Adwumayɛfoɔ Nkabomkuo no kaa no Wukuada no wɔ nhyiamu bi a na wɔde reka akatua ntomu yi ho asɛm ase sɛ, wɔgyina deɛ wɔgyina no ara.",,Aban Nnwumayɛfo Fekuw no kae wɔ nhyiamu bi a wɔyɛɛ no sɛ wɔbɛsusu akatua nkɔsoɔ ho nsusuiɛ no ho ase sɛ wɔgyina wɔn gyinabea mu pintinn.,run1,39.27524049126816,30.694767198711272,6.147540983606558
"If these people get married, with all the four children they will produce, two of them will have AS genotype ( half defect), and the other two will be SS ( full defect).","Sɛ saa nnipa baanu yi bu wɔn ani gu wei so ware a, mmɔfra baanan a wɔbɛwo biara mu no, ɛmu baanu gyɛnotaopo bɛyɛ AS (deɛ ɛho ate kyema kakra), na baanu a aka no nso deɛ ayɛ SS (deɛ ate kyema pa ara).",,"Sɛ nnipa yi ware a, mma baanan a wɔbɛwo no nyinaa mu, wɔn mu baanu bɛyɛ AS genotype (fa akyere), na wɔn mu baanu a aka no nso ayɛ SS (akyere koraa).",run1,39.57302856321419,30.694767198711272,6.147540983606558
