ref,text,translated,source_zip_file
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Bi làá tɔ̀ Kaayeen pɔntooŋyi ŋfunyɔm miluli pu, ní kí tɔ̀ man Leemeeki pɔntooŋyi ŋfunyɔm mita kpá imuŋku inaa pu.»","If Cain is avenged seven times, then Lamech will be avenged seventy-seven times.",output_proprietary
and God took him away at the age of,"Eenɔki nìn nóó Unimbɔti deedee, an puee Unimbɔti yōoǹ-u baa ti ká-u.",Fear God and keep his commandments.,output_proprietary
The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,Ti-Dindaan nìn ká yii binib kpitii mɔ̀tīi wīintí kitiŋ pu. Baabadalee tibɔkpitil ŋma di nìn gbí bi-pɔbiliŋ poon bi dàkafī.,The Bible says that people should not marry close relatives. That is why the church does not allow cousins to marry.,output_proprietary
"He was sorry that he had made them,",Ní an wùn̄ ti-Dindaan ki kɔ́-u kunimbaau u nín náań unil kitiŋ puee.,The people of Dindaan gave him a horse so that he could ride it to go home.,output_proprietary
"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Á dāá lēē unoon kamaa buluku uja nì usal, nì kuwaŋkuluu kamaa buluku uja nì usal, nì kun kamaa pée fù kitiŋ puee buluku uja nì usal, bi-kɔkɔ ń dāá dāan̄ a-cee kí ŋmátí.","If you do not obey the voice of the LORD your God, and do not carefully follow all his commands and decrees I am giving you today, all these curses will come upon you and overtake you.",output_proprietary
"The water kept going down, and the mountain tops could be seen on the first day of the tenth month.","Nnyim nìn mɔ̀tīi sìntī ki cá ki tin cáa sāā uŋmasaalaati. Uŋmasaalaati gbanti wimpeepeekaaŋu dalee, ní ajoon gbīitìń nnyimin.","The child is not yet able to read and write properly. Literacy opens doors of opportunity, and is the foundation of a child's development.",output_proprietary
"As long as the earth remains, there will be planting and harvest, cold and heat; winter and summer, day and night.","Iyunti in kɔkɔ kitiŋ cáá kí nīn bée, tiwan dibɔldi nì tijin dical, tiwool nì kutuntuŋu, dipeel nì kuseeu, ŋwiimpu nì kunyeeu kpá ki gbèen̄.»","The things that make a person unclean are not what goes into the mouth, but evil thoughts and evil words, stealing and lying, adultery and fornication, and all such things.",output_proprietary
"Ham entered the tent and saw him naked, then went back outside and told his brothers.","Kaam un sá Kanaan baayee ká u-baa nín dɔ̄ dicancaŋgbeel puee, ní u nyáń ki tùkū Seem nì Jaafeeti.","Ham was the father of Canaan, and when he saw his father's nakedness, he told Shem and Japheth.",output_proprietary
I ask the Lord my God to bless Shem and make Canaan his slave.,Ní ki gíti bí yii: «Tí nyɔ̄ŋkì ti-Dindaan un sá Seem Nimbɔtiuee! Kanaan úǹ ń nīn sá Seem yumbuu!,"He said: ""Blessed be the LORD, the God of Shem! May Canaan be the slave of Shem!",output_proprietary
"Japheth's descendants had their own languages, tribes, and land. They were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. Gomer was the ancestor of Ashkenaz, Riphath, and Togarmah. Javan was the ancestor of Elishah, Tarshish, Kittim, and Dodanim, who settled along the coast. The Descendants of Ham",Bíǹ maaliŋu gbanti di yàl̄ kitiŋ kɔkɔ pu ki kíǹ ki kóò akiti akiti ki nóó nì dinikitil kamaa sooŋyi nì di-naakooku nì di-tiŋki nì di-timbundi.,We should teach our children from when they are very young so that they can know their language well and their customs and their traditions and their history.,output_proprietary
"There is plenty of land for you to choose from. Let's separate. If you go north, I'll go south; if you go south, I'll go north.”","Kpèè, kitiŋ di kaa dɔ̄ a-nimbiin pàaa neeee? Tí yàkatī tɔbin. Á lēē laakin pú a lèe kí nīn cá. Sii yaa lēē ŋgan púɔɔɔ, man ń túĺ ŋgiil pú. Sii yaa tí lēē ŋgiil púɔɔɔ, man ń túĺ ŋgan pú.»","Well, what shall we do with these people then? Let's divide them. You take half and I take half. If you take the good ones, then I'll take the bad ones. If you take the bad ones, then I'll take the good ones.",output_proprietary
"I will give you more descendants than there are specks of dust on the earth, and someday it will be easier to count those specks of dust than to count your descendants.",M làá yàntī a-niboolii ń bùtī kii dibulee ní. Un yaa láa ŋúń ki kàan̄ dibulee di dāa ŋūǹ kí kàaǹ a-niboolii.,We will tell you about the story of the tortoise and the hare. You will see how the hare that was faster than the tortoise.,output_proprietary
"Their enemies took everything of value from Sodom and Gomorrah, including their food supplies.",Bin nìn jáń ki pɔ́ɔkiǹ-bee dɔ́miń ki kóoǹ Soodoom nì Goomoora timmu yab wanti kɔkɔ nì bi-jinti kɔkɔ ki kpáàa búntì.,And the two angels arrived in Sodom and Gomorrah in the evening when the sun had set.,output_proprietary
"Abram returned after he had defeated King Chedorlaomer and the other kings. Then the king of Sodom went to meet Abram in Shaveh Valley, which is also known as King's Valley.","Abram nín nìn jáń ki pɔ́ɔkiǹ Keedoolawoomeer nì bibɔtiibi bin nìn dɔ́miń ki kútì u-puee ki fātìi kùn̄ee ní Soodoom bɔtiu túŋkìń-u Saafee tantakalin, an dàkà yii ubɔti tantakalin.","Abram and those who were with him defeated Kedorlaomer and the kings who were with him and pursued them as far as Hobah, which is north of Damascus.",output_proprietary
All praise belongs to God Most High for helping you defeat your enemies.” Then Abram gave Melchizedek a tenth of everything.,"Yilpu fɔ́ŋŋŋ Nimbɔtiu un dū a-nannanliibi ki ŋá a-ŋaan a jáń ki pɔ́ɔkiǹ-bee ń ká tinyool!» Niinee ní Abram lēē tiwan tin kɔkɔ u nìn jáń ki fātìi fōońee, nì tin kɔkɔ u cááyee saalaa kamaa puee kubɔ kubɔ ki tīī Meelkiiseedeeki.","Then Melchizedek king of Salem brought out bread and wine. He was priest of God Most High, and he blessed Abram, saying, ""Blessed be Abram by God Most High, Creator of heaven and earth. And praise be to God Most High, who delivered your enemies into your hand."" Then Abram gave him a tenth of everything.",output_proprietary
Abram answered: The Lord God Most High made the heavens and the earth. And I have promised him,"Ní Abram kíí-u yii: «M yōoǹ m-ŋal ki pūtì ti-Dindaan, Yilpu Fɔ́ŋŋŋ Nimbɔtiu un náań yilpu nì taapuee","Abram said to him: ""I have sworn to God Most High, Creator of heaven and earth",output_proprietary
"Later the Lord spoke to Abram in a vision, “Abram, don't be afraid! I will protect you and reward you greatly.”","Míǹ jítì boonee, ní ti-Dindaan lēē u-ba ki dàkā Abram ki bí-u yii: «Abram, taa fàŋkì tiba, man di wúń a-pu. Tiŋan tin m làá ŋá-see làá nīn wīikí tikpil.»","Some time later, the Lord God appeared to Abram and said to him: ""Abram, do not be afraid, I am your shield. The reward that I will give you will be very great.""",output_proprietary
"Abram believed the Lord, so the Lord was pleased with him and accepted him. The Lord Makes Another Promise to Abram",Niinee ní Abram fōō ti-Dindaan nín lī puee ki kíí. Míǹ pu ní ti-Dindaan yíiń-u deedeedaan.,This is how Abram came to the land of Canaan and stayed there. And the land of Canaan was very good.,output_proprietary
"And when birds came down to eat the animals, Abram chased them away.",Ní ikaabu kpákatìń kí jī an nanti ní Abram jìn̄-i.,It was not long before he came to Abram's house.,output_proprietary
"Abram said, “All right! She's your slave—do whatever you want with her.” Then Sarai began treating Hagar so harshly that she finally ran away.","Ní Abram bí-u yii: «A-yumbuu dee, a cáá u-pu mpɔn. Ŋá-u min di fáatì-see.» Niinee ní Saarayi kíĺ ki bíi sàantí Agaar ní úǹ dāa sáǹ ki wāatì-u.","Abram said to her: ""Your servant is in your hands. Do to her as you please."" Then Sarai mistreated Hagar so she fled from her.",output_proprietary
"But God answered: No! You and Sarah will have a son. His name will be Isaac, and I will make an everlasting promise to him and his descendants.","Ní Unimbɔti bí-u yii: «M gbìl̄, ama an kaa sá Isimaayeel bɔti ní m bíi sòoǹ, an sá a-nimpuu Saara di làá màal̀-si kibininjabiki. Á dāá pɔ̄-kì diyindi yii Isaaki. Úǹ nì u-naantiibi bin làá páanní boonee di làá fōō dipoondi din m pōoǹ dí nīn bí kí nīn cá jaanjaanee.","But God said to him: ""Listen, but you will not do it for Ishmael as you think, you will do it for the son Sarah will bear for you next year. He will be called Isaac. I and his descendants will keep the agreement that I made with you and with your descendants forever.",output_proprietary
"After saying this, he rushed off to his herd of cattle and picked out one of the best calves, which his servant quickly prepared.","Abraam tùkū u-nimpuu mimmee, ní ki sáǹ ki cūtìi kɔ́ u-nacaŋkpuŋkun, ki cúú dinajapɔmbil din bí màlmalee ki tīī u-tɔntɔnliu ní úǹ kūū-dì ki ŋɔ́fì malaa malaa.","Abraham took his son Isaac, and went to the place that God had told him about, and built an altar there and arranged the wood and tied his son and placed him on top of the wood.",output_proprietary
"Abraham and Sarah were very old, and Sarah was well past the age for having children.","Abraam nì u-nimpuu nìn púĺ tikpil, u-nimpuu nìn jítì mmaal pu.","Abraham and his wife were very old, his wife had not borne children.",output_proprietary
"And Abraham asked him, “Lord, when you destroy the evil people, are you also going to destroy those who are good?","Ní Abraam sútì ki pìl̄ ti-Dindaan ní ki bí-u yii: «Mimmee, a làá kúntí binikpitib kí kpáaǹ deedeedambaaa?","Abraham got up early in the morning and said to his servants: ""My children, have you seen any young men passing by?""",output_proprietary
"After speaking with Abraham, the Lord left, and Abraham went back home.","Ti-Dindaan sòon̄ nì Abraam míǹ ki dóòyee ní ki búntì, ní Abraam mun nín fàtī u-dumpu.","The Lord appeared to Abram and said to him, and Abram built an altar there.",output_proprietary
What were you thinking when you did this?,Ní ki gíti bí yii: «Ba di yāntì ní a ŋá míǹ?»,"They asked him saying: ""What do they call you?""",output_proprietary
"After Abimelech had given Abraham some sheep, cattle, and slaves, he sent Sarah back","Niinee ní Abimeeleeki cúú inaa nì ipii nì iŋoobu nì iyumbu bininjab nì binimpoobi ki tīī-u, ní ki gíiǹ u-nimpuu Saara mun ki tīī-u.","Then Abimelech took sheep and cattle and male servants and female servants and gave them to Abraham, and he returned his wife Sarah to him.",output_proprietary
"Although Abraham was very old, Sarah had a son exactly at the time God had said.","Nì min kɔkɔ Abraam nìn púĺ tikpilee, Saara cáá dipool ki màl̄-u kibininjabiki ŋyunti ŋun Unimbɔti nìn pée yóoǹ Abraamee deedee.","When Abraham was very old, Sarah gave birth to a child according to the promise that God had given to Abraham long ago.",output_proprietary
"Then she sat down a long way off, because she could not bear to watch him die. And she cried bitterly.","Ní ki sútì ki cūtìi kāl̀ ŋkpaanceeti, kun puee u lī u-neen yii: «Maa là kí ká kibiki nee nín làá kpú puee.» An puee u kāń ndan ní ki sūǹ ki yīkintí.","When the time came for them to harvest, he said to his friend: ""I think we should divide this farm."" And his friend agreed that they should share it.",output_proprietary
"God blessed Ishmael, and as the boy grew older, he became an expert at hunting with his bow and arrows. He lived in the Paran Desert, and his mother chose an Egyptian woman for him to marry. A Peace Treaty",U nìn kóò kupɔɔu kun nìn bí Paaran tiŋkinee ní u-na dāa cáá unimpu Eejipiti ki tīī-u. Abraam nì Abimeeleeki pūtì ki pōoǹ tɔb,They lived in the wilderness of Paran and his mother took a wife for him from the land of Egypt. Abraham and Abimelech made a covenant together,output_proprietary
"And so, Abraham promised he would.",Ní Abraam kíí-u yii: «M pūtì yii m làá ŋá míǹ».,"""Abraham said to him: 'I beg you to send him to my father's house'.""",output_proprietary
"Abraham gave Abimelech some sheep and cattle, then the two men made a peace treaty.","Niinee Abraam cúú ipii nì iŋoobu nì inaa ki tīī Abimeeleeki, ní bi-liitil pūtì ki pōoǹ tɔb.","Then Abraham lived in the land of the Philistines with Abimelech, and they stayed there many days.",output_proprietary
Abraham planted a tamarisk tree in Beersheba and worshiped the eternal Lord God.,Ní Abraam cóoǹ busubu bun bi yíì yii tamariisee Beerseeba ní ki jáam̀ ti-Dindaan Unimbɔti un pée bí kí nīn cá jaanjaanee.,"Abraham planted a tamarisk tree in Beersheba and there he called on the name of the LORD, the Eternal God.",output_proprietary
"Isaac said, “Father, we have the coals and the wood, but where is the lamb for the sacrifice?” “My son,” Abraham answered, “God will provide the lamb.” The two of them walked on, and","Ní u-baa kíí-u yii: «M-biki, Unimbɔti u-ba di làá tin tīī-ti dipibil din ti làá dūú ŋá saraawɔkaayee.» Ní bi nín nìkì bi-saŋŋu.","""He said to them: 'My children, God has given us these things so that we may live well in this world.' And they were very happy.""",output_proprietary
He then took the knife and got ready to kill his son.,Abraam ŋá míǹ ki dóòyee ní ki tāntì u-ŋal ki yōoǹ kijiki kí bàà làntì u-jipɔɔn.,Abraham was a man who feared God and obeyed his word which he had spoken.,output_proprietary
"She answered, “My father is Bethuel, the son of Nahor and Milcah.","Ní usapɔɔnee kíí-u yii: «M-baa di sá Beetuweel, Naakɔɔr nì u-nimpuu Miilka jipɔɔn.»","""The girl answered him saying: ""I am the daughter of Bethuel, Nahor and his wife Milcah's son.""""",output_proprietary
"“I thank you, Lord God of my master Abraham! You have led me to his relatives and kept your promise to him.”","ní ki bí yii: «M nyɔ́ŋkí ti-Dindaan, m-kpiliu Abraam Nimbɔtiu un ŋáań-u tiŋan múlmul kaa gbèentée! Úǹ di tí kpōotì-mi ki cáań ki kɔ́ǹ m-kpiliu nabiyaamu cindin táb.»","""saying: 'I am the God of your fathers, the God of Abraham, Isaac and Jacob.' Moses trembled with fear and did not dare to look.""",output_proprietary
"“Let Rebekah stay with us for a week or ten days,” they answered. “Then she may go.”",Ní usapɔɔn niija nì u-na bí-u yii: «Yàntī usapɔɔn ń gíti kàl̄ ti-cee iwiŋkaaŋkaa kii iwiin saalaa pu. Míǹ boonee ní á nín kpáaǹ-u kí búntí.»,"When the time came, he said to them: ""The time has now come for us to enter the meeting house and the school building. Let us go so that you can see it for yourselves.""",output_proprietary
"They gave Rebekah their blessing and said, “We pray that God will give you many children and grandchildren and that he will help them defeat their enemies.”","Bi làá yīkèe ní Reebeeka yab mēē ki bīiǹ u-pu yii: «Sii ti-niisal, á kpántí nnibiim na. A-naantiibi ń dāá nīn pɔ̄ɔǹ bi-nannanliibi!»","""When Rebekah heard this, she said to her son: 'My son, listen to me. Let me give you advice and you will follow my instructions!'",output_proprietary
"and they had six sons: Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah.",U nìn màl̄-u Siimran nì Yɔkisan nì Meedan nì Madiyan nì Yiisbaaki nì Suuwa.,And she bore for him Simran and Jokshan and Medan and Midian and Ishbak and Shuah.,output_proprietary
"When they arrived, Isaac asked, “Why are you here? Didn't you send me away because you hated me?”","Ní Isaaki bí-bi yii: «Naa là m-bɔti ní ki jìn̄-mi ni-tiŋkin, ni gíti nyàab̀ ba m-cee doo?»","Isaac said to him: ""How is it that you found it so quickly, my son?""",output_proprietary
"Then Isaac said, “Son, come over here and kiss me.”","U jíń ki dóòyee ní ki bí Jaakɔb yii: «M-jipɔɔn, sútiń kí dāá kpàl̄-mi.»","""And he said to his father Jacob: ""My father, get up and eat from my game.""""",output_proprietary
"Esau replied, “My brother deserves the name Jacob, because he has already cheated me twice. The first time he cheated me out of my rights as the first-born son, and now he has cheated me out of my blessing.” Then Esau asked his father, “Don't you have any blessing left for me?”","Ní Eesayuu bí yii: «Bi nín yíì-u yii Jaakɔb <Uŋmatinlee> pu ní u líbitì-mi míǹ mili kɔkɔɔɔ? U nìn fōō m-kpiti, ní kɔŋkɔnnee u tí fōō m-biindi. Mimmee, m-baa, aa kíǹ-mi dibiindi dibaaa?»","And Isaiah said: ""Do you not know that Jacob <the House of Israel> and he has forsaken me for a long time? He has turned his back on me, and in anger he has turned away from my face. But I, my father, will I abandon my children forever?""",output_proprietary
Now listen carefully and do what I say. Go to the home of my brother Laban in Haran,"An puee m-biki, á pīlifì m nín làá sāŋkì-si puee! Yīkìí sāǹ kí nīn cá m-niija Laaban cee, Kaaran tiŋkin.","When you see me, you will rejoice with me and not be sad! Because I am now with my uncle Laban, in the land of Haran.",output_proprietary
Esau found out that his father Isaac had blessed Jacob and had warned him not to marry any of the Canaanite women. He also learned that Jacob had been sent to find a wife in northern Syria,"Eesayuu nìn ká yii Isaaki mēē ki bīiǹ Jaakɔb boon ki bí yii ú nīn cá Padan-Aram kí cáá unimpu niin, ní ki tīī-u mara yii ú taa cáá unimpu Kanaan yab sapɔmbi kansikin.","Esau learned that Isaac had blessed Jacob and sent him to Padan-Aram to take a wife for himself, and that he had forbidden him from marrying a Canaanite woman.",output_proprietary
"he looked out in a field and saw a well where shepherds took their sheep for water. Three flocks of sheep were lying around the well, which was covered with a large rock.","U kpēēyee, lɔkɔ ubɔ dɔ̄ akpaanni tipicaŋkpun tita dɔ̄ ki kɔ́ĺ. Niin ní bipikpaaliibi nìn lúù nnyim ki nyùntī ipii. Ditaŋkpakpaandi diba nìn pīī lɔkɔee nyɔkɔpu.","In the morning, the woman went to the market to buy three oranges. The children were playing outside in the compound. The elders were sitting under the tree.",output_proprietary
"Laban said, “You are my nephew, and you are like one of my own family.” Jacob Marries Leah and Rachel After Jacob had been there for a month,","Ní Laaban bí Jaakɔb yii: «Tiŋman, a baasii sá m-niliu ní kiŋkiŋ.» Jaakɔb nìn kāl̀ Laaban cee ki sāā uŋmal ubɔ. Jaakɔb cáá Leeya nì Raseel","Laban said to Jacob: ""Indeed, you are my bone and my flesh."" Jacob stayed with Laban for a whole month. Jacob married Leah and Rachel",output_proprietary
"Laban said to him, “You shouldn't have to work without pay, just because you are a relative of mine. What do you want me to give you?”","Dalbee ní Laaban bí Jaakɔb yii: «A nín sá m-niliuee puee, á nīn tūǹ ditundi míǹ faalaa ki tìì-maaa? An puee tùkù-mi kun a là ḿ dāá pà-see.»","Laban said to Jacob: ""Because you are my relative, should you work for me for nothing? Tell me what your wages should be.""",output_proprietary
"At the end of the week of celebration, Laban let Jacob marry Rachel, and he gave her his servant woman Bilhah. Jacob loved Rachel more than he did Leah, but he had to work another seven years for Laban.","Ní Jaakɔb nì Raseel mun kpáfì. Jaakɔb nìn néeń Raseel ki jítiǹ Leeya, ní ki nìn gíti kāl̀ abin aluli ki túń ditundi ki tīī Laaban. Jaakɔb biyaamu bɔti","Jacob and Rachel had a child. Jacob loved Rachel more than Leah, and he worked seven more years to pay the bride price to Laban. Jacob's family grew",output_proprietary
"Leah gave birth to a son and named him Reuben. Then she said, “The Lord has taken away my sorrow. Now my husband will love me more than he does Rachel.”","Leeya nìn dūu cáá dipool ki màl̄ kibininjabiki, ní ki pú-kì diyindi yii Rubeen. Di sá yii un nìn lī yii: «Ti-Dindaan ká m-falaau, kɔŋkɔnnee m-cal làá nīn kíǹ ki néeń-mi.»","Leah became pregnant and gave birth to a son, and she named him Reuben. She said: ""The Lord has seen my suffering, now my husband will love me.""",output_proprietary
"That evening when Jacob came in from the fields, Leah told him, “You're sleeping with me tonight. I hired you with my son's love flowers.” They slept together that night,","Kujoou Jaakɔb nyánní kusaau ki kùnnée ní Leeya túŋkì-u nsanni ní ki bí-u yii: «Man cee ní a làá dòon̄ díǹ. Kí ŋmā kí ká-si á dòon̄ m-ceeyee, m-jipɔɔn mandragɔɔr biliŋ ní m dūu pàn̄ m-yɔnti.» Ní Jaakɔb lafun dōoǹ u-cee kunyeeu gbanti.","So Jacob's wife Rachel became jealous of her sister Leah and said to her: ""Give me some of your son's mandrakes, because I want to use them to help me have children."" And Jacob slept with her that night.",output_proprietary
"You didn't have much before I came, but the Lord has blessed everything I have ever done for you. Now it's time for me to start looking out for my own family.","Di sá yii kí wàatī ḿ bàńee, tin a nìn cááyee kaa nìn náaǹ báà fiii. Ama kí yòon̄ ŋwiin ŋun m-taal tāā a-dumpuee, a-wanti wíiǹ tikpil ní ti-Dindaan bīiǹ a-boon. Too, kɔŋkɔnnee ŋyunti ŋulɔŋu ní man làá gíti dūú tɔ̄ ditundi kí ká tin làá ŋmàntī ḿ kpèè m-dicaŋkuee?»","When that time comes for me to go, will you cry for me or will you just let me go? But if you see my coffin being carried to the cemetery, with people following behind singing. Then, how will your heart feel when you see all this happening without you being able to stop my death?",output_proprietary
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Ní Jaakɔb bátì isufi in bi yíì peepiliiyee nì amandi nì plataanee pambiyaamu nsɔmu, ki cùkū cùkū-mu ki māntìi tú ki dāa kátì taapu, ní ki pɔ́kɔtì ajan ŋin u cùkūee, ní ndɔsɔmuee kíǹ ki cáá mpim mpim.","And Jacob took fresh rods of poplar and almond and plane trees, and peeled white streaks in them, exposing the white of the rods, and the rods which he had peeled he set before the flocks in the watering troughs where the flocks came to drink.",output_proprietary
"When the stronger sheep were mating near the drinking place, Jacob made sure that the spotted branches were there.","Ŋyunti ŋun ní tiwaŋkuti tin yáàyee yaa làá jɔ̄m̀ tɔbee, ní Jaakɔb ń yòon̄ní ndɔsɔmu mun u cùkūee kí ŋá tiwan tin poon tiwaŋkuti nyùee kí túĺ ti-nimbiin, ní tì jɔ́ḿ tɔb ndɔsɔmu mun u cùkūee cee.","When the time came for him to die, Jacob called his son Joseph and said to him, ""If I have found favor in your eyes, put your hand under my thigh and promise that you will show me kindness and faithfulness. Do not bury me in Egypt,""",output_proprietary
"Once, when the flocks were mating, I dreamed that all the rams were either spotted or speckled.",Ŋyunti ŋun tiwaŋkuti bíi jɔ́ḿ tɔbee ní m ká kudamintiiu poon yii ijaa in bíi jɔ́ḿ isalee sá atan atan nì iluntoon iluntoon nì ŋmàtì ŋmati.,The reason why I am telling you this story is so that you can understand that it is not good to lie and to steal and to be greedy.,output_proprietary
"So he took some of his relatives along and chased after Jacob for seven days, before catching up with him in the hill country of Gilead.",Niinee ní Laaban yōoǹ u-nabiyaamu ní bi nín jì Jaakɔb boon. Bi cōom̀ iwiin iluli ní ki tin nín cúú-u Galaadi jool pu.,Now Laban and his relatives and Jacob went. They met each other at the mountain in the land of Gilead.,output_proprietary
"If you find that any one of us has taken your idols, I'll have that person killed. Let your relatives be witnesses. Show me what belongs to you, and you can take it back.” Jacob did not realize that Rachel had stolen the household idols.","Ama un cee ní a yaa ká a-waaŋee, bí kpɔ̀-u. Ti-nabiyaamu kɔkɔ di bí nee. Dāan̄ m-cee kí kpèè a yaa ká a-wanti tiba á yòon̄.» Jaakɔb kaa nìn nyí yii Raseel di yùn̄ awaa.","But if you come to my relatives and they refuse you, then you will be free from my oath. Only do not take my son back there."" So Jacob swore an oath to him about this matter.",output_proprietary
"If a wild animal killed one of your sheep or goats, I paid for it myself. In fact, you demanded the full price, whether the animal was killed during the day or at night.","Tiba di yaa cúú a-waŋkuluuku kubɔee, maa cāabìń-si diwaŋkpil, see ḿ nyàab̀ kí téeǹ kun an cúúyee yil. A-waŋkuti tin bi yù ŋwiimpuee nì tin bi yù kunyeeuee, a bàlifī-mi ní ḿ téeǹ-si.","When you arrive at the chief's compound, don't just enter the courtyard, wait until someone comes to call you to enter. The chief's children and his wives are there, show them respect and greet them.",output_proprietary
"Please rescue me from my brother. I am afraid he will come and attack not only me, but my wives and children as well.","M pátì kí fōō tiŋan tin a ŋá-mi nee nì tibulcin tin a dàkā man a-tɔntɔnliu nee, kun puee ŋkpandɔ baba ní m nìn ŋúb́ ki dūtì Jɔɔdan buŋŋu nee. Ama díǹ pu nee, m yākatì m-nib nì m-waŋkuti akiti ali ní nee.","I did not think that I would reach the land that the LORD my God was giving me and the cities that he had promised me, but today I have crossed the Jordan River. But now, I have divided my people and my possessions among them all.",output_proprietary
"Jacob said, “I have seen God face to face, and I am still alive.” So he named the place Peniel.","Ní Jaakɔb bí-u yii: «M gbāam̀-si, tùkù-mi a-yindi.» Ní u bí-u yii: «Ba pu ní a là kí béé m-yindi?» Niin niin ní u bīiǹ Jaakɔb boon.","And Jacob asked him, saying: ""Tell me your name."" And he said to him: ""Why do you ask for my name?"" Right there he blessed Jacob.",output_proprietary
