text,ref,Unnamed: 2,translated,similarity_score
"Bere a Adam , ɔbarima a odi kan no hyɛɛ da tew Onyankopɔn so atua no , ɔde n 'asefo nyinaa kɔhyɛɛ bɔne , amanehunu ne owu ase .","When the first man , Adam , deliberately rebelled against God , he subjected all his offspring to sin , suffering , and death .",,"When Adam, the first man, broke God's covenant, he subjected all his descendants to sin, misery, and death.",0.8948457
"Bere a Adam ne Hawa dii saa dua no aba no bi no , wɔbɛyɛɛ nkurɔfo a na wɔrentumi nnye wɔn ntom bio sɛ Onyankopɔn amansan abusua no mufo .","When Adam and Eve ate of that fruit , they put themselves in a position where they could no longer be accepted as members of God 's universal family .",,"When Adam and Eve ate of that tree, they became like the gods who could no longer be members of God's holy family.",0.772048
"Bere a Amalekfo kɔtow hyɛɛ Siklag so no , wɔfaa Dawid ne ne mmarima yerenom ne wɔn mma kɔe .","When the Amalekites raided the city of Ziklag , they carried off David 's wives and children as well as those of his men .",,"When the Amalekites invaded and attacked Ziklag, they took David and his men's wives and children captive.",0.87076503
"Bere a Budny rekyerɛ ase no , ɔtoo ne bo ase susuw asɛmfua biara ne nea ɛbata ho ho wɔ ɔkwan a na obiara nyɛɛ saa da so wɔ Poland .","When translating , Budny thoroughly analyzed every word and its variants in a way no one in Poland had done before .",,"As Budny explained, he carefully considered each word and its context in a way no one in Poland had ever done before.",0.7727878
"Bere a Dawid rekasa akyerɛ odiyifo Natan no , ɔkae sɛ : "" Hwɛ , me de , mete nkyeneduru dan mu , na [ Yehowa , NW ] apam adaka no wɔ ntama ase . "" - 1 Beresosɛm 17 : 1 .","Speaking to the prophet Nathan , David said : "" Here I am dwelling in a house of cedars , but the ark of the covenant of Jehovah is under tent cloths . "" - 1 Chronicles 17 : 1 .",,"When David was speaking to the prophet Nathan, he said: ""See, I am living in a house of cedar, but [Jehovah, the L",0.7781377
"Bere a Elisa somfo sɔre kɔɔ abɔnten no , ohuu atamfo a wɔrepɛ odiyifo no akyere no no .","When Elisha 's attendant arose and went outside , he saw the prophet 's would - be captors .",,"When the prophet Elisha set out on the journey, he saw the enemies who were seeking to reveal the prophet's location.",0.73490405
"Bere a Hindusom fii ase wɔ Indus ho no , Buddhasom fii ase wɔ Ganga ho .","While Hinduism was started around the Indus , Buddhism has its roots near the Ganga .",,"When Hinduism began at the Indus, Buddhism began at the Ganges.",0.8675107
"Bere a Israel mmea fii ase yii Dawid ayɛ sɛ ɔyɛ ɔsraani ɔkokodurufo no , Ɔhene Saul benyaa Dawid ho tan araa ma ɔtow peaw sɛ ɔde rewɔ no mpɛn abien .","When the women of Israel began praising David for his military prowess , King Saul became so consumed with jealousy that on two occasions he hurled his spear at David .",,"When the women of Israel began to sing that David was the mighty warrior, King Saul became very jealous of David and threw a spear twice trying to kill him.",0.92718714
Bere a Macbeth kenkanee Nyan !,Upon reading an Awake !,,When Macbeth read the letter!,0.47567487
"Bere a Mary san nyinsɛnee no , wɔkaa biribi a na yɛnhwɛ kwan koraa ho asɛm kyerɛɛ yɛn .","When Mary became pregnant again , a big surprise awaited us .",,"When Mary recovered, they told us something we had not considered at all.",0.571017
"Bere a Matthew Henry 's Commentary on the Whole Bible reka nkyekyem yi ho asɛm no , ɛka sɛ : "" Ɛyɛ atreneefo su sɛ . . . wɔn koma abubu na wɔn honhom di yaw , kyerɛ sɛ , bɔne abrɛ wɔn ase , na wobu wɔn ho sɛ wɔnsom bo ; wɔba fam wɔ wɔn ankasa ani so , na wonni ahotoso wɔ wɔn ankasa mmɔdenbɔ mu . ""","Commenting on this verse , Matthew Henry 's Commentary on the Whole Bible notes : "" It is the character of the righteous . . . that they are of a broken heart and a contrite spirit , that is , humbled for sin , and emptied of self ; they are low in their own eyes , and have no confidence in their own merit . """,,"When Matthew Henry's Commentary on the Whole Bible discusses this passage, it says: ""It is the sinner's shame... their heart is broken and their spirit is grieved, indicating that sin has overwhelmed them, and they consider themselves worthy of punishment; they are humbled by their own conscience and have no pride in their own efforts.""",0.7987795
"Bere a Nikodemo gye tom sɛ wɔn a wɔdan Yudafo no hia awo foforo no , obebu adeyɛ a ɛte saa sɛ entumi nyɛ yiye wɔ Yudafo ankasa fam - ɛte sɛ nea wɔsan kɔ awotwaa no mu .","While acknowledging a new birth for proselytes , Nicodemus would view such a process as impossible for natural Jews - reentry to the womb as it were .",,"When Nicodemus accepted that those who become Jews need a new birth, he would consider such an act as impossible among the Jews themselves—it is like going back into the mother's womb.",0.86375105
Bere a Nsusuwii Bɔne Befi Hɔ Koraa,When Wrong Thinking Will Be No More,,Even When Evil Thoughts Are Completely Gone,0.53243047
"Bere a Onua Larson de Romafo 8 : 38 , 39 redi dwuma no , otuu adesuafo no fo sɛ : "" Munnyina na munsusuw tumi a Onyankopɔn de redi mo ho dwuma no ho , na monkae sɛ biribiara nni hɔ a ebetumi atetew mo ne Yehowa ntam abusuabɔ no mu . ""","Drawing on Romans 8 : 38 , 39 , Brother Larson admonished the students : "" Stop and reflect on the power that God is using in your behalf , and remember that nothing can break Jehovah 's personal attachment to you . """,,"When Brother Larson was applying Romans 8:38, 39, he encouraged the students: “Stand still and think about the power that God is using in your behalf, and remember that there is nothing that can separate you from Jehovah’s love.”",0.91162026
"Bere a Onyankopɔn de Ahenni no resi hɔ no , ɔkae sɛ : "" Me na masi me hene . ""","At the inauguration of the Kingdom , God says : "" I , even I , have installed my king . """,,"When God was establishing the Kingdom, He said, ""It is I who have made myself king.""",0.8578935
"Bere a Onyankopɔn reka Adam bɔne ho asotwe akyerɛ no no , saa bere no nkutoo na Onyankopɔn kaa owu ho asɛm .",The only time that God mentioned death was when he told Adam of the punishment for disobedience .,,It was only when God was telling Adam the punishment for his sin that God then mentioned the matter of death.,0.8869927
"Bere a Paulo kaa nna a edi akyiri no mu tebea horow ho asɛm siei no , ɔhyɛɛ nkɔm sɛ mmofra pii bɛyɛ awofo asɛm ho asoɔdenfo .","When Paul foretold conditions in the last days , he prophesied that many children would be disobedient to parents .",,"When Paul mentioned these things about the conditions of the last days, he prophesied that many children would become disobedient to their parents.",0.9552157
"Bere a Paulo yɛ aberante no , na ɔyɛ Farisini .","As a young Pharisee , Paul did things that he later regretted .",,"When Paul was a young man, he was a Pharisee.",0.80993885
"Bere a Petro kyerɛw krataa kɔmaa ne nuanom Kristofo no , ɔkyerɛɛ mu sɛ ' tweatiboɔ ' a na wɔahyɛ ho nkɔm no ne Awurade Yesu Kristo , Mesia no .","When he quoted one of them in a letter to his fellow believers , Peter explained that the prophesied "" cornerstone "" was the Lord Jesus Christ , the Messiah .",,"When Peter wrote a letter to his fellow Christians, he explained that the 'cornerstone' that had been prophesied is the Lord Jesus Christ, the Messiah.",0.93432945
"Bere a Samuel da so ara yɛ abofra no , Yehowa kaa atemmu a ɔde bɛba Eli fie so ho asɛm kyerɛɛ no .","When Samuel is still of tender age , Jehovah speaks to him , pronouncing judgment against the house of Eli .",,"Even though Samuel was still a boy, Jehovah revealed to him the judgment that would come upon Eli’s house.",0.8809793
"Bere a Satan sɔɔ Yesu hwɛe no , dɛn na Yesu gyinaa so maa no mmuae ?",Upon what did Jesus base his answers to Satan 's temptations ?,,"When Satan tempted Jesus, how did Jesus stand firm to answer him?",0.7633842
"Bere a Yesu beduu Betania no , na Lasaro awu ma adi nnannan .","When Jesus finally reached Bethany , Lazarus had been dead for four days .",,"When Jesus reached Bethany, Lazarus had already been dead for four days.",0.96197337
"Bere a Yesu rekasa akyerɛ wɔn a na womfi wɔn komam nsom Yehowa no , ɔfaa Yehowa asɛm a edi so yi ka kyerɛɛ wɔn sɛ : "" Ɔman yi de wɔn ano na edi me ni , na wɔn koma de , atwe afi me ho koraa . ""","Speaking to those whose worship was not sincere , Jesus quoted Jehovah as saying : "" This people honors me with their lips , yet their heart is far removed from me . """,,"While Jesus was speaking to those who were not worshiping Jehovah from their hearts, he used this scripture from Jehovah’s word to tell them: “This people honor me with their lips, but their hearts are far removed from me.”",0.91529727
"Bere a Yohane Osuboni no huu Yesu no , ɔde ahotoso kae sɛ : "" Hwɛ , Onyankopɔn Guammaa a oyi wiase bɔne fi hɔ no ni ! ""","Upon beholding Jesus , John the Baptizer confidently announces : "" See , the Lamb of God that takes away the sin of the world ! """,,"""When John the Baptist saw Jesus, he said with respect: 'Behold, the Lamb of God who takes away the sin of the world!'""",0.8802153
"Bere a Yona hui sɛ wɔrensɛe Niniwe no , so ohuu nneɛma sɛnea na Yehowa hu no no ?","When Jonah realized that Nineveh would not be destroyed , did he see things from Jehovah 's viewpoint ?",,"When Jonah saw that Nineveh was not destroyed, did he see things the way Jehovah sees them?",0.9650514
"Bere a adaemone bi a ne ho yɛ den bɔɔ mmɔden sɛ obesiw ɔbɔfo bi a na ɔde asɛm bi a ɛho hia rekɔma odiyifo Daniel kwan no , ɔbɔfo panyin Mikael na ɔbɛboaa saa ɔbɔfo no . - Dan .","When a demon prince tried to prevent an angel from delivering an important message to the prophet Daniel , the archangel Michael came to that angel 's assistance . - Dan .",,"When a mighty demonic prince strenuously opposed an angel who was bringing an important message to the prophet Daniel, the chief prince Michael came to help that angel. - Dan.",0.9034581
"Bere a adaka no yɛ nyaa nkɔanim no , ɔkwan bɛn so na Noa gyidi mu yɛɛ den ?","As the construction of the ark progressed , how was Noah 's faith fortified ?",,How did Noah's faith grow stronger when the ark was being prepared?,0.89151704
"Bere a afe 2004 ɛpo mu asasewosow no sii akyi no , wɔyɛɛ biribi a ebetumi abɔ nkurɔfo kɔkɔ wɔ mmeae a esisii no .","Following the 2004 tsunami , a warning system was installed in the affected region in an effort to prevent similar loss of life from occurring in the future .",,"After the 2004 tsunami, something was made to protect people in the affected areas.",0.81170976
"Bere a akyɛde ahorow gu so reba no , saa nnipa a wɔatu wɔn ho ama yi yiyii ntade no mu , bobɔe , na wɔboaboaa ano de 30 biara guu adaka biako mu .","As the donated goods poured in , these volunteers sorted , folded , and packed the clothing into boxes that were stacked 30 to a pallet .",,"When the various gifts were coming in, these dedicated people took off their clothes, tore them, and gathered them into bundles, putting thirty pieces into each chest.",0.68278134
"Bere a asɔre no mu kyekyɛɛ pii wɔ mfehaha no mu no , ɛbɛyɛɛ den kɛse sɛ wobehu nokware Kristofo .","As the church fragmented over the centuries , it became increasingly difficult to identify true Christians .",,"When there was much division in the church during those years, it became very difficult to find true Christians.",0.85465276
"Bere a atorɔm yi nam kwan so no , wodu mmeae a agyata a wɔde wɔn ho ahintaw wuram wɔ .","As the wildebeests advance , they enter the territories of lion prides , which wait in ambush .",,"As this army marched along, they reached places where terrified people had hidden themselves in the forest.",0.31613755
"Bere a awiei koraa woyii me fii afiase no , wɔpaw me sɛ menhwɛ nhomatintim adwuma a yɛyɛ wɔ Poland no nyinaa so .","When I was eventually released from prison , I was appointed to oversee our printing operations in all of Poland .",,"When I was finally released from prison, I was appointed to oversee all the press operations in Poland.",0.87143517
"Bere a bere tiaa mu akwampaefo titiriw no mu bi reyɛ afie afie adwuma anwummere bi no , ohyiaa aberante bi na ɔde nsaano krataa a wɔahyehyɛ asafo nhyiam ahorow wɔ so kyerɛɛ no .","While making house - to - house calls one evening , a temporary special pioneer met a young man and showed him a handbill listing congregation meetings .",,"While one of the main early missionaries was doing some night housework, he met a young man and showed him some hand-written papers on which church meetings were scheduled.",0.7245126
"Bere a esi gya so no , fa nsu kakra hono nkate a wɔayam no - kuruwa biako biara ne nam nkaribo abien na ɛkɔ - na num ma no nkye nyɛ forɔe .","While that is cooking , stir a little water into some peanut butter to make a paste - approximately one cup for every two pounds of meat - and stir it into the stew .",,"When it's on fire, add a little water to the groundnuts that have been fried - each loaf goes with two pieces of meat - and make five for him, the gravy should not be too much.",0.5649019
"Bere a mebɔɔ mmɔden sɛ meremfa mmonkyemmɔnka no mu no , mebɔɔ mfuturu wɔ kwan no so .","As I tried to avoid the furrows in the dried mud , I succeeded in kicking up a minor dust storm .",,"When I tried to take the shortcut, I slipped on the road.",0.20412014
"Bere a mebɔɔ mpae wɔ me tirim ntɛm ara akyi no , mifii ase kasa kyerɛɛ atiefo a na wɔawɛn wɔn aso no .","After a quick , silent prayer , I began speaking to an attentive audience .",,"Right after I finished praying in my mind, I began to speak to the elders who were waiting for them.",0.6912261
"Bere a mekɔɔ Betel wɔ 1930 mu no na nnipa 250 pɛ na wɔwɔ abusua no mu , nanso Betel abusua a ɛwɔ Brooklyn no dodow boro 3,500 nnɛ !","When I went to Bethel in 1930 , only 250 were in the family , but today the Bethel family in Brooklyn numbers over 3,500 !",,"When I went to Bethel in 1930, there were only 250 people in the family, but the Bethel family in Brooklyn now numbers over 3,500!",0.9719541
"Bere a mfe no twam no , mma wo werɛ mfi wɔn .","As the years pass , do not forget them .",,"As the years go by, do not forget them.",0.98299736
"Bere a mpɔtam hɔ Adansefo no tee ɔhaw a na merehyia no ho asɛm no , wofi ɔdɔ mu boaa me , hyɛɛ me nkuran , na wɔmaa me asetrade ahorow bi .","When the local Witnesses heard of the problems I was facing , they lovingly came to my aid , encouraging me and providing me with certain essential needs .",,"When the local Adanse people heard about the difficulties I was facing, they supported me with love, encouraged me, and gave me some financial assistance.",0.7162893
"Bere a n 'atamfo rebɔ no asɛndua mu no , ɔtee yaw kɛse , na woguu n 'anim ase .","When he was being executed on the torture stake , he was humiliated and in a lot of pain .",,"While his enemies were beating him in prison, he became very ill, and they disgraced him.",0.71217257
"Bere a na Amanaman mufo pii a na wɔwɔ hɔ saa bere no nsiesiee wɔn ho sɛ wɔde wɔn ho bɛhyɛ Yudasom mu koraa ( a na hwehwɛ a wɔhwehwɛ sɛ wotwa twetia no na ɛyɛ akwanside titiriw ma mmarima ) no , wɔn ani gyee Yudafo no nyame biako som a na ɛnyɛ den a na ɛkɔ so wɔ wɔn hyia adan mu ne Yudafo no asetra mu abrabɔ ho gyinapɛn ahorow no ho .","Many Gentiles of those days , while not prepared to become full converts to Judaism ( the requirement of circumcision being a special stumbling block for men ) , were attracted by the simple monotheism of Jewish synagogue worship and by the ethical standards of the Jewish way of life .",,"At that time, many Gentiles who were present prepared themselves to convert to Judaism completely (for men, the seeking of circumcision was the primary requirement), and they were receptive to the Jewish monotheistic worship, which was not difficult and was ongoing in their meeting houses, and to the various admirable aspects of the Jewish way of life.",0.8602531
"Bere a na onnya nni mfe aduonu no nyinaa no , na ɔreyɛ ntetee a wanya no nyinaa mu nhwehwɛmu , na ɔresisi nea ɔbɛfa wɔ mu de abɔ ne bra bere a wanyin no ho gyinae .","Throughout the teen years , he is examining the values he has been raised with , and he is deciding which ones he will take with him into adulthood .",,"By the time he was twenty years old, he was researching all the training he had received, and he was planning what he would use from it to support his life when he became an adult.",0.52860045
"Bere a nnipakuw no nyinaa didi mee no , asuafo no sesaa nea ɛkaa ase no , na wɔnyaa nkɛntɛn 12 !","And , after all were satisfied , the disciples even filled 12 baskets with the leftovers !",,"When all the groups had eaten, the disciples collected what was left over, and they got twelve baskets!",0.8653868
"Bere a nnwumakuw kɔ so sesa adwumam nhyehyɛe na wɔtew adwumayɛfo so sɛnea ɛbɛyɛ a wobenya sika pii no , wɔhyɛ adwumayɛfo so kɛse ma wɔyɛ adwuma pii .","As companies go through the process of restructuring and downsizing to remain financially profitable , greater pressure to produce is placed on employees .",,"When companies restructure operations and lay off workers to maximize profits, they put excessive pressure on the remaining employees to do more work.",0.7976492
"Bere a ofii ase suaa ade no , na ne kunu John nnye Onyankopɔn nni .","John did not want to get involved in religion , yet he could see how much Christine 's new faith meant to her .",,"When she started crying, her husband John did not believe in God.",0.57287085
"Bere a omununkum gyee Yesu fii asuafo no anim no , abɔfo no kae sɛ : "" Yesu yi ara a wɔafa no mo nkyɛn kɔ ɔsoro yi , ɔbɛba saa ara , sɛnea muhu no sɛ ɔrekɔ ɔsoro yi . "" - Asomafo no Nnwuma 1 : 9 - 11 ; yɛn na yɛasi ɔfã bi so dua no .","After a cloud caught Jesus up from the disciples ' vision , the angels said : "" This Jesus who was received up from you into the sky will come thus in the same manner as you have beheld him going into the sky . "" - Acts 1 : 9 - 11 .",,"When the cloud took Jesus out of the sight of the disciples, the angels said: ""This same Jesus who has been taken from you into heaven, will come back in the same way as you have seen him go into heaven."" - Acts 1:9-11; we have placed emphasis on a part of it.",0.8333599
"Bere a woanyin yi mpo wɔda so ara dwen w 'apɔwmuden , w 'anigye , wo haw , ne sɛnea wobɛkɔ so asom Onyankopɔn yiye no ho .","Their concern for your physical , mental , emotional , and spiritual welfare continues even after you grow older .",,"Even in your old age, you still constantly think about your patience, your happiness, your troubles, and how you can continue to serve God well.",0.4686965
"Bere a wobisaa Séraphine a mprempren ɔte Spain , sɛnea ɔte nka wɔ gyinaesi no ho no , ɔkae sɛ : "" M 'ani agye paa na manya abotɔyam .","Asked how she felt about the decision , Séraphine , who now lives in Spain , declared : "" I am very happy and relieved .",,"When Séraphine, who now lives in Spain, was asked about how she is coping with the situation, she said: ""I am very happy and I am having fun.""",0.8187727
"Bere a wɔakum Bernard awie na otuo aboba atutu ne ho ntokuru no , adeyɛ no ho adammɔ maa ɔpanyin a na ɔhwɛ hɔ no bo fuwii araa ma oyii ne tuo ketewa san tow bɔɔ n 'ani abien no nyinaa .","Even after Bernard was dead , his body riddled with bullets , the officer in charge became so enraged that he pulled out his revolver and shot Bernard through both his eyes .",,"After Bernard was killed and the gunman turned the gun on himself, the incident so enraged the supervising officer that he drew his pistol and shot both of them in the eyes.",0.91395515
"Bere a wɔammua Yesu no , ɔsaa ɔbarima no yare .","When they refused , Jesus went ahead and healed the man .",,"Before they crucified Jesus, he healed the man's sickness.",0.75872636
"Bere a wɔn mu baako reka n 'asɛm wɔ asɛnnibea no , ɔkae sɛ : "" Wobuu me kumfɔ .","Relating his experience in court , one said : "" The death sentence was decreed .",,"While one of them was telling his story in court, he said: ""They accused me of murder.""",0.58202374
"Bere a wɔwoo me no , wɔde too gua sɛ : wɔawo "" Onua dɔfo foforo . ""","At the time of my birth , it was announced : "" Another brother to be loved . """,,"When I was born, they announced: ""A new beloved brother has been born.""",0.85455924
"Bere a yeduu Jipijapa kurow a ɛwɔ Ecuador atɔe fam no , wɔde onigyefo bi a wɔfrɛ no Carlos Mejía din maa yɛn . Ne din nkutoo na wɔde maa yɛn , na wɔamfa baabi a ɔte anka ho .","In the town of Jipijapa , in western Ecuador , we were given the name of an interested person - just the name , Carlos Mejía , but no address .",,"When we arrived in the town of Jipijapa, located in the west of Ecuador, we were introduced to a diver named Carlos Mejía. We were only given his name, and we were not told where he lived.",0.65239257
"Bere a yeduu hɔ wɔ 1968 mu no , na nnipa bɛyɛ 20 anaa 30 na wɔba nhyiam horow , nanso mfirihyia awɔtwe akyi no , na nnipa bɛboro ɔha na wɔwɔ yɛn asafo no mu .","When we arrived in 1968 , there were about 20 or 30 attending meetings , but eight years later there were over a hundred in our congregation .",,"When we got there in 1968, about 20 or 30 people would come to the meetings, but eight years later, there were over a hundred people in our congregation.",0.9440153
"Bere a yefii saa dwumadibea hɔ no , na wɔahyehyɛ asafo bi a ɛrenya nkɔso wɔ hɔ .","By the time we left that assignment , a flourishing congregation was established there .",,"When we left that office, a church that was not progressing had been established there.",0.5845829
"Bere a yɛn tebea nte sɛ Hiob de no , yebetumi ate nsɛmpɔw a ɛwom no ase .","Unlike Job , we are in a position to comprehend the greater issues involved .",,"When our situation is not like Job’s, we can understand the deep things in it.",0.6914997
"Bere a yɛrehwehwɛ ayaresa a ebetumi ama yɛn ho atɔ yɛn no , ɛho hia sɛ yedi Kyerɛwnsɛm mu nnyinasosɛm akyi .","While we seek to find effective treatment , it is vital that we adhere to Scriptural principles .",,"While we search for a cure that can make us proud, it is important that we follow the principles in the Scriptures.",0.76634526
"Bere a yɛrekɔ no , yɛfaa nkurow pii a na wɔde atopae asɛe hɔ pasaa mu , ma enti na yentumi nhu sɛ ebia yebetumi ayɛ nhyiam no wɔ tebea horow a ɛte saa mu anaa .","On the way , we passed many bombed - out towns , and we wondered if the meeting could be held under such circumstances .",,"As we were going, we passed through many towns that had been completely destroyed, so we were not sure if we could hold the meeting under such conditions.",0.84287715
"Bere a yɛwɔ ɔpɛ a efi komam sɛ yebedi Yehowa ni no , yɛde yɛn anom asɛm ne nnwuma bɛkyerɛ ampa sɛ , sɛ yɛka sɛ "" Hwɛ , ɛnnɛ ne nkwagye da "" a , na ɛyɛ ampa .","With a heartfelt desire to honor Jehovah , we will prove by word and deed that we really mean it when we exclaim : "" Look ! Now is the day of salvation . """,,"When we have a sincere desire to serve Jehovah, our words and actions truly demonstrate that when we say, “Look! Now is the day of salvation,” it is true.",0.8602433
"Bere a Ɔhene Dawid ne Bat - Seba sɛee aware na akyiri yi ɔnam nhyehyɛe a ɔyɛ maa wokum ne kunu so bɔɔ mmɔden sɛ ɔbɛkata so no , Yehowa somaa odiyifo Natan ma ɔkɔkaa Dawid anim .","When King David committed adultery with Bath - sheba and later tried to cover it over by arranging for the death of her husband , Jehovah sent the prophet Nathan to reprove David .",,"When King David committed adultery with Bath-sheba and later, through a scheme he devised, had her husband killed in an attempt to cover it up, Jehovah sent the prophet Nathan to confront David.",0.95228827
"Bere a ɔbea bi a mogya atu no mfe 12 soo Yesu atade mu ma ne ho tɔɔ no no , Yesu ka kyerɛɛ no sɛ : "" Ɔbabea , wo gyidi agye wo , kɔ asomdwoe mu ! ""","When a woman who had suffered from a flow of blood for 12 years touched his garments and was healed , Jesus said to her : "" Daughter , your faith has made you well ; go your way in peace . """,,"When a woman who had been bleeding for 12 years touched Jesus' garment and was healed, Jesus said to her: ""Daughter, your faith has healed you, go in peace!""",0.94253576
"Bere a ɔbea bi a mogya retu no baa ne nkyɛn wɔ nkurɔfokuw mu bɛkaa n 'atade ano no , ɔbea no nyaa ayaresa anwonwakwan so .","When a woman with a flow of blood approached him in a crowd and touched the fringe of his garment , she was miraculously healed .",,"When a woman who was bleeding came to her in the crowd and touched the edge of her garment, the woman was healed of her affliction.",0.87250686
"Bere a ɔbea panyin bi a wɔfrɛ no Ritsuko bɔɔ mmɔden sɛ ɔde Kaori bɛyɛ ne yɔnko berɛbo no , Kaori kae sɛ : "" Mɛka nokware a , nea Ritsuko yɛe no anyɛ me dɛ , efisɛ na mempɛ sɛ mede obiara bɛyɛ me maame .","I didn 't want anyone to take the place of my mother , and I didn 't think that anyone could .",,"When an elderly woman called Ritsuko tried to make Kaori her childhood friend, Kaori said, ""To be honest, what Ritsuko did didn't please me, because I didn't want to make anyone my mother.""",0.47672367
"Bere a ɔsomafo Paulo mfe rekɔ anim mpo no , wankokɔ ne ho , mmom ɔde animia som Onyankopɔn .",The apostle Paul used his full potential to serve God later in life .,,"Even as the Apostle Paul was getting older, he did not become lazy, but he served God with enthusiasm.",0.80695367
Bere a ɛdi kan a wɔkaa ahwehwɛ ho asɛm wɔ Bible mu no yɛ bere a na wɔresi ntamadan no ; nea Israelfo dii kan yɛe a na wɔsom wom no .,Women contributed mirrors for the fabrication of a sacred copper basin and its stand .,,The first time the inquiry was mentioned in the Bible was when the tabernacle was being set up; it was the first thing the Israelites did to worship there.,0.20879927
"Bere a ɛredi wo dɛm na ɛrebubu wo no , ebetumi ama woatɔ mum , asɛe wo nkate , asesa wo nipasu ne tumi a wode kae ade , na ama wode bere a enni ano adi apere sɛ wubesi wo dedaw mu na wo ne w 'abusua anya asetra pa a na anka mowɔ mu no bio .","Cruelly maiming and crippling you , it may render you speechless , wreak havoc on your emotions , alter your personality and powers of cognition , and thrust upon you a seemingly endless struggle to regain the normal life you and your family once knew .",,"When it is breaking you down and overwhelming you, it can cause you to become withdrawn, destroy your self-confidence, alter your personality and ability to remember things, and make you spend endless time trying to figure out how you and your family can regain the good life you once had.",0.50328374
