ref,text,translated,source_zip_file
"You surely wouldn't let them be killed when you destroy the evil ones. You are the judge of all the earth, and you do what is right.”","Mbamɔn, saan kpaan ki ku bininyaam ni titunwanbirdam kina. Sin Uwumbɔr aa kee ŋa kina, kaan kii ŋa kina mu. Aa yaa ŋa kina kan, bininyaam mu ga ji falaa titunwanbirdam chee. Saan kii ki ŋa kina. Sin Uwumbɔr u ye dulnyaa wee mɔmɔk aabɔjir na ga sil ŋa tiwan mɔmɔk ibamɔn ponn ni.”","Brothers, the time has come when children and young people should be together. If God does not want it to be so, it would not be so. If He wants it to be so, children will come to meet with young people. The time has come for it to be so. If God sees that the world is very bad, He will destroy it completely one of these days.",output_proprietary-1
"Early the next morning Abimelech sent for his officials, and when he told them what had happened, they were frightened.","Lichakpitaawoln le ubɔr Abimelek fii mala ki yin waaninkpiib, le ki tuk bi waah kan pu tidaŋ ni na, le ijawaan chuu bi pam.","The people of Shechem set an ambush for Abimelech on the hilltops, and they robbed all who passed by them on the road, and this was reported to him.",output_proprietary-1
"Besides, she is my half sister. We have the same father, but different mothers.","Mbamɔn, u sil ye nninkpan la. Nte aabisal le na, waa ye nna aabo, le m yoor u, u li ye mpuu.","My child, you have done well. When you grow up, you will become a man, and I will give you, you will become rich.",output_proprietary-1
The Lord was good to Sarah and kept his promise.,"Uwumbɔr nan ŋa tinyoor ŋa Sara pu, waah nan puu ke u ga ŋa pu na,","The angel of the Lord appeared to Sarah, and told her that she would have a child,",output_proprietary-1
"and after they had run out of water, Hagar put her son under a bush.","Waah nan joo nnyun mu na nan ti doo, le u di waabo Ismael di bil kitiŋ, busub bubaa taab,","And it came to pass when they were in the field, and the descendants of Ishmael came riding on camels, a great multitude,",output_proprietary-1
"Then God let her see a well. So she went to the well and filled the skin with water, then gave some to her son.","Le Uwumbɔr cha unimbil likr, le u kan nnyunbun nima chee. Le u san buen ti lun nnyun nan tii waabo ngbaan, u nyun, le ki lun nnyun gbiin ntuun na mu.","When God created the world, he gave people two paths. When you follow one path and it is good, you are happy, but if you follow the bad path you will suffer.",output_proprietary-1
"One day, Abraham told Abimelech, “Some of your servants have taken over one of my wells.”",Abraham nan tuk Abimelek waanaagbiib aah jenn uma Abraham aanib ki gaa nnyunbun mubaa pu na.,Abraham gave Abimelek sheep and cattle and the two of them made a covenant together.,output_proprietary-1
"Abraham separated seven female lambs from his flock of sheep,","Abraham nan yakr ki nyan ipiih i laa diin na ilole, waapiih ponn ni,","Abraham was very old and the Lord had blessed him in everything,",output_proprietary-1
"Some years later God decided to test Abraham, so he spoke to him. Abraham answered, “Here I am, Lord.”","N‑yoonn mbaa le Uwumbɔr nan tɔŋ Abraham: u nan yin u ke, “Abraham.” Le Abraham kii ke, “M sɔ.”","And the angel of the Lord called to Abraham: he said to him, ""Abraham."" And Abraham answered, ""Here I am.""",output_proprietary-1
He then took the knife and got ready to kill his son.,le ki yoor kijuk ke u kɔr ujapɔɔn ngbaan.,so that you may know that he has power on earth.,output_proprietary-1
"“Don't hurt the boy or harm him in any way!” the angel said. “Now I know that you truly obey God, because you were willing to offer him your only son.”","Le nneel ngbaan bui ke, “Taa ku ubo ngbaan, ki taa ŋa u nibaa. Dandana wee, m bee ke aa san Uwumbɔr ijawaan, ba pu? saa yii ke saan di aajapɔnbaal na ki di toor kitork tii Uwumbɔr.”","The old woman said, ""Don't be afraid, and don't cry. Tomorrow, I will go and tell Uwumbɔr's parents, won't I? so that they can give you back and you can return home to Uwumbɔr.""",output_proprietary-1
"Then the servant bowed his head and prayed,",Le uja ngbaan gbaan kitiŋ ki doon Uwumbɔr.,And they went and arrived at a place called Uwumbɔr.,output_proprietary-1
"Her brother Laban heard her tell what the servant had said, and he saw the ring and the bracelets she was wearing. So Laban ran out to Abraham's servant, who was standing by his camels at the well.","Labann nan kan kibɔmbik ni ibuen i nan bi uninkpan aaŋaal pu na, ki ŋun uja ngbaan aah tuk uninkpan pu na. Labann nan buen Abraham aanaagbiija ni waalaakumii tiib aah si nnyunbun mu taab na chee,","The reason they were circumcising their children when they were eight days old was because God had commanded Abraham to do so. The reason God gave Abraham this commandment and these laws to follow was because,",output_proprietary-1
"They called her and asked, “Are you willing to leave with this man at once?” “Yes,” she answered.","Nima pu na, bi nan yin u le ki nan baa u ke, “Aa ga dii uja ngbaan buen aa?” Le u nan kii ke u ga dii u buen la.","When a person is sick, they ask him and he doesn't answer them, ""Don't you want your body to be well?"" So he doesn't say that he wants his body to be well.",output_proprietary-1
"One evening he was walking out in the fields, when suddenly he saw a group of people approaching on camels. So he started toward them. Rebekah saw him coming; she got down from her camel, and asked, “Who is that man?” “He is my master Isaac,” the servant answered. Then Rebekah covered her face with her veil.","le ki baa Abraham aanaagbiija na ke, “Ŋma ye unachipɔɔn u chuun ikpaakon ni ki choo na?” U nan bui ke, “Maaninkpel ye.” Nima pu na, Rebeka nan di kikekengeŋ biin unimbil wɔb.","and they blessed Abraham's granddaughter saying, ""May you become thousands of ten thousands and may your descendants possess the gate of those who hate them?"" And they said, ""Amen."" Then after that, Rebekah took her things and followed the man.",output_proprietary-1
"While Abraham was still alive, he gave gifts to the sons of Hagar and Keturah. He also sent their sons to live in the east far from his son Isaac, and when Abraham died, he left everything to Isaac. The Death of Abraham","Waah nan laa beenin fu na, u nan ki di ngem mu tii upuutiib biken aah nan ma mbim mu tii u na mu. U nan yakr ujapɔtiib ngbaan di buen liwipuul wɔb aatiŋ kibaa ni, ki cha ujapɔɔn Aisak. Abraham aah nan kpo, ni baah sub u pu na aabɔr","When they arrived there, he built an altar and arranged the wood on it, then he bound his son and laid him on the altar on top of the wood. He took the knife to slaughter his son Isaac. Abraham was about to do it, but God stopped him",output_proprietary-1
"Early the next morning Isaac and the others made a solemn agreement, then he let them go in peace.","Naah woln kichakpiik ni na, u ni Aisak nan puu tipuur tii tɔb. Le Aisak nan chɔi bi, le bi gir kun kijɔtiik ni.","When they had grown up, he and Isaac began to quarrel over wells. So Isaac left them, and they dug other wells.",output_proprietary-1
"Isaac started trembling and said, “Then who brought me some wild meat right before you came in? I ate it and gave him a blessing that cannot be taken back.”","Le Aisak aah ŋun kina na, le uwon faa tɔtɔk, le u baa ke, “Ŋma ba ku ni upeel ki joo ni m chee na? M laa jin tima le doo le aa nin koo ni na. M di maakookoo aanyoor tii u a, nima pu na, udaan le yeh tinyoor ngbaan ki cha n‑yoonn mu kaa kpa ndoon na.”","When Isaac was old and his eyes were dim so that he could not see, he called Esau his older son and said to him, ""My son!"" And he answered, ""Here I am."" He said, ""Behold, I am old; I do not know the day of my death. Now then, take your weapons, your quiver and your bow, and go out to the field and hunt game for me.""",output_proprietary-1
"When Rebekah found out what Esau planned to do, she sent for Jacob and told him, “Son, your brother Esau is just waiting for a chance to kill you.","Tɔ, bina Rebeka aah nan ŋun Esɔ aah dak ki len pu na, le u yin Jakob, ki bui u ke, “Li pel, aakpel Esɔ bi dakl waah ga ŋa pu ki ku si na.","So, when Rebekah heard that Esau had planned to kill him, she called Jacob and told him, ""Look, your brother Esau is planning to kill you.""",output_proprietary-1
I pray that God All-Powerful will bless you with many descendants and let you become a great nation.,"Uwumbɔr Mpɔɔnsakpiindaan ŋa tinyoor ŋa aa ni aapuu pu, ki cha ni maa pɔr sakpen, nima kan, aa ga li ye ŋitimbol pam aate.","The Holy Spirit gives gifts to people as he wishes, and not as people want, therefore, no one should be proud of their gift.",output_proprietary-1
"In a dream he saw a ladder that reached from earth to heaven, and God's angels were going up and down on it.","U nan doon daŋ ke u kan mpijadɔ si kitiŋ ki ti tuu paacham, le Uwumbɔr aatuuntiib chuun mu pu ki cha paacham ki ki sunni.","They should not think that they can do whatever they want, because God's eyes are on them to see everything they do.",output_proprietary-1
"But they replied, “We can't do that until they all get here, and the rock has been rolled away from the well.”","Le bi giin bui u ke, “Taan ŋmaa ŋa kina, see ipiih ngbaan mɔmɔk fuu ni waahr le ti nin piir ki tii i nnyun.”","And they went and told him, ""Your mother is here, and all the people are gathered outside waiting to see you.""",output_proprietary-1
"Jacob said to Laban, “The time is up, and I want to marry Rachel now!”","N‑yoonn ngbaan aah fuu na, le Jakob bui Labann ke, “N‑yoonn ngbaan fuu a, di aabisal tii mi.”","When the time was completed, Jacob said to Laban, ""My time is completed, give me my wife.""",output_proprietary-1
"But that evening he brought Leah to Jacob, who married her and spent the night with her.","Kinyeek ngbaan le Labann nan di Lea koon Jakob aadiik ni ti tii u, le bi kpaan tɔb chee.","The younger sister and Laban gave Lea to Jacob to marry, and they stayed together for seven days.",output_proprietary-1
"“Here, take my servant Bilhah,” Rachel told him. “Have children by her, and I'll let them be born on my knees to show that they are mine.”","Le Rachel nan bui uchal ke, “Maanaagbiipii Bilha sɔ. Doon u chee, nima kan, u ga maa ubo tii mi. Aa yaa ŋa kina kan, u ga maa ubo tii mi, le m li kpa mbim.”","And Rachel said to her husband, ""Here is my maidservant Bilha. Go in to her, so that she may bear children on my knees, and through her I too may have children.""",output_proprietary-1
"Rachel named him Dan, because she said, “God has answered my prayers. He judged in my favor and has given me a son.”","Rachel nan bui ke, “Uwumbɔr le toor maabɔr tii mi. Uma le ŋun maameel le ki tii mi ubijabo.” Nima pu na, u nan yin u ke Dann.","Rachel gave birth and said, ""God has judged my case. He has also heard my voice and given me a son."" Therefore they called him Dan.",output_proprietary-1
"Finally, God remembered Rachel—he answered her prayer by giving her a son. “God has taken away my disgrace,” she said.","U nan dek lipuul le ki ma ubijabo. Le u bui ke, “Uwumbɔr chuu nyan maanimɔɔn le ki tii mi ubijabo.","You should go to the forest and bring me a monkey. And you should say, ""God has given me wisdom and made me a monkey.",output_proprietary-1
Then Laban made Jacob keep the rest of the sheep and goats at a distance of three days' journey.,"ki cha bi chuun iwiin itaa ki buen timoor ni, nin chee daa na. Le Jakob nan gaa Labann aapiih i gur na ki joo i.","They were still talking with them when Rachel arrived with her father's sheep, for she was a shepherdess. When Jacob saw Rachel, Laban's daughter, he went and rolled the stone away.",output_proprietary-1
"Jacob heard that Laban's sons were complaining, “Jacob is now a rich man, and he got everything he owns from our father.”","Le Jakob ŋun ke Labann aajapɔtiib bui ke, “Jakob gaa tite aawan mɔmɔk a. Waah kpa tiwan nimɔk na nyan ni tite yaan ponn ni la.”","When Jacob heard Laban's sons' words saying, ""Jacob has taken all our father's wealth. And he has acquired all this wealth from what belonged to our father.""",output_proprietary-1
"and he told them: Your father isn't as friendly with me as he used to be, but the God my ancestors worshiped has been on my side.","Baah fuu ni na le u bui bi ke, “M bee ke nite aa ki gee maabɔr ke waah nan gee mi njan pu na; tɔ, nte Aawumbɔr bi m chee.","If anyone asks you why you are doing this, tell them, ""The Lord needs it and will return it soon""; or, ""The Lord has sent me.""",output_proprietary-1
long years to earn your two daughters and another,"Jakob nan ŋmann Labann, le kaa cha u nyi ke u ga nya udo.","Jacob stayed with Laban, and they agreed that he would work for him for seven years.",output_proprietary-1
"If you find that any one of us has taken your idols, I'll have that person killed. Let your relatives be witnesses. Show me what belongs to you, and you can take it back.” Jacob did not realize that Rachel had stolen the household idols.","Aa mu yaa kan unii u joo saawaa na kan, ku udaan ngbaan. Ti mɔmɔk sɔ do, timi aanib bee le ga li ye biseeraadam, lik m ni maanib aawan mɔmɔk ponn ni, ki nyan saawan aah ye ni na mɔmɔk.” Jakob aa nan nyi ke upuu Rachel le sun ute Labann aawaa.","If you will go with me to my father's house, I will give you a great reward. We will agree together, you and I, that you will serve me for seven years, and I will give you my younger daughter to marry, the one you love."" Jacob agreed to this with Laban's daughter Rachel whom he loved.",output_proprietary-1
"Laban said to Jacob, “Leah and Rachel are my daughters, and their children belong to me. All these sheep you are taking are really mine too. In fact, everything you have belongs to me. But there is nothing I can do to keep my daughters and their children.","Labann nan bui Jakob ke, “Mpiibim bimina ye mbisatiib la, le min le yeh baabim ni tiwakor timina mɔmɔk. Mbamɔn, tiwan nimɔk bi do na ye maawan la. Le maah kaan ŋmaa gaa mbisatiib ni baabim na kan,","Laban said to Jacob, ""Because you are my relative, should you work for me for nothing? Tell me what your wages should be. Now, I have two daughters. The older one is called Leah and the younger one is Rachel.",output_proprietary-1
"Then Laban said: If you mistreat my daughters or marry other women, I may not know about it, but remember, God is watching us!","Labann nan ki bui ke, “Aa yaa ŋa mbisatiib bee bakaa, bee aa yaa ki yoor bipiib kpee bi pu kan, hali m yaa kaa nyi kan, teer ke Uwumbɔr waa si.","""The people said to him, ""If you are the Christ or the king, come down from the cross and save yourself, and if you do that, then we will believe that God sent you.""",output_proprietary-1
"Jacob got up in the middle of the night and took his wives, his eleven children, and everything he owned across to the other side of the Jabbok River for safety.","Waah nan di bi puur doo na, le u ki di waawangol mɔmɔk mu di puur,","When they are about to harvest, they don't allow weeds to grow in the farm,",output_proprietary-1
"Then the man asked, “What is your name?” “Jacob,” he answered.","Ntuun ngbaan nan baa u ke, “Bi yin si ke ba?” Le u bui ke, “Jakob.”","The man asked him, ""What is your name?"" And he answered, ""Jacob.""",output_proprietary-1
"The sun was coming up as Jacob was leaving Peniel. He was limping because he had been struck on the hip,","Le nwiin aah puu buyoonn na Jakob nyan Peniel ki cha, le ki nan deeni ukpiik pu.","As the sun rose upon him as Jacob passed Peniel, he was limping on his thigh.",output_proprietary-1
"And Jacob told them to be sure to say that he was right behind them. Jacob hoped the gifts would make Esau friendly, so Esau would be glad to see him when they met.","See ni mɔmɔk bui u ke, ‘Een, saanaagbiija Jakob le bi kɔnkɔni do ki choo na.’” Jakob nan dakl ke, “Nibaakan Esɔ yaa kan ipiin ngbaan kan, u ga li gee mi, aan ti yaa kan tɔb kan, u ga di cha pinn mi.”","""If you ask him, he will say, 'Yes, the flocks belong to your servant Jacob, and he is sending them as a gift to you.'"" Jacob then said, ""I will appease Esau with the gift that goes before me, and afterward when I see his face, perhaps he will accept me.""",output_proprietary-1
"The sun was coming up as Jacob was leaving Peniel. He was limping because he had been struck on the hip,","Le nwiin aah puu buyoonn na Jakob nyan Peniel ki cha, le ki nan deeni ukpiik pu.","As the sun rose upon him when Jacob passed Peniel, he was limping on his thigh.",output_proprietary-1
"When the messengers returned, they told Jacob, “We went to your brother Esau, and now he is heading this way with","Buyoonn bitutum ngbaan gir ni Jakob chee na, bi nan bui u ke, “Ti buen aakpel Esɔ do, le u gor ki choo ke ni nan tooh tɔb nsan ni. U choo ki joo ni bijab ikui inaa la.”","When the young men arrived where Jacob was, they told him, ""We have found Esau coming, and he is coming with four hundred men. He is coming with his warriors who are with him.""",output_proprietary-1
But you have promised that I would be a success and that someday it will be as hard to count my descendants as it is to count the grains of sand along the seashore.,"Teer ke aa nan puu tipuur tii mi ke aa ga li kii ki ter mi tiwan mɔmɔk ni, ki ga cha m maa pɔr, le n‑yaabitiib ga li wiir ke litambol li dɔ limɔɔl aagbaan na, le ubaa aan ŋmaa kahn bi.”","The land that you will give to the people so that you may be able to establish my name there, they will build me a house, and the priests will be there as witnesses that the altar has been placed there, and no one will be able to destroy it.",output_proprietary-1
"And Jacob told them to be sure to say that he was right behind them. Jacob hoped the gifts would make Esau friendly, so Esau would be glad to see him when they met.","See ni mɔmɔk bui u ke, ‘Een, saanaagbiija Jakob le bi kɔnkɔni do ki choo na.’” Jakob nan dakl ke, “Nibaakan Esɔ yaa kan ipiin ngbaan kan, u ga li gee mi, aan ti yaa kan tɔb kan, u ga di cha pinn mi.”","He told his father, ""Father, the firstborn of Jacob is the one who is supposed to eat it."" Jacob then answered, ""My brother Esau is a hairy man, but I am a smooth man.""",output_proprietary-1
