ref,text
So the heavens and the earth and everything else were created. The Seventh Day,Lɛni na Katɔti úti ɔ́wɔlɔ katɔ ku kalɔ ku ala ani ƒui nkya-nya kemmo budie.
"By the seventh day God had finished his work, and so he rested.","Na údie lɛla biala ɔ́wɔlɔ asa na limeyi maatɛdi lídu. Anwuɔsu limeyi maatɛdi lɛlɔ ni, Katɔti ɔ́da kabla ƒui ɔ́ya na ɔ́nwuna."
"God blessed the seventh day and made it special, because on that day he rested from his work.",Na limeyi lɛmmɔ lɛdanku kusɛ kusɛ na lise kedee ka ɔ́ƒuna-ni úse ɔsu. Ɔsika limeyi lɛmɛni lɛlɔ na ɔ́nwuna ɔni na údie ala ƒui ɔ́wɔlɔ. Adam Ku Hawa Lɛlɔ Kɔtɛ
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Kalɛ na bédie katɔ ku kalɔ kɔtɛ ndi amɛni. Uwi ɔni na Katɔti údie katɔ ku kalɔ ni,"
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.",edula ku egyiibi adi átakwɛ tɔ na kalɔ lɛlɔ. Ɔsika Unwoti Katɔti útaya na ɔnantu ɔna uwi kalɔ lɛlɔ. Na ukyuli ɔdi lɛnɔ uuubo na utaatuma kalɔ kammɔ lɛlɔ.
But streams came up from the ground and watered the earth.,Nsu ntukpa buuyi taasi kalɔ kemmo na buute kalɔ kammɔ ntu.
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.",Unwoti Katɔti ɔ́vɔ ukyuli ɔ́lɛku kalɔ kammɔ lɛti kemmo. Na ɔ́nwuna ɔƒɛƒɛɛ ɔni muute ngba ɔ́kya ukyuli ɔmmɔ enwu kemmo aani ɔyawine.
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Amu na Unwoti Katɔti ɔ́bla kemo kadi na kesii kani baalɔ banii Eden na ɔƒɛ katukɔ kakɛ. Na mmɔ ni, úti ukyuli ɔni na ɔ́vɔ mmɔ ɔ́kya."
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Na kemo kammɔ kemmo ni, Katɔti ɔ́ya na egyii ákwɛ enye na adi egyii abuni ani mɔɔdia bɔnu ku edula ani ndia kaduɛ na adia ete ka badi. Na kemo kammɔ ntɛntɛ ni, kugyii kɔni muute ukyuli ngba kunye na kɔni mɔɔyá na ɔɔnu lɛbuni ku likpidi taati lɛnɔ kunye."
"From Eden a river flowed out to water the garden, then it divided into four rivers.",Na ketu kani muute kemo kammɔ ntu kaagbá taasi Eden mmɔ. Na ketu kammɔ kábwɛ kéle lɛlɔ ntukpa ine.
"The first one is the Pishon River that flows through the land of Havilah,","Ketu kedeedi lɛnyi ndi Pison. Na kaagbá taavi kalɛkɛ kani baalɔ Hawila kemmo, kesii kani na sika ugyiedi ɔkya."
"where pure gold, rare perfumes, and precious stones are found.","Kesii kammɔ ni, sika ugyiedi ɔni mɔɔdia bɔnu geen ku atabi ani náƒɔ kuye na baalɔ-nya banii Onis akya."
The second is the Gihon River that winds through Ethiopia.,Na ketu kanyɔdi lɛnyi ndi Gihon na kaagbá taavi kalɛkɛ kani na baalɔ banii Kus mmɔ kemmo ƒui.
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.",Na ketu katɛdi lɛnyi ndi Hidekel na kaagbá taavi kalɛkɛ kani baalɔ Asiria ɔƒɛ katukɔ kakɛ. Na ketu kenedi lɛnyi ndi Euƒrate.
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Amu na Unwoti Katɔti úti ukyuli ɔni na ɔ́vɔ mmɔ ɔ́kya Eden kemo kammɔ kemmo ka utaabla-ka lɛlɔ kabla na utaanu-ka lɛlɔ.
"But the Lord told him, “You may eat fruit from any tree in the garden,","Na ɔ́su ɔnana ɔmmɔ ɔnini, “Ebo kuƒi ka adi egyii ani nnye kemo kamɛni kemmo ebi ƒui."
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","Nsu kugyii kɔni mɔɔyá na ukyuli ɔɔnu lɛbuni ku likpidi taati aku ni, tadi-ku ebi. Ɔsika si ádi kugyii kɔmmɔ ebi ni, bukpi kani na adubo bukpi.”"
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Ɔmmɔ kama ni, Katɔti ɔ́su ɔnini, “Ɔɔɔdia si ɔnana lɛti ɔkya. Ndubɔbla ubunkune ɔni námanku-nwu lite-nwu.”"
"So the Lord God made him fall into a deep sleep, and he took out one of the man's ribs. Then after closing the man's side,","Ɔmɛni ɔsu ni, Unwoti Katɔti ɔ́ya na Adam úduo lɛlɛɛ kemmo úsie ɔgyu geen. Na uwi ɔni na ɔtɛ ɔlɛɛ mmɔ ni, Katɔti údie-nwu ɔƒɛnyi likubi linwi na úti ɔlɔna útile likpo lɛmmɔ."
"the Lord made a woman out of the rib. The Lord God brought her to the man,",Amu na Unwoti Katɔti úti likubi lɛni na údie ɔ́lɛku ɔnana ɔmmɔ ɔƒɛnyi mmɔ ɔ́bla uleku. Na ɔ́kpanku-nwu úboku ɔnana ɔmmɔ.
"and the man exclaimed, “Here is someone like me! She is part of my body, my own flesh and bones. She came from me, a man. So I will name her Woman!”","Mmɔ ni, ɔnana ɔmmɔ ɔ́su ɔnini, “Likubi lɛmɛni lɛ́si mina ekubi kemmo. Na ɔlɔna ɔmɛni ɔ́si mina ɔlɔna kemmo. Ndubɔlɔ-nwu nnii uleku. Ɔsika ɔnana kemmo na bédie-nwu bálɛku.”"
"That's why a man will leave his own father and mother. He marries a woman, and the two of them become like one person.",Ɔmɛni ɔsu na ɔnana ɔdubɔmami ɔti ku uni lɛlɔ na uti lɛlɔ utámana ulekudi lɛlɔ. Na bana inyɔ badubɔbla ɔlɔna unwi.
"Although the man and his wife were both naked, they were not ashamed.","Na uwi ɔmɛni kemmo ni, ɔnana ku uleku ɔmmɔ beli kasɔngya ɔni na kɔƒa kɔdi kulekpo-ma."
"The snake was sneakier than any of the other wild animals that the Lord God had made. One day it came to the woman and asked, “Did God tell you not to eat fruit from any tree in the garden?”","Na mmɔ ni, kɔlakpi ndi kebweyi kani mbo lɛkwɛ geen ntulo bebuo bani ƒui na Unwoti Katɔti údie akɔ. Na limeyi lɛdi ni, kɔlakpi kɔmmɔ kúsie uleku ɔmmɔ kudɔ na kútéye-nwu kɔnini, “Sɔsɔ geen na Katɔti ɔ́su-ɔ ɔnii, ‘Tadi egyii ammɔ adi biala ebi’?”"
"The woman answered, “God said we could eat fruit from any tree in the garden,","Amu na uleku ɔmɛni údie kenye ɔnini, “Bɔkana na bɔdi kugyii biala kɔni nkya kemo kamɛni kemmo ebi."
"except the one in the middle. He told us not to eat fruit from that tree or even to touch it. If we do, we will die.”","Mmomu bɔsu na Katɔti ɔ́su ɔnii butadi kugyii kɔni nnye kemo kamɛni ntɛntɛ mmɔ ebi. Na butetuku-ku lɛnɔ. Si ɔɔɔdi lɛni ni, bɔdubo bukpi.”"
"“No, you won't!” the snake replied.","Amu na kɔlakpi kɔmmɔ kɔ́su-nwu kɔnini, “Kudii! Ɔɔɔdi bukpi na bɛdubo bukpi."
"“God understands what will happen on the day you eat fruit from that tree. You will see what you have done, and you will know the difference between right and wrong, just as God does.”","Mmomu Katɔti ɔgyi ka si bɛ́di kugyii kɔmmɔ ebi ni, bɛdubo anu bɔda. Na bɛdubo bɔbla aani anwu Katɔti kalɛ. Na bɛdubɔnu lɛbuni ku likpidi lɛnɔ bɛti.”"
"The woman stared at the fruit. It looked beautiful and tasty. She wanted the wisdom that it would give her, and she ate some of the fruit. Her husband was there with her, so she gave some to him, and he ate it too.","Amu ka uleku ɔmɛni ɔ́nu ɔ́ti ka kugyii kɔmmɔ ebi adia bɔdi, na aadia bɔnu, na aayá na ukyuli ɔɔdá anu ɔsu ni, úde adi na ɔ́di. Na úde ɔdi úte ɔgyani ɔni nkya mmɔ lɛnɔ na ɔ́di."
"At once they saw what they had done, and they realized they were naked. Then they sewed fig leaves together to cover themselves.",Mmɔ na bana inyɔ ƒui anumi ébimi na bánu báti ka bakɛ kasɔngya. Anwuɔsu béde kugyii evete bonwu adi básala na béti bábɛla lɛlɔ kasɔngya.
"Late in the afternoon, when the breeze began to blow, the man and woman heard the Lord God walking in the garden. So they hid behind some trees. Sin Brings a Curse","Amu ka useyi uwi údu ni, ɔnana ɔmmɔ ku ulekudi bénu Unwoti Katɔti kɔku uwi ɔni na ɔkɛ ɔɔví kemo kammɔ kemmo. Amu na bátábɛ na egyii akɔ kalɛ na Unwoti Katɔti ulanu-ma."
"The Lord God called out to the man and asked, “Where are you?”","Nsu Unwoti Katɔti ɔ́kpali ɔnana ɔmmɔ ɔnini, “Wɛ na akya?”"
"The man answered, “I was naked, and when I heard you walking through the garden, I was frightened and hid!”","Amu na údie kenye ɔnini, “Línu-ɔ kɔku na kemo kammɔ kemmo na liƒu lɛ́da-mi, ɔsika nkɛ kasɔngya. Anwuɔsu líkeli ńtábɛ.”"
“How did you know you were naked?” God asked. “Did you eat any fruit from that tree in the middle of the garden?”,"Mmɔ na Katɔti úye-nwu ɔnini, “Ɔma násu-ɔ ɔnii akɛ kasɔngya? Munuu kugyii kɔni lɛlɔ ebi na líbo-ɔ ɔda nnii tadi mmɔ ni, aku na átádi?”"
"“It was the woman you put here with me,” the man said. “She gave me some of the fruit, and I ate it.”","Amu na ɔnana ɔmmɔ údie kenye ɔnini, “Uleku ɔni na éti éte-mi ni, anwu néde ebi ammɔ adi úte-mi na lɛ́di.”"
"The Lord God then asked the woman, “What have you done?” “The snake tricked me,” she answered, “and I ate some of that fruit.”","Mmɔ na Unwoti Katɔti úye uleku ɔmmɔ ɔnini, “Bi na ábla mɛni?” Amu na uleku ɔmmɔ údie kenye ɔnini, “Kɔlakpi kɔmmɔ nátɔlɔ-mi na lɛ́di.”"
"So the Lord God said to the snake: “Because of what you have done, you will be the only animal to suffer this curse— For as long as you live, you will crawl on your stomach and eat dirt.","Anwuɔsu Unwoti Katɔti ɔ́su kɔlakpi kɔmmɔ ɔnini, “Lɛla lɛni na ábla mɛni ɔsu ni, “Ewida adubɔsiaku-ɔ etulo bebuo ku alakpi akɔ bebweyi ƒui. Kaƒɔ lɛlɔ na adubo butaakpɛ. Na lɛti na adubo butaadi ƒula ngba uwi ƒui."
"You and this woman will hate each other; your descendants and hers will always be enemies. One of hers will strike you on the head, and you will strike him on the heel.”","Na ndubɔya na awɔ ku uleku ɔmɛni binwini bekisine, na ƒula ubi ku uleku ɔmɛni ubi lɛnɔ benwini bekisine. Ɔdubo-ɔ lili bubo bɔbwɛ, na awɔ adu-nwu lɛnikpo.”"
"Then the Lord God said to the woman, “You will suffer terribly when you give birth. But you will still desire your husband, and he will rule over you.”","Amu na Katɔti ɔ́su uleku ɔmmɔ ɔnini, “Ndubɔya na ebo abi geen uwi ɔni na ada kaƒɔ. Na adubunu ɔlɛ asa na awɔ bebi. Ina amu muedi ni, ƒula anu adubɔsia ƒ'ɔgyani lɛlɔ, na akya-nwu kalɔ.”"
"The Lord said to the man, “You listened to your wife and ate the fruit I told you not to eat. And so, the ground will be under a curse because of what you did. As long as you live, you will have to struggle to grow enough food.","Na Adam anwu ni, Katɔti ɔ́su-nwu ɔnini, “Ka énu ƒ'ulekudi litemi na ádi kugyii kɔni ebi na líbo-ɔ ɔda nnii, ‘Tadi-ku ebi’ ɔsu ni, “Líwida kalɔ kammɔ ƒui na awɔ ɔsu. Na adubo abi bubo kana lɛlɔ asa na akɛ-ka lɛla lɛdi adi na ƒula ngba emeyi kemmo ƒui."
"Your food will be plants, but the ground will produce thorns and thistles.",Liyu ku lɛnyɛ ku ana udu adubo bɔkwɛ na kalɔ kammɔ lɛlɔ na awɔ ɔsu. Na kalɔ kammɔ kemmo na adubɔkɛ ƒula lɛdila.
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”",Na adubuni ewulu na ƒula lɛtɛntɛ asa na akɛ ƒula lɛdila weti wetédu uwi ɔni na adubɔsɔ enwini esie kalɔ kemmo. Ɔsika aka na líti lɛ́vɔ-ɔ. Lɛti na adi na lɛti kani na adubɔsɔ enwini.”
The man Adam named his wife Eve because she would become the mother of all who live.,Na Adam ɔ́sia ulekudi lɛnyi ɔnii Hawa ɔni kalɔ ndi ngba. Ɔsika anwu ndubɔbla ukyuli biala nli ngba uni.
Then the Lord God made clothes out of animal skins for the man and his wife.,"Ɔmmɔ kama ni, Unwoti Katɔti úti ebuo ɔku ɔ́bla adala úte Adam ku ulekudi na báda. Bábɔku Adam Ku Hawa Bálɛku Eden Kemmo"
"The Lord said, “They now know the difference between right and wrong, just as we do. But they must not be allowed to eat fruit from the tree that lets them live forever.”","Amu na Unwoti Katɔti ɔ́su ɔnini, “Ɔƒaani ni, ukyuli ɔgyi lɛbuni ku likpidi lɛnɔ aani abu kalɛ. Anwuɔsu ɔ́sɔ útalɛka ɔkɛ kuƒi na ude kugyii ebi ani mɔɔyá na ukyuli uulie ngba mmɔ ɔdi na ɔsɔ ulekpi.”"
"So the Lord God sent them out of the Garden of Eden, where they would have to work the ground from which the man had been made.","Anwuɔsu Unwoti Katɔti ɔ́bɔku-ma ɔ́lɛku Eden kemo kammɔ, na ɔ́su-ma ɔnii batátaatuma kalɔ kani kemmo na údie-ma ɔlɛku mmɔ."
"Then God put winged creatures at the entrance to the garden and a flaming, flashing sword to guard the way to the life-giving tree.","Na ka ɔ́bɔku-ma ɔ́lɛku ɔ́wɔlɔ ni, ɔ́ya na nwuna batu bagyumanane badi benye ku kewii kadi mɔɔbwɛ ogya teesie anumi teebo kama taabala Eden kemo kammɔ ɔƒɛ katukɔ. Na bétile ukyuli biala kuƒi kalɛ na ulakana kugyii kɔni mɔɔyá na ukyuli uulie ngba mmɔ kudɔ bɔni bude."
"Adam and Eve had a son. Then Eve said, “I'll name him Cain because I got him with the help of the Lord.”","Ɔmmɔ kama ni, Adam ku Hawa bélie aani ɔgya ku ule kalɛ. Na Hawa ɔ́da kaƒɔ na ɔ́wɔ Kain. Na ɔ́su ɔnini, “Katɔti úbunku-mi na lɛ́wɔ ɔnanabi.”"
"Later she had another son and named him Abel. Abel became a sheep farmer, but Cain farmed the land.",Na ɔmmɔ kama ɔ́sɔ ɔ́wɔ ɔnwani Abel. Na Abel ɔmɛni ɔdi bebuo ɔnyuɛne. Na Kain ɔdi umonsene.
"One day, Cain gave part of his harvest to the Lord,","Na uwi ɔdi kama ni, Kain úti nwuna kemo edula adi úboku úbete Unwoti Katɔti."
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,",Na Abel lɛnɔ útáƒuna nwuna baƒonu bedeedi bani na báka bɔwɔ akɔ unwi na úti kakɛ kani nélie lɛmwi kaduɛ úboku úbete Unwoti Katɔti. Na Abel lɛlɔ lɛ́da Unwoti Katɔti kubiti geen ku nwuna etela.
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,Nsu Kain ku nwuna etela átada Unwoti Katɔti kubiti. Ɔmɛni ɔsu Kain úti kɔnyi kati kati na nwuna anumi ávumana.
The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Na Unwoti úye Kain ɔnini, “Bi ɔsu na éti kɔnyi kati kati na ƒula anumi ávumana lɛni?"
"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Si ábla lɛla lɛni na mɔɔyɔ́ ni, nka ƒula kayi kemmo kadubɔbla ƒaa. Nsu likpidi lɛɛtú-ɔ na lɛɛyɔ́ ka lɛdi-ɔ lɛlɔ. Anwuɔsu nye kagyumana na adi likpidi lɛmmɔ lɛlɔ.”"
"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Amu na Kain ɔ́su ɔnwani Abel ɔnini, “Ya na busie lɛku kemmo.” Na ka bésela ni, Kain úbo ɔnwani ɔ́du."
"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Amu na Unwoti Katɔti úye Kain ɔnini, “Wɛ na ƒ'ɔnwani Abel ɔ́vi?” Mmɔ na Kain údie kenye ɔnini, “Lɛɛɛgyi. Ɔɔɔdi mina kudɔ na uli.”"
"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Amu na Unwoti úye Kain ɔnini, “Bi ɔsu na ábla likpidi bonwu lɛmɛni udu? Nu! Mɔɔnu ƒ'ɔwani ubugya ɔni nwi kalɔ. Use aani ukyuli mɔɔkpali ɔnii nkpo nte-nwu."
"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.","Ɔƒɛni ni, ewida asiaku-ɔ. Na kalɔ kammɔ kéni-ɔ ka ádu ƒ'ɔnwani na nwuna ubugya úwi kalɔ kammɔ lɛlɔ ɔsu."
"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Si átuma-ka lɛlɔ ni, kasɔ kaladia-a edula. Na adubo ukeline bunwini na aaadubo keliekɔ kadi bɔkɛ na kayawi kammɔ ƒui lɛlɔ.”"
“This punishment is too hard!” Cain said.,"Mmɔ na Kain ɔ́su Unwoti Katɔti ɔnini, “Mina kɔtu bɔni bútulo-mi buti."
"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Ɔmwi ni, aagyá-mi na kayawi kamɛni lɛlɔ na nsɔ naaakana na mada malɛ-ɔ anumi lɛnɔ. Bɔkɛ kani na ndubɔkɛ ntaavi, na lɛɛɛdubo keliekɔ kadi bɔkɛ na kayawi kamɛni lɛlɔ. Ukyuli biala ɔni manu-mi ni, ɔdubo-mi bubo bɔdu.”"
“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Nsu Unwoti Katɔti ɔ́su-nwu ɔnini, “Kudi kudii! Ukyuli ɔni madu Kain ni, ami Katɔti ndubo-nwu kasi budie akpa maatɛ.” Anwuɔsu Unwoti Katɔti ɔ́bla likposela ɔ́sia Kain lɛlɔ kalɛ na ukyuli biala ɔni manu-nwu uládu-nwu."
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People",Ɔmmɔ ɔsu Kain ɔ́tɔlɔ Unwoti Katɔti anumi mmɔ na útélie kalɔ kani baalɔ Nod si álɛ Eden ésela ɔƒɛ katukɔ kakɛ. Kain Kaba Lɛlɔ Kɔtɛ
"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Ɔmmɔ kama ni, Kain úti uleku na báwɔ ubi ɔni baalɔ Hanok. Uwi ɔmmɔ kemmo ni, Kain ɔ́da ɔma ɔdi na úti ubidi Hanok lɛnyi ɔ́sia ɔma ɔmmɔ."
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Hanok ɔ́wɔ Irad, na Irad ɔ́ta ɔ́wɔ Mehuyael. Na Mehuyael ɔ́wɔ Metusala ɔni náwɔ Lamek."
"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.",Sila lɛnɔ ɔ́wɔ ɔnanabi ɔni baalɔ Tubal-Kain ɔni muuti abuala taakyuɛ ala. Na Tubal-Kain ɔnwani ulekubi ndi Naama.
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Si Kain ɔdune ɔdubɔƒɔ nkyuli maatɛ kayu ni, amu ami Lamek ɔdune ɔdubɔƒɔ nkyuli liti ku aavlanyɔ-maatɛ kayu!”"
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Amu na Adam ku ulekudi básɔ báwɔ ɔnanabi bamba na ɔ́sia-nwu lɛnyi ɔnii Set. Na ɔ́su ɔnini, “Katɔti úte-mi ubi ɔbambadi na Abel ɔni na Kain ɔ́du kenye.”"
"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Set lɛnɔ úbawɔ ubi ɔnanabi na ɔ́sia-nwu lɛnyi ɔnii Enos. Na uwi ɔmmɔ kemmo ni, bekyuli bése kalɔ ku Unwoti lɛnyi bɔkpali."
