verse_number,english_verse,translation_verse
18,"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Fabelegɔ en ze'eti Arama tiŋa na, kaahi dɔɔrɔ la fabelegɔ n voole baha na. Arakɛle en kele a kɔma beere buuri zuo, a zagehi pa'ahegɔ mɛ, se'ere n sɔi la, ba ka boi.” Ba ze'ele Igipiti lebe na"
19,"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Hɛrɔd en ta ki la, ti Yosefe yeti a bihɛ, ti Daana suŋera en bala niiɛ a mɛŋa zaaheŋɔ puan bo' en yeti,"
20,"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Ihege, tari bia la, la ka ma la lebe Izirale tiŋa puan, se'ere n sɔi la, sɛba n dole bia la nama la ki ya.”"
21,Joseph got up and left with them for Israel.,"Ti Yosefe ihege tari bia la, la ka ma la lebe Izirale tiŋa."
22,"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Gee Yosefe en ta baŋɛ ti Akelaus en sooe a sɔ Hɛrɔd na'arɛ dɛna Naba Yudiya puan la, dabeem en kɛ̃ en ti a ka bɔta ti a lebe. Gee Yinɛ en ka'am en ninmu'urɛ zaaheŋɔ puan la, a ihege mɛ kiŋɛ Galilii."
23,"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","A ta kɛ̃'ɛ̃ra la tiŋa ti ba yi'ira Nazareti, ti la bahɛ ti nɔtɔgeheba n tɔgɛ se'ere biŋe la wa'am sira na, “Tu wan yi'ira en ti Nazaareŋa.”"
8,Do something to show you have really given up your sins.,Wani ya wala sɛ'a n pa'alɛ ti ya teere la.
2,"He said, “Turn back to God! The kingdom of heaven will soon be here.”","“Tee ya, gee Saazuo sɔ'ɔlum la pɔri na.”"
4,John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,"Yɔn yɛ la futo ti ba dikɛ yugenɛ kɔberɔ wugɛ, ti a sɛganɛ dɛna duŋa ganɛ baalega ti a dikɛ lu' a sia, ti a dia dɛna sunwa'ara la muuen seero."
5,From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Ti Yerusalɛm tiŋa nɛreba, la sɛba woo n boi Yudiya nɛreba za'a kina a zi'an na, la tinse'ehi woo en kaaɛ Yɔɔdan kulaa la nɛreba za'a,"
6,"They told how sorry they were for their sins, and he baptized them in the river.",ti ba puta ba be'em ti a sɔɔra ba ko'om Yɔɔdan kulaa la puan.
7,Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Gee Yɔn en ta nyɛ ti Farasii la Sadusiiduma la kini a zi'an na ti a sɔ ba ko'om la, a yele ba yeti, “Yamam kampɛbila wa! Ani en yele ya la ninmu'urɛ ti ya zɔ li'ihɛ Yinɛ sunsunyiim wa n kini na wa?"
10,An ax is ready to cut the trees down at their roots. Any tree that doesn't produce good fruit will be chopped down and thrown into a fire.,"Nananawa, liya la maahum mɛ gã'a tia woo tilen, ti tisɛka woo en ka wani walesuma, liya la wan ŋmaaɛ tikaŋa bahɛ, ti ba dikɛ ka bahɛ bugum la puan."
12,"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","A zãli a yeelego pi'ɔ mɛ a nu'uhen, a wan yeele disɛka woo ti a tɔ a toore la puan la, vaaɛ a kisuma la su' bããren. Gee bunvagela la, a wan nyɔ' ba la bugum n ka diti kiŋera puan.” Yezu Ko'om sua (Maki"
13,Jesus left Galilee and went to the Jordan River to be baptized by John.,"Ti Yezu ze'ele Galilii wa'am Yɔn zi'an Yɔɔdan kulaa la puan na, ti Yɔn sɔ en ko'om."
14,"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Ti Yɔn ka sakɛ gee yeti: “Fum tugum nari ni ti fum sɔ mam, ti fum tugum yɛ'a mam zi'an na?”"
15,"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Gee Yezu lerege en yeti, “Bahɛ ti la dɛna bala nananawa. La dela ma'a bo' tu, ti tu doohe ŋwana tum sɛla wuu tuuntɔɔ.” Ti Yɔn sakɛ."
16,"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","Ti en sɔ Yezu ko'om ba'ahɛ la, ti a ze'ele ko'om la puan kɔ'ɔm dɔɔra na la, a yeti a bihɛ ti saazuo en yu'ɛ bo' en, ti a nyɛ ti Yinɛ Sia sigera a zuo na ana wuu dayene la, wa'am na yagelɛ a zuo."
17,"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Ti kua ze'ele saazuo tɔgɛ bahɛ na yeti, “Mam mɛŋa Dayua n ŋwana, se'em ti n nɔŋɛ, se'em ti n nini tigɛ la en.”"
12,"When Jesus heard that John had been put in prison, he went to Galilee.","Yezu en ta wum ti ba nyɔkɛ Yɔn pagɛ mɛ la, a yehe mɛ kiŋɛ Galilii."
13,"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","A bahɛ Nazareti mɛ, gee kiŋɛ ta kɛ'ɛra Kapɛnum en lɛm ateko la, bɔna Zebulun la Nafetali sɔ'ɔlum puan la,"
3,"Then the devil came to him and said, “If you are God's Son, tell these stones to turn into bread.”","Ti pumpã'afum daana la wa'am a zi'an na yele en yeti, “Fum han dɛna la Yinɛ bia, bo' kuga wa nuurɛ ti ba lebege boroboro.”"
7,"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Ti Yezu lebehe en yeti, “Le yɛ'ɛha, la gulehɛ yeti, ‘Da makɛ Daana la en de fum Yinɛ la bihɛ.’ ”"
8,"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.","Le yɛ'ɛha ti Sagena la tari Yezu ta zom zoore en wugɛ paaɛ paaɛ zuo, pa'alɛ en sɔ'ɔlum duma woo en boi timpaberɛ wa zuo, la ba suhɛ;"
9,"The devil said to him, “I will give all this to you, if you will bow down and worship me.”","gee yele en yeti, “Bana za'a n wan dikɛ bo' fum, fum han wan lu tiŋa na'ahɛ mam.”"
10,"Jesus answered, “Go away Satan! The Scriptures say: ‘Worship the Lord your God and serve only him.’ ”","Ti Yezu lebehe en yeti, “Fɔregɛ mam zi'an ha, Sagena wa! Se'ere en sɔi la, la gulehɛ yeti, ‘Na'aha Daana la en de fum Yinɛ la, ma'a, gee tuna bɔ'ɔra eŋa ma'a.’ ”"
14,"So God's promise came true, just as the prophet Isaiah had said,",ti la bahɛ ti Yinɛ nɔtɔgeha Azaaya en purɛ se'em la wa'am asira na.
15,"“Listen, lands of Zebulun and Naphtali, lands along the road to the sea and across the Jordan. Listen Galilee, land of the Gentiles!","“Zebulun la Nafetali tihi wa en boi ateko sore zuo wa, bɔna Yɔɔdan yakenɛ, Galilii en de sɛba en dagi Yuuduma wa,"
20,Right then the two brothers dropped their nets and went with him.,Bilam bilam ti ba bahɛ ba yugehi la gee doohe en.
18,"While Jesus was walking along the shore of Lake Galilee, he saw two brothers. One was Simon, also known as Peter, and the other was Andrew. They were fishermen, and they were casting their net into the lake.","Yezu en eere kaara Galilii kulaa la, a nyɛ la nɛra la a suuɔ. Simɔn se'em ti ba yi'ira Pita, la Anduru en de a yibega la, ti ba bahera ba yuka ko'om la puan, se'ere n sɔi la, ba dela zim nyɔgereba."
21,"Jesus walked on until he saw James and John, the sons of Zebedee. They were in a boat with their father, mending their nets. Jesus asked them to come with him.","Ti en ze'ele bilam yɛ'a la, a nyɛ nɛra la a suuɔ, Yemesi en de Zebedii dayua la, la a suuɔ Yɔn, ti ba boi uureŋɔ puan la ba sɔ Zebedii maala ba yugehi, ti a yi' ba."
22,"At once they left the boat and their father and went with Jesus. Jesus Teaches, Preaches, and Heals (Luke","Bilam bilam ti ba bahɛ uureŋɔ la, la ba sɔ la, gee doohe en. Yezu tɔgɛ bo' Nɛrekuuŋɔ (Luki"
23,"Jesus went all over Galilee, teaching in their synagogues and preaching the good news about God's kingdom. He also healed every kind of disease and sickness.","Ti Yezu dɔla Galilii za'a pa'ala nɛreba zamehegɔ yiya puan, gee muula Yinɛ sɔ'ɔlum faarɛ yɛla, gee tibera teem la bã'ahi se'ehi woo en tari nɛreba la."
24,"News about him spread all over Syria, and people with every kind of sickness or disease were brought to him. Some of them had a lot of demons in them, others were thought to be crazy, and still others could not walk. But Jesus healed them all.","Ŋwana ti a yu'urɛ to'e Siriya tiŋa za'a, ti ba tara bã'duma woo, sɛba n tari teem yima yima, induma, kulekpa'bɛ'ɛhi en tari sɛba, sɛba en luti kilenki'ire, la kɔɔrenɔ wa'am a zi'an na, ti a tibɛ ba za'a."
25,"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.","Ti nɛrekuuŋɔ dɔla a poore ze'ele Galilii, Dekapolise en de , Yerusalɛm, Yudiya, la Yɔɔdan yakenɛ ha."
1,"When Jesus saw the crowds, he went up on the side of a mountain and sat down. Blessings (Luke","Yezu n nyɛ nɛrekuuŋɔ la, a zom la zoore zuo, en ta zi'ire ba'ahɛ la, ti a zahereba la paaɛ a zi'an."
20,"You must obey God's commands better than the Pharisees and the teachers of the Law obey them. If you don't, I promise you will never get into the kingdom of heaven. Anger","Mam yeti ya mɛ wa, ti han dagena ya tuuntɔɔ vom la gaŋɛ la Gɔnmi'ineba la, la Farasiiduma la, yamam me pun kan makɛ kɛ̃ Saazuo sɔ'ɔlum la puan. Sunsunyiim"
23,"So if you are about to place your gift on the altar and remember that someone is angry with you,","Bala, ya han bɔ'ɔra ya bo'olum kaabegɔ bimbeni la zuo, gee tiɛ ti fum suuɔ tari se'ere la hɔ,"
2,and he taught them:,"Ti a ya'ɛ nuurɛ, pɔhɛ pa'ala ba yeti:"
3,God blesses those people who depend only on him. They belong to the kingdom of heaven!,"“Sum boi mɛ la sɛba en mi' ti ba boti sia puan suŋɛ, bamam en sɔi saazuo sɔ'ɔlum la."
4,God blesses those people who grieve. They will find comfort!,"“Sum boi mɛ la sɛba en kele, ba wan nyɛ subugehum."
5,God blesses those people who are humble. The earth will belong to them!,"“Sum boi mɛ la sɛba en sigehe ba mɛhi, bamam n wan nyɛ tiŋa wa nyuurɔ."
7,God blesses those people who are merciful. They will be treated with mercy!,“Sum boi mɛ la sɛba en zoti nɛreba nimbu'ɔ. Ba wan to'e nimbɔ'zɔrɛ.
8,God blesses those people whose hearts are pure. They will see him!,“Sum boi mɛ la sɛba suya en ka tari dɛgerɔ. Ba wan nyɛ Yinɛ.
14,"You are the light for the whole world. A city built on top of a hill cannot be hidden,","“Yamam dela tiŋa wa zuo niifum. Tiŋa en mɛ yagelɛ zoore zuo, kan ta'am lile."
34,"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","Gee mam yeti, da pun makɛ pɔ la fii me. Da makɛ pɔ saazuo wa, se'ere en sɔi la, Yinɛ na'am kuka zi'an en bala,"
35,"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","bii fum pɔ timpaberɛ wa, se'ere sɔi la, Yinɛ nama dafeere n bala, bii fum pɔ Yerusalɛm, se'ere en sɔi la, Yerusalɛm dela na'kãtɛ la tiŋa."
13,"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Yamam en de tiŋa wa zuo yaarum; gee yaarum han bɔregɛ bu za'afum, bu wan iŋɛ la ŋwani le ta'am lebe bu puan na? Yaarum bumɔ ka le ana suŋa bo' sɛla sɛla, han dagena ba ka'ɛ bu bahɛ ti ba niira la nama."
15,"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.","Nɛra ka laŋɛ butolela dikɛ pi'ɔ vuge ka; gee a dikɛ ka sugela la butolela sugelego zi'an, ti ka niiɛ bo' nɛra woo yire la puan."
17,"Don't suppose I came to do away with the Law and the Prophets. I did not come to do away with them, but to give them their full meaning.","“Da ti'ihɛ ya ti mam wa'am na ti n saalum la nɔze'elego la bii nɔtɔgeheba yɛla la. Mam ka wa'am na ti en saalum ba bahɛ mɛ, gee mam wa'am na ti bu wa'am la asira na."
21,"You know our ancestors were told, “Do not murder” and “A murderer must be brought to trial.”","“Ya wum ti ba yuum yele bo' diimen diimen ha la yeti, ‘Da ku nɛra; gee fum se'em en ku nɛra wan nyɛ gakerɛ.’"
22,"But I promise you if you are angry with someone, you will have to stand trial. If you call someone a fool, you will be taken to court. And if you say that someone is worthless, you will be in danger of the fires of hell.","Gee mam yeti ya yeti, fum se'em en iŋɛ suure la a suuɔ wan nyɛ gakerɛ. Fum se'em en tu fum suuɔ wan paaɛ kiinduma zi'an. Fum se'em en yele nɛra ti, ‘Gerego wa,’ ye' la bugum tiŋa."
24,"leave your gift there in front of the altar. Make peace with that person, then come back and offer your gift to God.","bahɛ fum bo'olum la kaabegɔ bimbeni la zi'an gee kiŋɛ ta sugelum fum suuɔ la, gee nyaa wa'am na bo' fum bo'olum la."
25,"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","Naaɛ la se'em en zuuhe fum la ka'lam ti ya nam boi sore zuo yɛ'a naba yire la. Han dagena bala, a wan dikɛ fum iŋɛ naba nu'uhen, ti eŋa me dikɛ fum bo' kpɛ'ɛnduma, ti bamam me dikɛ fum lobe bahɛ paka deo puan."
26,I promise you will not get out until you have paid the last cent you owe. Marriage,"N yeti ya la yelemɛŋerɛ, ti fum kan makɛ yehe na han dagena fum ta yɔ la hanɛ la za'a kpiniŋam. Kabohi yɛla"
31,You have been taught that a man who divorces his wife must write out divorce papers for her.,"“Ba me yuum tɔgɛ yeti, ‘Se'em woo en bahɛ a pɔga, a daana gulehɛ lebehego gɔŋɔ bo' ka, gee bahɛ ka.’"
33,"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Le yɛ'ɛha, ya wum ti ba yuum yele diimen diimen duma yeti, ‘Nɛra da pɔ pumpɔreŋɔ pua, gee tum fum pu'ulɛ nuurɛ la ninmu'urɛ ti fum iŋɛ se'ere bo' Daana la.’"
37,"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Bahɛ ti fum ‘ɛ̃ɛ dɛna ɛ̃ɛ,’ bii fum ‘Aayi dɛna aayi’; sɛla en dagi ŋwana ze'ele la be'em puan na. Leregere (Luki"
38,"You know you have been taught, “An eye for an eye and a tooth for a tooth.”","“Ya wum ti ba yuum yele diimen diimen ha la ti, ‘Niho teere la niho, ti Nyɛnɛ tɛɛra nyɛnɛ.’"
39,"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Gee mam yeti ya yeti, da lerege se'em en tuue fum. Gee se'em han lobe fum zuɔ sapɛka, ŋmɛregɛ gɔbega sapɛka la pa'ahɛ en."
40,"If someone sues you for your shirt, give up your coat as well.","Se'em me han yi' fum naba yire ti a to'e fum banaa, yɛɛ damsika la pa'ahɛ en."
41,"If a soldier forces you to carry his pack one kilometer, carry it two kilometers.","Se'em han pɛregɛ fum ti fum kiŋɛ miilɛ deyina la en, kiŋɛ miilɛ pa'ahɛ en."
42,"When people ask you for something, give it to them. When they want to borrow money, lend it to them. Love (Luke","Bo' se'em woo en suhɛ hɔ sɛla, da tuta nu'o la se'em woo en boti a peŋe sɛla hɔ zi'an. Nɔŋɛ fum dinduma (Luki"
43,"You have heard people say, “Love your neighbors and hate your enemies.”","“Ya wum ti ba yuum yeti, ‘Nɔŋɛ fum mabia, gee yaaɛ fum dima.’"
44,But I tell you to love your enemies and pray for anyone who mistreats you.,"Gee mam ya yeti, nɔŋɛ ya dinduma gee pu'uha bɔ'ɔra sɛba en daani ya."
45,Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,"Ŋwana ti ya wan dɛna ya Sɔ se'em en boi saazuo ha wa kɔma. Se'ere en sɔi la, a baheri ti wuntɛɛŋa nyɛkera bɔ'ɔra nɛrebe'ero la nɛresuma za'a mɛ, gee tuna saa bɔ'ɔra nɛretuntɔɔ la nɛre ŋmɛlema za'a."
46,"If you love only those people who love you, will God reward you for this? Even tax collectors love their friends.","Yamam han nɔŋɛ sɛba en nɔŋɛ ya ma'a, beni yɔɔrɛ ti ya wan to'e? Sɛba en to'ohe kuba pun ka ita la bala?"
47,"If you greet only your friends, what's so great about this? Don't even unbelievers do that?","Yamam han pu'uha ya suurɔ ma'a, yamam iti la beni gana nɛra woo en iti se'em la? Sɛba en ka zoti Yinɛ me pun ka ita la bala mɛa?"
48,But you must always act like your Father in heaven.,Deni ya sɛba en bi'ɛ kahegɛ woo ya Sɔ en boi saazuo ha bi'ɛ kahegɛ se'em la.
1,"When you do good deeds, don't try to show off. If you do, you won't get a reward from your Father in heaven.","“Mini ya ti ya wan ita ya itesuŋɔ nɛreba nɛŋan ti ba nyɛta ya. La han ana bala, ya ka le tara yɔɔrɛ ya Sɔ en boi saazuo ha la zi'an."
3,"When you give to the poor, don't let anyone know about it.","Gee ya han ni bɔ'ɔra bo'olum, da bahɛ ti ya gɔbega nu'o mina zuɔ nu'o la en iti sɛla."
5,"When you pray, don't be like those show-offs who love to stand up and pray in the synagogues and on the street corners. They do this just to look good. I can assure you that they already have their reward.","“Ya ni han yeti ya pu'uhɛ, da ni ani ya wuu birekɔgenduma la. Bama nɔŋɛ la ba ni dooe zɛ'a saazuo zamehegɔ yiya la puan, la sadɔtɔ kãra zi'ihi woo puan, pu'uha ti nɛreba nyɛ ba. N yeti ya la yelemɛŋerɛ wa, ti ba pun to'e ba yɔɔrɛ mɛ."
6,"When you pray, go into a room alone and close the door. Pray to your Father in private. He knows what is done in private and will reward you.","Gee ya han ni yeti ya pu'uhɛ, kɛ̃ ya bɔ'ɔ, la ya yu' kuleŋa, gee pu'uhɛ ya Sɔ la en nyɛti sɛla en sugɛ la, ti ya sɔ la en nyɛti sɛla n sugɛ la, wan yɔ ya."
7,"When you pray, don't talk on and on as people do who don't know God. They think God likes to hear long prayers.","“Yamam han ni pu'uha, da kɔ'ɔm yeen kɔ'ɔm bebele ya sɛla en ka tari vuurɛ wuu sɛba en ka zoti Yinɛ en iti se'em la. Ba ti'ihɛ ti yetɔgum woko la ti Yinɛ wan wum."
8,Don't be like them. Your Father knows what you need even before you ask.,"Da ani ya wuu bamam la, se'ere en sɔi la, ya Sɔ la pun mina yan eere sɛla mɛ, gee ti ya baŋɛ sɔkera en la."
9,"You should pray like this: Our Father in heaven, help us to honor your name.","“Bala zuo, ni pu'uheri ya ŋwana: Tu Sɔ en boi saazuo ha, Fum yu'urɛ dɛna tuulum gana sɛla woo."
10,"Come and set up your kingdom, so that everyone on earth will obey you, as you are obeyed in heaven.","Fum sɔ'ɔlum wa'am na. Fum sumboolum tum, tiŋa wa zuo wuu lan tuni saazuo ha se'em la."
14,"If you forgive others for the wrongs they do to you, your Father in heaven will forgive you.","Ya han bahɛ ya taaba tuure bo' ba, ya Sɔ en boi saazuo ha me wan bahɛ ya tuure bo' ya."
15,"But if you don't forgive others, your Father will not forgive your sins. Worshiping God by Going without Eating","Gee yamam han ka bahɛ ya taaba tuure bo' ba, ya Sɔ la me kan bahɛ ya tuure bo' ya. Nɔlurɛ yɛla"
17,"Instead, comb your hair and wash your face.","Gee yamam han luta nuurɛ, ni sɔ̃ ya zuto la kaam, gee pee ya nɛhi."
