verse_number,english_verse,translation_verse
3,"One day, Cain gave part of his harvest to the Lord,","Nda guu mu no, ɔbaa dɛ Kain dze ekuadze bɔbɔɔ EWURADZE afɔr,"
4,"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,",na Abel so dze no nguan mu mbakan na dza wɔadodɔ seradze no mu bi bae. Na EWURADZE n’enyi sɔɔ Abel nye n’afɔrbɔ:
5,but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,"na Kain nye n’afɔrbɔ dze n’enyi annsɔ. Na Kain no bo fuuw kɛsenara, na omunae."
6,The Lord said to Cain: What's wrong with you? Why do you look so angry?,"Na EWURADZE bisaa Kain dɛ, ɔyɛ dɛn ntsi na wo bo efuw yi? Na ɔyɛ dɛn ntsi na emuna yi?"
7,"If you had done the right thing, you would be smiling. But you did the wrong thing, and now sin is waiting to attack you like a lion. Sin wants to destroy you, but don't let it!","Sɛ eyɛɛ papa a nkyɛ w’enyim nnkɛba nyam? Na dɛ annyɛ papa ntsi, bɔn kotow w’abowano rohwehwɛ w’ekyir kwan naaso ɔwɔ dɛ ehyɛ wo ho do."
8,"Cain said to his brother Abel, “Let's go for a walk.” And when they were out in a field, Cain attacked and killed him.","Na Kain kaa kyerɛɛ no nua Abel dɛ ɔmma wɔnkɔ haban mu. Na ɔbaa dɛ wɔwɔ hamu no, Kain soɛɛr no nua Abel do, na okum no."
9,"Afterwards the Lord asked Cain, “Where is Abel?” “How should I know?” he answered. “Am I supposed to look after my brother?”","Na EWURADZE bisaa Kain dɛ, Wo nua Abel wɔ hen? Na Kain buaa dɛ, Minnyim: ana emi nye mo nua no hwɛdofo?"
10,"Then the Lord said: Why have you done this terrible thing? You killed your own brother, and his blood flowed onto the ground. Now his blood is calling out for me to punish you.","Na EWURADZE see no dɛ, Ebɛnadze na ayɛ yi? Wo nua no bɔgyaa ne ndze fi famu keka mu frɛ me."
11,"And so, I'll put you under a curse. Because you killed Abel and made his blood run out on the ground, you will never be able to farm it again.",Na afei wofi asaase a ɔahan n’anomu regye wo nua no bɔgyaa wɔ wo nsamu no do wɔadom wo:
12,"When you try to farm the land, it won't produce anything for you. From now on, you'll be without a home, and you'll spend the rest of your life wandering from place to place.","Ofi ndɛ kɔ yi, sɛ edɔw asaase a, onnkeyi no ndɔbaa ama wo; na afei so ɔkobɔfo nye okyimakyimafo na ebɛyɛ wɔ asaase do."
13,“This punishment is too hard!” Cain said.,"Na Kain see EWURADZE dɛ, Mo bɔn ho akatua so kyɛn dɛ mubotum asoa."
14,"“You're making me leave my home and live far from you. I will have to wander about without a home, and just anyone could kill me.”","Hwɛ, ndɛ eyi me edzi wɔ asaase yi do; na mubosuma efi w’enyim; na mebɛyɛ kobɔfo nye kyimakyimafo wɔ asaase do; na ɔbɛba dɛ, obiara a obohu me no oboku me."
15,“No!” the Lord answered. “Anyone who kills you will be punished seven times worse than I am punishing you.” So the Lord put a mark on Cain to warn everyone not to kill him.,"Na EWURADZE see no dɛ wonnkoku wo, osiandɛ obiara a oboku Kain no wobedzi no wer mpɛn esuon. Na EWURADZE yɛɛ asɛnkyerɛdze bi maa Kain, amma obi hu no a, oeennku no. Kain Asefo"
16,"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Na Kain fii EWURADZE n’enyim kɔree, na ɔkɛtsenaa Nod asaase do wɔ Eden no boka."
17,"Later, Cain and his wife had a son named Enoch. At the time Cain was building a town, and so he named it Enoch after his son.","Na Kain nye ne yer dae: na onyinsenii, na ɔwoo Enok: na ɔkyekyeer kurow, na ɔfrɛɛ kurow no ne dzin Enok, dɛ mbrɛ ne ba no ne dzin tse."
18,"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.",Na Enok woo Irad; na Irad woo Mehujael: na Mehujael woo Metusael: na Metusael woo Lamek.
22,"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.","Na Zila, so woo Tubal-kain a ɔton kɔɔber nye dadze ndzɛmba a wɔdze twa adze nyinara no; na Tubal-kain n’akyerɛbaa nye Naama."
23,"One day, Lamech said to his two wives, “A young man wounded me, and I killed him.","Na Lamek see ne yernom dɛ: Hom ntsie me ndze, Ada nye Zila; Hom nyɛ aso mma me kasaa, Lamek yernom: Na meku ɔbarimba dɛ opiraa me, Na meku aberantsɛ dɛ ɔboor me,"
24,Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Sɛ wobedzi Kain ho wer mpɛn esuon a, Ampa, Lamek dze, mpɛn eduosuon esuon."
25,"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Na Adam nye ne yer daa bio; na ɔwoo babanyin, na ɔtoo no dzin Set: Na ɔsee dɛ, Nyankopɔn dze ba fofor ahyɛ me Abel n’ananmu; osiandɛ Kain kum no."
26,"Later, Seth had a son and named him Enosh. About this time people started worshiping the Lord.","Na Set so, wɔwoo babanyin maa no; na ɔtoo no dzin Enos: nna afei adasa hyɛɛ ase bɔɔ EWURADZE ne dzin sɔɔr no."
5,and died at the age of,Na nda a Adam dzii nyinara ɔyɛ mfe ahaakron eduasa.
8,and died at the age of,na Set ne nda nyinara yɛɛ mfe ahaakron nye duebien.
11,and died at the age of,na Enos ne nda nyinara yɛɛ mfe ahaakron nye enum.
14,and died at the age of,na Kenan ne nda nyinara yɛɛ mfe ahaakron nye du: na owui.
17,and died at the age of,Mahalalel ne nda nyinara yɛɛ mfe ahaawɔtwe eduokron enum.
20,and died at the age of,na Jared ne nda nyinara yɛɛ mfe ahaakron eduosia ebien na owui.
24,and God took him away at the age of,"na Enok nye Nyankopɔn nantsewee: na woennhu no bio, osiandɛ Nyankopɔn faa no kɔree."
27,and died at the age of,Metusela ne nda nyinara yɛɛ mfe ahaakron eduosia akron: na owui.
29,"Lamech said, “I'll name him Noah because he will give us comfort, as we struggle hard to make a living on this land that the Lord has put under a curse.”","na ɔtoo no dzin Noa, dɛ, Oyiara na ɔbɛkyekye hɛn werɛ wɔ hɛn edwuma nye hɛn nsaano berɛ mu, osian asaase a EWURADZE apaa no no ntsi."
31,and died at the age of,na Lamek ne nda nyinara yɛɛ mfe ahaesuon eduosuon esuon.
2,"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.",Nyankopɔn ne mba hun nyimpa mbabaa no dɛ hɔn ho yɛ fɛw; na wɔwarwaar hɔn mu dza wɔpɛ nyinara.
3,"Then the Lord said, “I won't let my life-giving breath remain in anyone forever. No one will live for more than","Na EWURADZE see dɛ, Mo sunsum nnkɛnye nyimpa edzi aper daa, osiandɛ ɔyɛ honam ara. Ofi dɛm ber yi ne nda bɛyɛ mfe ɔha eduonu."
4,The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,"Nda no mu no nna eso n’ekyir no, nna abran akɛse wɔ asaase do, osiandɛ ber a Nyankopɔn ne mba nye nyimpa mbabaa hyiae no, wɔwoo mba maa hɔn, woyinom nye tsetse etumfo no, nkorɔfo a wɔgyee dzin no."
5,The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,"Na EWURADZE hun dɛ nyimpa n’emumuyɛ ayɛ kɛse wɔ asaase do, na dɛ n’akoma mu nsusui nyinara yɛ bɔn ara nko daa no,"
6,"He was sorry that he had made them,","EWURADZE nuu noho dɛ ɔyɛɛ nyimpa wɔ asaase do, na ɔyɛɛ no yaw wɔ n’akoma mu."
7,"and he said, “I'm going to destroy every person on earth! I'll even wipe out animals, birds, and reptiles. I'm sorry I ever made them.”","Na EWURADZE see dɛ, Mebɛsɛɛ nyimpa a mabɔ no no efi asaase enyi: nyew, nyimpa, nye mbowa nyinara; osiandɛ menu moho dɛ mayɛ hɔn."
8,"But the Lord was pleased with Noah,","Naaso Noa dze, onyaa enyimpa wɔ EWURADZE enyim. Noa Adaka No"
9,and this is the story about him. Noah was the only person who lived right and obeyed God.,Iyinom nye Noa no ho asɛm. Nna Noa yɛ nyimpa tseneneenyi na odzi mu wɔ n’ebusuasantsen mu: Noa nye Nyankopɔn nantsewee.
10,"He had three sons: Shem, Ham, and Japheth.","Na Noa woo mbanyin baasa, Sem, Ham, nye Jafet."
12,God knew that everyone was terribly cruel and violent.,"Na Nyankopɔn hwɛɛ asaase, na, hwɛ, asɛɛ; osiandɛ nyimpa asɛɛ no kwan wɔ asaase do."
14,Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Fa dua pa pam hɛn ma woho; yɛ adan wɔ hɛn no mu, na fa ihua tar no mu nye n’ekyir."
22,Noah did everything God told him to do.,Na Noa yɛɛ dɛ mbrɛ Nyankopɔn hyɛɛ no no nyinara pɛpɛɛpɛr.
17,I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"Na hwɛ, emi, medze nsuyirii reba asaase do abɛsɛɛ abɔdze a nkwahom wɔ mu nyinara efi sor ase: adze a ɔwɔ asaase do nyinara bowu."
18,"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Na menye wo bedzi ahyɛmu: na aba hɛn no mu, ɔwo, nye wo mba, nye wo yer, nye wo mba hɔn yernom ka wo ho."
20,"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Ntumbowa ahorow, fiembowa ahorow nye mbowa ahorow nyinara hɔn mu ebien ebien bra wo nkyɛn; ama woeenya nkwa."
21,Store up enough food both for yourself and for them.,"Na fa edziban nyinara bi ma woho, na boa ano kɔ wo nkyɛn; ama ɔaayɛ edziban ama ɔwo nye hɔn."
1,"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Na EWURADZE see Noa dɛ, ɔwo nye wo fie nyinara nkɔ hɛn no mu; osiandɛ ɔwo na mehu wo dɛ etsen wɔ m’enyim wɔ ber yi mu."
