text,ref,Unnamed: 2,translated,similarity_score
"Ame siwo le afi ma se nya si wo ̀ gblɔ la gblɔ be , "" Nenye be esese ̃ alea ɖe , ekema ame ka koŋ ate ŋu akpɔ ɖeɖe sia ? ""","Those who heard it said , "" Then who can be saved ? """,,"People who are awake in the morning say that they heard, “Why is this happening, so that people cannot obtain it?”",0.40137792
Ame siwo menye Eŋlisigbedolawo o hã da akpe ɖe Xexe Yeye Gɔmeɖeɖe Biblia ta .,People who speak languages other than English are also thankful for the New World Translation .,,People who are not English speakers also give thanks to Xexe Yeye for the Bible translation.,0.62228584
"Ame siwo nyae be gbɔgbɔmenuwo hiã yewo la kpɔa dzidzɔ , "" elabena woawo tɔe nye dziƒofiaɖuƒe la . ""","Those conscious of their spiritual need are happy , "" since the kingdom of the heavens belongs to them . """,,"People who claim that the elders are lazy, because they think it is a waste of time.",0.15125163
"Ame siwo nye Osɔfowo esi woxɔ nu ewolia la nye amegbetɔwo , ŋutila ̃ kple ʋu , si kuna . Ke hena Melkizedek ya la , wogblɔ le eŋuti be egale agbe .","And here men that die receive tithes ; but there he receiveth them , of whom it is witnessed that he liveth .",,"Those who are priests and who take care of the church are the believers, with love and respect, that is all. When Melchizedek came, they said in the assembly that life is eternal.",0.4323088
"Ame xɔŋkɔwo abe Abraham , Mose kple Fia David ene hã nye alẽkplɔlawo .","Great men such as Abraham , Moses , and King David were shepherds .",,"People such as Abraham, Moses, and the house of David are also my ancestors.",0.47591192
Ame ɖeka aɖe si ŋu nyatia meƒo nu tsoe o lae nye Tatenai .,One man who did not make the list in that article was Tattenai .,,"The first time I was unable to do anything, I am Tatenai.",0.16052
"Ameawo gado ɣli sesi ̃ e be , "" Đe mi ́ egahia ̃ ɖasefo bubuwo be woatso ame sia nua ? Gbeɖe ! Mi ́ awo ŋutɔ mi ́ esee wo ̀ gblɔ be Mawu Vie yenye ! ""","They said , "" Why do we need any more witness ? For we ourselves have heard from his own mouth ! """,,"The people shouted, “Why are you calling the great chiefs, saying they have taken this person? Stop it! I have a child, and I’m telling you that God is alive!”",0.52393705
Ameawo wɔ nu tso dzi blibo me .,The people 's response was wholehearted .,,People are sitting on the floor.,0.103469044
Amebeble alo alakpa aɖeke mele wo me o .,There is nothing devious or crooked in them .,,I'm without any friends or relatives; I have nothing with you.,0.19767933
Ameha yome nɔnɔ mana hehe míaƒe nugɔmesese ƒe ŋutetewo o ; eye nenema kee se sesẽ gbogbo aɖewo dede na mí hã mate ŋu ana hehe míaƒe dzitsinya o .,"Following the crowd would not train our perceptive powers ; nor , on the other hand , would a host of rigid rules in matters of conscience .",,"People think my small business is not important, and they also say that everything is fine for me, but I am not satisfied with my situation.",0.030317958
"Amehaawo nɔ mía dzum esime míezɔ ge ɖe míaƒe ʋuwo me heyi Cape Girardeau , le Missouri , hena takpekpea ƒe akpa susɔea wɔwɔ .","Soldiers with drawn rifles and bayonets lined the street . Amid insults , we walked to our cars and drove to Cape Girardeau , Missouri , for the remaining sessions of the assembly .",,"The people are at our place because we are going to our home in Cape Girardeau, Missouri, where the big market is located.",0.3315283
"Ameka alo nukae nye "" ŋukeɣletivi "" si Petro yɔ , eye nukatae nèɖo eŋu nenema ?","Who or what is the "" daystar "" that Peter mentioned , and why do you so answer ?",,Ameka or Nukae is called “the little one” if Petro …; what does that mean?,0.275062
"Ameka xe mɔ na atsiaƒu , heɖo seɖoƒe nɛ ?","Who barricaded the sea , keeping it in its place ?",,"Ameka says he/she is going to the farm, what about the work?",0.09729582
"Amekae kpɔ awu nyui , afɔkpa yeye , alo ʋu yeye gɔ ̃ hã gbe kpɔ ?","Who does not enjoy a beautiful dress , a new pair of shoes , or even something like a brand - new car ?",,"What is the difference between a dead thing, a dead person, and a living thing?",0.02169294
"Amekae kpɔ mɔ atsɔ "" sidzedze ƒe safui "" si kplɔa ame yia agbe mavɔ me la aɣla ?","Who would dare hide "" the key of knowledge "" that leads to eternal life ?",,Why does someone say “the end of the world” when they are angry?,0.16830581
"Amenyo : Ɛ ̃ , nya ma wɔ nuku nam .","Alejandro : Yes , that did surprise me .",,"Yes, I will go to the market.",0.070105076
"Amesiamina siwo awɔ ' nuteƒe va se ɖe keke ku me ke ' la koe axɔ makumakunyenye le dziƒo ƒe "" agbefiakuku "" la .","Only those anointed ones who prove "" faithful even to death "" will receive the "" crown "" of immortal life in heaven .",,Those who have a small amount of something and are still able to endure the hardships of life.,0.21491945
Amesiwo da asi ɖe fuɖeɖe dzi la ʋlia ablɔɖe kple gome si le nyɔnuwo si be woatso nya me la ta .,The pro - choice camp stands on the grounds of freedom and a woman 's right to decide .,,The women who stay at home and take care of the children are praised together with those who work outside.,0.22203569
"Amesiwo dea ta agu le mɔ siwo mesɔ kple Mawu ƒe Nya o nu la , Satana ŋue wodea bubui , menye Yehowa o .","Those who worship in ways contrary to God 's Word honor Satan , not Jehovah .",,"Those who think they are strong in God’s power, Satan will bring them down; I am not Jehovah.",0.6427975
Amesiwo dea ŋugble le hadomegbenɔnɔ ŋu dometɔ aɖewo tsi dzimaɖi be nuŋɔŋlɔmɔnu si tɔtɔ kple nuƒoƒo masɔɖegbeŋutisedzi siwo wozãna le Nyakpuiɖoɖoɖa Mɔnua me ate ŋu anɔ nu gblẽm le ɖeviwo ƒe agbalẽnyanya ŋu .,Some social commentators worry that the mangled spelling and syntax used in SMS messages is harming the literacy skills of young ones .,,"Those who are suffering in the community, whose lives are marked by hardship and poverty, and who are forced to endure the endless struggles of daily life, are the ones who bear the weight of injustice and oppression.",0.10123347
Amesiwo koŋ ate ŋu axɔ dɔa bɔbɔe wue nye amesiwo zãa abui ɖeka ma ke tsɔ doa atike vɔ ̃ ɖi ɖe lãmeka me kple amesiwo dɔna ametakpɔnu mazãmazãe .,Those most at risk of contracting the disease are intravenous drug users who share needles and people who engage in unprotected sex .,,The things that are hidden are like a snake that bites you; we must be careful.,0.17601362
"Amesiwo míewɔ dɔ kplii le ahadzraƒeawo nye fefewɔla siwo te ŋu ɖea avɔ le wo ɖokui ŋu faa , gbolowo , ŋutsu siwo dɔna kple ŋutsuwo , eye wo dometɔ aɖewo doa woƒe agbegbegblẽnɔnya la ɖe gbɔnye alo ɖe srɔ ̃ nye gbɔ .","We worked in clubs with strippers , prostitutes , and homosexuals , some of whom would make lewd propositions either to me or to my wife . And the rock - band musicians were often high on drugs .",,"We have love and respect for the elders and the young ones who are in the house, the chief, the dear children and the children, and they are the ones who keep our traditions alive and bring us together.",0.077052794
Amesiwo woafɔ ɖe tsitre la ava kpe ame gbogbo aɖewo siwo atsi agbe le nuɖoanyi vɔ ̃ ɖi sia ƒe nuwuwu .,Those resurrected will join an unlimited number who survive the end of the present wicked system .,,May the one who has received this blessing be grateful to all the people who have helped them in this world.,0.23373207
Amesiwo ŋu wowɔa anyra le ate ŋu adzudzɔ nuƒoƒo tso suku ŋu alo klass gobii aɖe alo suku ƒe dɔwɔna aɖe ŋu .,Targets of bullying may stop talking about school or about a particular class or activity at school .,,Students must be present in the school or class at the time of the lesson or during the school's opening.,0.25532895
Amesiwo ƒe susu me wòle be yewoakpe takpekpedelawo tiatia ƒe mɔbiagbalẽwo ɖo la adi be yewoadze ga dzadzraɖo gɔme ɖe wɔna vevi siawo ŋu .,Those who have in mind filling out applications for delegate selection may wish to start saving some of their funds in anticipation of these special events .,,"If you think that you will pay the debts of the poor people, you will be in trouble.",0.2610921
Amewo Le Mawu Ƒe Ŋkɔa Nyam !,God 's Name Being Made Known !,,People are God's beloved children!,0.37389725
Amewo nɔ gegem henɔ dzodzom to xɔ kɔkɔ si le dziehe la ƒe fesrewo nu .,People were falling and jumping out of the north tower windows .,,People who have many responsibilities and need to buy red cloth for the ceremony.,0.104675345
Aminuwo,Fats,,Hello,0.18632188
"Ana hã be ' woayi edzi anɔ ku tsem le dɔ nyui sia dɔ nyui wɔwɔ me , ' vevietɔ le nya nyuia gbɔgblɔ me .","This would enable them to continue "" bearing fruit in every good work , "" especially in the preaching of the good news .",,"It means: “I think that you have taken this path, and that the same path will lead you back to me, as the wind carries my words.”",0.20625885
Ann fɔ fu .,Ann got pregnant .,,Ann is there.,0.6216609
"Antonio , si fofo ku le ʋufɔku aɖe me la gblɔ be : "" Ele ko abe ɖe ame aɖe va do wò aƒea ƒe ʋɔwo hetsɔ safuiawo dzoe ene .","Antonio , who lost his father in a road accident , explains : "" It is like somebody sealing up your house and taking away the keys .",,"Antonio, when he was at the market, said: “He will go to some people and tell them that the children of the family are being taken away.”",0.5543514
Anukwareɖiɖi - Numaɖowɔe loo alo Nuɖowɔ Yea ?,Honesty - By Chance or by Choice ?,,Good morning – Are you going to the market or staying at home?,0.14471054
Anye nusi míaɖo awɔ .,It will be a matter of choice .,,We have nothing.,0.10928385
"Anye ƒe etɔ ̃ e nye si va yi esime Maria nɔ Lisbon , Portugal la , eƒe avu si gbɔ melɔ ̃ a nu lena o bu , eye wòna woɖe gbeƒãe le radio dzi .","About three years ago , when Maria was living in Lisbon , Portugal , her beloved dog strayed , and she had this announced over the radio .",,"The day before I went to see Maria in Lisbon, Portugal, the weather was very hot, and we were listening to the radio.",0.4990046
Anye ɣeyiɣi aɖe le Salomo ƒe ku megbee wokpa ha sia .,The psalm must have been composed some time after Solomon 's death .,,There is no one like Solomon in his time.,0.47720307
Anyigba ƒe nɔnɔmetata si fia ɣleti eve ƒe mɔzɔzɔ tso Tallinn yi ɖe Noril 'sk ƒe gakpɔ xɔŋkɔa me,"( For fully formatted text , see publication ) A map marking the two - month - long trip from Tallinn to the infamous Noril 'sk camp",,The three days of the event that will be held in Tallinn and then in Norway’s ...,0.56895393
Anyigbatataa dzaa ko : Based on maps copyrighted by Pictorial Archive ( Near Eastern History ) Est . and Survey of Israel,Map only : Based on maps copyrighted by Pictorial Archive ( Near Eastern History ) Est . and Survey of Israel,,Map based on maps copyrighted by Pictorial Archive (Near Eastern History) and Survey of Israel,0.8596066
Anyigbaʋuʋu siae nye sesẽtɔ atɔ ̃ lia tso ƒe 1900 .,This earthquake was the fifth strongest since the year 1900 .,,This present age is the century after 1900.,0.3368949
Anyo be hamemetsitsiwo katã naɖo ŋku edzi be Ŋɔŋlɔawo meyɔ ƒe aɖe koŋ si wòle be ŋutsu naxɔ hafi woakafui be woaɖoe subɔsubɔdɔwɔla alo hamemetsitsi o .,All elders do well to remember that the Scriptures do not give a minimum age for a man to be recommended as a ministerial servant or an elder .,,"It is said that all the teachers also think that the children have a problem, and they say the child must be careful not to become a troublemaker or a teacher.",0.17709471
Anyo be miaɖu nu siwo susɔ mietsɔ de nufamɔ me la le ŋkeke etɔ ̃ alo ene me .,"If you store leftovers in the refrigerator , eat them within three to four days .",,"We must do the things that we consider useful for the community, wherever or whenever they are needed.",0.06623026
Anyo be nàde dzesii hã be nusiwo hoa dɔ na ame metsia abati si me wode ati suesuewoe alo aŋeba si wodea tsii me bɔbɔe o .,It is also worth noting that allergens do not readily accumulate in a bedstead with a slatted base or in a water bed .,,"It is said that when people are gathered together, they should speak kindly and not cause trouble.",0.11967218
"Anɔ eme be "" wɔ memee "" si Sara tsɔ mè aboloae la nye esi wotsɔ ƒo , alo lu si woyɔna be emmer la tu .","The "" fine flour "" that Sarah used may have come from emmer wheat or from barley .",,"It is said that “we are together,” and if Sara takes my place, that is when they will act, or else it means that the situation will change.",0.16899681
"Anɔ eme be Biblia le mia degbe me , si nàte ŋu azã abe mawusubɔsubɔ ŋuti mɔfiamegbalẽ ene .",You likely have available in your language a translation of the Bible that you can use as a spiritual road map .,,"Now that the Bible is in our possession, we will read it carefully and understand its teachings.",0.4491323
Anɔ eme be Epikuro ƒe xexemenunyafiafia ƒe akpa si vloe wu ɖesiaɖe hãe flua ame wu .,It may be that the most dangerous element in Epicurus ' philosophy was also the most subtle .,,It is said that Epicurus’ teaching of happiness is something that brings people together.,0.46149755
"Anɔ eme be Miryam ye xɔ ŋgɔ le tsitretsitsi ɖe Mose ŋu me , elabena Yehowa tsɔ anyidɔ he toe na Miryam kwasiɖa ɖeka ɖe eƒe ame mabumabu nuwɔnaa ta , ke mehe to na Aron o . - Mose IV , 12 : 1 - 15 .","Apparently , Miriam took the lead in this move against Moses , for Jehovah disciplined Miriam , not Aaron , with a week - long case of leprosy for her disrespectful conduct . - Numbers 12 : 1 - 15 .",,"Now it says that Miriam was taken to Moses’ tent, because Jehovah gave a command to Miriam that she should be among the people, but not to Aaron.",0.6400332
"Anɔ eme be Tɔgbui Arthur Bakewell ɖe ami ɖe eƒe nyaa ya , ke hã Violet ƒe dzonɔamemea kpɔ ŋusẽ gã aɖe ɖe Williams ƒomea ƒe dzidzime siwo va ɖe wo yome la dzi .","Arthur was probably biased , but Violet 's zealous example greatly influenced the next Williams generation .",,"It is said that Mr. Arthur Bakewell went to his own house, and that Violet’s sister also went to Williams’s house.",0.42408112
Anɔ eme be ame ahiã kpekpeɖeŋu ŋutɔŋutɔ aɖewo le srɔ ̃ a ƒe ku megbe teti .,"In the days following the immediate bereavement , a surviving spouse will likely welcome practical help .",,"If a person does not keep his promises, his life will be short.",0.025043702
Anɔ eme be ati si woyɔna be Agarwood ( atiwo ƒe hatsotso si woyɔna be Aquilaria la dometɔ ɖeka ) la mee wokpɔa aloe si ŋu woƒo nu tsoe le Biblia me la tsonɛ .,The aloes of the Bible likely came from Agarwood ( a species of Aquilaria ) .,,It is said that the wood known as agarwood (the tree whose resin is called Aquilaria) was used as incense that is mentioned in the Bible.,0.72033
"Anɔ ƒe 500 le Nimrod ƒe ɣeyiɣia megbe la , Yehowa ƒo nuteƒewɔla Abraham ƒe dzidzimeviwo nu ƒu wozu Israel - dukɔ be woanye Yeƒe ɖasefowo le anyigba dzi .","About 500 years after Nimrod 's time , Jehovah organized the descendants of faithful Abraham into the nation of Israel to serve as His witness on earth .",,"In the 500th year of Nimrod’s reign, Jehovah made a covenant with Abraham’s descendants that they would become Israel—so that they would be God’s servants on the earth.",0.88047844
"Ao , elabena womeƒo nu tso dzotɔtɔame kple dzofia dzadzraɖo alo ehehlẽ ɖi ŋu o .","No , for there is no reference to cremation and the preservation or the scattering of the resulting ashes .",,"Now, if you do not want to be in trouble and be taken away, do not do it.",0.006153837
"Ao , eyi edzi do gbe ɖa na Yehowa zi etɔ ̃ gbesiagbe vɔvɔ ̃ manɔmee , abe alesi wòwɔna ɖaa ene .","No , he fearlessly continued praying to Jehovah three times a day , as was his custom .",,"Now, if you have any need, turn to Jehovah, for He is the source of all blessings, and He will hear you.",0.24559686
"Apostolo Paulo gblɔ be Henox kple ame bubu siwo nye ɖasefowo do ŋgɔ na Kristotɔwo eye wonye alẽha gã me tɔwo la ' katã ku ' eye "" woƒe asi mesu ŋugbedodo la dzi o . ""","The apostle Paul states that Enoch and others making up the great cloud of pre - Christian witnesses ' all died ' and "" did not get the fulfillment of the promise . """,,"The Apostle Paul said that Henex and the poor disciples are given to the Christians, and they are not all the same; their hands are not in the devil’s fire.",0.39942825
"Apostolo Paulo ŋlɔ bena : "" Miyi edzi mianɔ nuwo dom kpɔ , be wodze Aƒetɔ la ŋu hã . ""","The apostle Paul wrote : "" Keep on making sure of what is acceptable to the Lord . """,,"Apostle Paul said: “I am not ashamed of the gospel, that I proclaim it boldly.”",0.53357875
"Apostolo Paulo ŋlɔ le amesiwo tɔgbe abɔ le ' ŋkeke mamlɛ ' siawo me ŋu be : "" Le ŋkeke mamleawo me la ɣeyiɣi vɔ ̃ wo lava .","Concerning the sort of people that would abound in these "" last days , "" the apostle Paul wrote : "" In the last days critical times hard to deal with will be here .",,Apostle Paul said among the small things: “In small matters the devil is at work.”,0.46715963
"Apostolo Paulo ɖe nu me be : "" Ne Kristo tɔe mienye la , ekema Abraham ƒe dzidzimee mienye vavã . ""","The apostle Paul explains : "" If you belong to Christ , you are really Abraham 's seed . """,,"Apostle Paul says: “If Christ is our righteousness, then Abraham’s faith is also counted as righteousness.”",0.65536577
Apostolo Petro ' ɖo ŋku nanewo dzi na haxɔsetɔwo togbɔ be wonya wo eye wòna woli ke ɖe nyateƒea me gake . ',"The apostle Peter ' was disposed to remind fellow believers of some things , although they knew them and were firmly set in the truth . '",,"Apostle Peter said that the believers should be careful to receive it, and that they will be in the truth.",0.69410616
"Apostolo Petro gblɔ bena : "" Mawu mekpɔa ame ŋku me o , hafi boŋ le dukɔ sia dukɔ me , amesi ke vɔ ̃ nɛ , eye wòwɔa nu dzɔdzɔe la , eya dzea eŋu . "" - Dɔwɔwɔwo 10 : 34 , 35 .",""" God is not partial , "" stated the apostle Peter , "" but in every nation the man that fears him and works righteousness is acceptable to him . "" - Acts 10 : 34 , 35 .",,"The Apostle Peter said: “God does not choose people because of their status; He looks at the heart, not the outward appearance, and when you have a sincere heart, He will bless you.” – Acts 10:34, 35",0.5284332
"Apostolo Petro gblɔ le wo ŋu be wonye "" aʋatsonyagblɔɖilawo "" kple "" aʋatsonufialawo "" siwo hea "" gbegblẽ ƒe kɔmamãwo "" vɛ .","The apostle Peter describes them as "" false prophets "" and "" false teachers "" who would create "" destructive sects . """,,"Apostle Peter said to them that they are “the unfaithful” and “the faithful,” who bear the world’s sins.",0.59718466
"Apostolo Petro ɖo kpe esia dzi , esi wògblɔ be : ' Midro miaƒe dzimaɖitsitsiwo katã ɖe eyama dzi , elabena eléa be na mi . '","The apostle Peter confirmed this when he said : "" Throw all your anxiety upon him , because he cares for you . """,,"The Apostle Peter said this, that he said: “I have sent all of my disciples into the world, because they belong to me.”",0.4780207
"Aristotle xɔe se hã be ɣe kple ɣletinyigba bubuwo katã de blibo , dzesi alo ɖi aɖeke mele wo ŋu o eye womate atrɔ o .","Aristotle also held that the sun and other celestial objects were perfect , free of any marks or blemishes and not subject to change .",,"Aristotle said that even the greatest and most powerful things are all perishable, and that nothing can be done to them and they will not endure.",0.42959225
"Asa dzi Yehosafat , Yehosafat dzi Yoram , Yoram dzi Uzia ,",Asa became the father of Jehoshaphat . Jehoshaphat became the father of Joram . Joram became the father of Uzziah .,,"Asa is the son of Jehoshaphat, Jehoshaphat is the son of Joram, Joram is the son of Uzziah",0.8955957
Asaƒoƒo na Aglotutu Blibaa,Avoiding Revelry,,Asaƒoƒo and Aglotutu Blibaa,0.14566596
Asesẽ na amesi kpɔ nuwɔwɔ siawo le lãwo kpɔƒe wohe ve wòdo ɖe gota be wòakpɔ alesi wonya kpɔna hedze anii ne wole du ƒum le wo ɖokui si le Afrika gbewo me la le susume .,Anyone who has seen these creatures with their necks poking out of a zoo enclosure may find it difficult to visualize their true beauty and grace as they run wild and free in the African bush .,,"If you have any of these illnesses in your body, you should go to the hospital so that you can receive treatment before they become serious, especially if you live in Africa where they are common.",0.113958314
Asia - nyɔnuwo Nɔa Agbe Didi Wu,The Rocketing Yen,,Asia – Women are the backbone of life,0.1530529
Asiheheɖemegbe afia be medi be yeawɔ xɔ ̃ o .,The rejection of the hand would signify a rejection of the friendship .,,I'm not sure if I will be able to go.,0.059706952
Asiɖeɖe le Nusiwo Dzɔ Va Yi Ŋu,Letting Go of the Past,,The little ones are in the children; they go and take them,0.07832837
"Ate ŋu afia atama alo sigaret nono , si gblẽa nu le ame ŋu , alo fefenya madzetowo gbɔgblɔ .",It can refer to the harmful practice of smoking or the telling of obscene jokes .,,"If you smoke cigarettes, you will bring trouble to others and cause illness.",0.5578941
"Ate ŋu afia aɖaŋuɖoɖo aɖe si nu sẽ , gake mefiaa aɖaŋuɖoɖo ameŋumabumabutɔe o .",It can refer to strong counsel but does not indicate hostility .,,"If you do not keep the white cloth clean, then you will be cursed by the spirits.",0.08745807
Ate ŋu axɔ ƒe etɔ ̃ hafi lo si le tɔ gã me ƒe didime naɖo nenema .,It can take up to three years for young crocodiles to reach the same length in the wild .,,The one who takes something that belongs to a child will be punished.,0.039943516
Atike siwo dzi ewɔlawo ƒe ŋkɔ mele o nye atike siwo atikewɔƒe bubuwo kpɔ esiwo dzi ewɔlawo ƒe ŋkɔ le hewɔ .,Generic drugs are copies of drugs that have been patented by other pharmaceutical companies .,,The people who are in the market are not the people who are in the market’s inner circle.,0.0960733
"Atikenyalawo fia be woate ŋu anye lãmetsiwo kple dɔlélenutsiŋutete ƒe gbegblẽ , dɔxɔxɔwo , kple nanewo siwo gblẽ le vinɔa ƒe vidzidɔ nu alo vidzidɔa ŋu .","Medical authorities point to hormonal and immune system disorders , infections , and abnormalities in the cervix or the uterus of the mother .",,"The elders say that you must not mix the herbs with the bitter roots, the leaves, and the seeds that are found in the garden’s soil or in the field.",0.05700615
Atsrima ƒe atsyɔ ̃ do dzidzɔ na Aleksanda Gãtɔ ale gbegbe be ede se le eƒe fiaɖuƒea katã me be woakpɔ wo ta .,Alexander the Great was so impressed by the beauty of the peacock that he insisted that the bird be protected throughout his realm .,,"Atsrima’s relative died for Alexander Gato, and everyone said that they would not take his place.",0.22663109
Atsua kple nɔa siaa kpɔa gome le azi dzi dɔdɔ kple wo viwo nyinyi me ɖekae .,Both male and female birds share in incubating the eggs and feeding the chicks .,,​Atsua and this person will stay at home in the evening with their families and friends.,0.11620917
"Atsyɔ ̃ ɖoɖo , 8 / 8","Athens ( Greece ) , 3 / 8",,"Welcome again, 8/8",0.30939922
"Australiatɔwo ƒe nyadzɔdzɔgbalẽ si nye The Age ka nya ta be Anglikan - sɔlemea ƒe bisiɔpwo ƒe tatɔ Philip Jensen , si nye woƒe nunɔlagã xɔŋkɔwo dometɔ ɖeka le Sydney , Australia , ƒo nu tsi tre ɖe Canterbury ƒe Bisiɔpgã ŋu nyitsɔ laa be "" enye mawunyafiala ŋukpenanuwɔla si nɔa fetu xɔm to amewo beble dzi . ""","Philip Jensen , the Anglican dean of Sydney and one of Australia 's most prominent prelates , recently denounced the Archbishop of Canterbury as "" a theological prostitute who was taking his salary under false pretences , "" reports the Australian newspaper The Age .",,"The Age reports that Anglican bishop Philip Jensen, who is the head of a single diocese in Sydney, Australia, has said that “the church is a place where people can come together and be welcomed.”",0.5388123
Austria - lɔdzedɔwɔƒea kpɔ gome le dziɖuɖu si na amewo ƒe nu ku la me le nya aɖe si wotsɔ yi Europa ƒe Amegbetɔ ƒe Gomenɔamesiwo ƒe Dɔwɔha gbɔe la me .,The Austria branch has been involved in a stunning victory in a case before the European Commission of Human Rights .,,Austria is a small country located in the region that belongs to the peoples of Europe.,0.56089383
"Ava dzɔ godoo be nàva dze ŋgɔ tetekpɔ aɖe si nu ate ŋu asẽ ŋutɔ , ɖewohĩ le ɣeyiɣi si mèle mɔ kpɔm nɛ kura o me .","Sooner or later , you will probably be confronted with a particularly powerful enticement - perhaps when you least expect it .",,"If you go to the market and you buy something that is not good, the seller will take it back and give you a translation.",0.22859575
Avewo Tsɔtsrɔ ̃,Habitat Destruction,,Welcome,0.00021359732
"Awɔ esia to eƒe Fiaɖuƒe "" si matsrɔ ̃ gbeɖegbeɖe o "" la dzi . - Daniel 2 : 44 .","By means of his Kingdom , which "" will never be brought to ruin . "" - Daniel 2 : 44 .",,He who has his heart set on the things that are not of this world.,0.17082159
"Awɔ na wò be amesi tututu dim yelee ma yekpɔ . ""","Your imagination fills in the blanks with exactly what you want . """,,"If you say the child is very small, we will take it.",0.006110671
Awɔ na wò be ɖikeke mawo ɖe susu vevi si ta amewo melɔ ̃ na xɔa nukunuwo dzi sena o la me .,"You may feel that behind such doubts , there is a fundamental reason why people are reluctant to believe in miracles .",,You said that the little children are staying at home while the adults go out to buy things.,0.045171693
"Awɔe be ɣeaɖewoɣi la , dzidzɔ kple yayra siwo le srɔ ̃ ɖeɖe me la naxɔ nɔƒe evelia na teokrasigbanɔamedziwo .","Accordingly , the joys and blessings of marriage must at times take a backseat to theocratic responsibilities .",,"If the children are playing, the teachers and elders in the community must provide them with proper guidance and discipline.",0.23646705
"Axaz ku le ƒe 746 D.M.Ŋ . me , eye via Xizkiya xɔ ɖe eteƒe . Ɣemaɣi la , Yuda - dukɔa da ahe eye wodzudzɔ Yehowa subɔsubɔ .","Ahaz died in 746 B.C.E . , and his son Hezekiah inherited the materially impoverished and spiritually bankrupt kingdom of Judah .",,"In the year 746 D.M., the people of Xizkiya arrived there. At that time, the Jews—priests—were present and they worshiped Jehovah constantly.",0.38240832
"Axitofel , si nye eƒe aɖaŋuɖola si dzi wòkana ɖo hã va zu egɔmezɔla , eye wòwɔ ɖeka kple ame siwo dze aglã ɖe David ŋu .","Ahithophel , David 's trusted counselor , turned traitor and joined in a rebellion against David .",,"Axitofel, who is his close companion and also the one who stands with David.",0.5151808
