text,ref,Unnamed: 2,translated,similarity_score
"Ame siwo nye Osɔfowo esi woxɔ nu ewolia la nye amegbetɔwo , ŋutila ̃ kple ʋu , si kuna . Ke hena Melkizedek ya la , wogblɔ le eŋuti be egale agbe .","And here men that die receive tithes ; but there he receiveth them , of whom it is witnessed that he liveth .",,"For this Melchizedek, king of Salem, priest of the Most High God, met Abraham returning from the slaughter of the kings and blessed him",0.28144282
"Ame xɔŋkɔwo abe Abraham , Mose kple Fia David ene hã nye alẽkplɔlawo .","Great men such as Abraham , Moses , and King David were shepherds .",,"Our ancestors, namely Abraham, Moses and King David, are also prophets.",0.5322154
Ame ɖeka aɖe si ŋu nyatia meƒo nu tsoe o lae nye Tatenai .,One man who did not make the list in that article was Tattenai .,,One of the leaders of the people who settled in the town was Tatenai,0.23314086
"Ameawo gado ɣli sesi ̃ e be , "" Đe mi ́ egahia ̃ ɖasefo bubuwo be woatso ame sia nua ? Gbeɖe ! Mi ́ awo ŋutɔ mi ́ esee wo ̀ gblɔ be Mawu Vie yenye ! ""","They said , "" Why do we need any more witness ? For we ourselves have heard from his own mouth ! """,,"The elders asked them, ""What kind of people are you that you come to our town and do not greet us? Shame! I will go and tell the owner of the land, the great God!""",0.45656693
Ameawo wɔ nu tso dzi blibo me .,The people 's response was wholehearted .,,The children are playing in the courtyard.,0.045694377
Amebeble alo alakpa aɖeke mele wo me o .,There is nothing devious or crooked in them .,,The children are playing with the small dog outside.,0.05883637
Ameha yome nɔnɔ mana hehe míaƒe nugɔmesese ƒe ŋutetewo o ; eye nenema kee se sesẽ gbogbo aɖewo dede na mí hã mate ŋu ana hehe míaƒe dzitsinya o .,"Following the crowd would not train our perceptive powers ; nor , on the other hand , would a host of rigid rules in matters of conscience .",,"If the child does not listen to the advice of the elders, it will be difficult for him to live a good life, because wisdom is the principal thing that guides one to live a successful life.",0.33682117
"Amehaawo nɔ mía dzum esime míezɔ ge ɖe míaƒe ʋuwo me heyi Cape Girardeau , le Missouri , hena takpekpea ƒe akpa susɔea wɔwɔ .","Soldiers with drawn rifles and bayonets lined the street . Amid insults , we walked to our cars and drove to Cape Girardeau , Missouri , for the remaining sessions of the assembly .",,"The family moved to Cape Girardeau, Missouri, where they lived in a small apartment.",0.36067593
"Ameka alo nukae nye "" ŋukeɣletivi "" si Petro yɔ , eye nukatae nèɖo eŋu nenema ?","Who or what is the "" daystar "" that Peter mentioned , and why do you so answer ?",,"What did Peter call the "" television "" when he came to our house yesterday?",0.403025
"Ameka xe mɔ na atsiaƒu , heɖo seɖoƒe nɛ ?","Who barricaded the sea , keeping it in its place ?",,"What is Ameka doing with the eggs, is she selling them?",0.0932776
"Amekae kpɔ awu nyui , afɔkpa yeye , alo ʋu yeye gɔ ̃ hã gbe kpɔ ?","Who does not enjoy a beautiful dress , a new pair of shoes , or even something like a brand - new car ?",,"When the sheep is caught, the shepherd rejoices, but what happens to the sheep itself?",0.11464976
"Amekae kpɔ mɔ atsɔ "" sidzedze ƒe safui "" si kplɔa ame yia agbe mavɔ me la aɣla ?","Who would dare hide "" the key of knowledge "" that leads to eternal life ?",,"What is the meaning of ""traditional medicine"" to you and how do you think it can be used to solve some of our health problems?",0.124200776
"Amenyo : Ɛ ̃ , nya ma wɔ nuku nam .","Alejandro : Yes , that did surprise me .",,"The child is crying, the mother is in the farm",-0.0108365305
"Amesiamina siwo awɔ ' nuteƒe va se ɖe keke ku me ke ' la koe axɔ makumakunyenye le dziƒo ƒe "" agbefiakuku "" la .","Only those anointed ones who prove "" faithful even to death "" will receive the "" crown "" of immortal life in heaven .",,"The children in the village were very happy when they heard that the ""agbefiakuku"" bird had come to the forest.",0.015876805
Amesiwo da asi ɖe fuɖeɖe dzi la ʋlia ablɔɖe kple gome si le nyɔnuwo si be woatso nya me la ta .,The pro - choice camp stands on the grounds of freedom and a woman 's right to decide .,,The women also went to the farm with the men to clear the land and to plant maize and other crops for them to eat when they come.,0.09169928
"Amesiwo dea ta agu le mɔ siwo mesɔ kple Mawu ƒe Nya o nu la , Satana ŋue wodea bubui , menye Yehowa o .","Those who worship in ways contrary to God 's Word honor Satan , not Jehovah .",,"And the dragon stood on the sand of the sea, then he saw the woman who was about to give birth and the child, and Satan was enraged, knowing that Yehowa is the one.",0.2466623
Amesiwo dea ŋugble le hadomegbenɔnɔ ŋu dometɔ aɖewo tsi dzimaɖi be nuŋɔŋlɔmɔnu si tɔtɔ kple nuƒoƒo masɔɖegbeŋutisedzi siwo wozãna le Nyakpuiɖoɖoɖa Mɔnua me ate ŋu anɔ nu gblẽm le ɖeviwo ƒe agbalẽnyanya ŋu .,Some social commentators worry that the mangled spelling and syntax used in SMS messages is harming the literacy skills of young ones .,,The women also have a special role to play in the traditional religion of the community where they serve as priestesses and also as intermediaries between the people and the gods in the Nyakpuiɖoɖoɖa shrine which is the most popular shrine in the area.,-0.004587842
Amesiwo koŋ ate ŋu axɔ dɔa bɔbɔe wue nye amesiwo zãa abui ɖeka ma ke tsɔ doa atike vɔ ̃ ɖi ɖe lãmeka me kple amesiwo dɔna ametakpɔnu mazãmazãe .,Those most at risk of contracting the disease are intravenous drug users who share needles and people who engage in unprotected sex .,,"The elders sat under a tree and were discussing an important issue that had happened in the town, so they called a meeting to settle the matter with the elders and the wise men of the town.",-0.004788273
"Amesiwo míewɔ dɔ kplii le ahadzraƒeawo nye fefewɔla siwo te ŋu ɖea avɔ le wo ɖokui ŋu faa , gbolowo , ŋutsu siwo dɔna kple ŋutsuwo , eye wo dometɔ aɖewo doa woƒe agbegbegblẽnɔnya la ɖe gbɔnye alo ɖe srɔ ̃ nye gbɔ .","We worked in clubs with strippers , prostitutes , and homosexuals , some of whom would make lewd propositions either to me or to my wife . And the rock - band musicians were often high on drugs .",,"The children in the village went to the farm with their mothers to harvest corn, cassava, and other crops, and when they returned home, they would share their experiences with their friends and family members.",0.115356065
Amesiwo woafɔ ɖe tsitre la ava kpe ame gbogbo aɖewo siwo atsi agbe le nuɖoanyi vɔ ̃ ɖi sia ƒe nuwuwu .,Those resurrected will join an unlimited number who survive the end of the present wicked system .,,The children in the village went to the farm with their parents to learn how to cultivate the land and take care of the crops.,0.029547622
Amesiwo ŋu wowɔa anyra le ate ŋu adzudzɔ nuƒoƒo tso suku ŋu alo klass gobii aɖe alo suku ƒe dɔwɔna aɖe ŋu .,Targets of bullying may stop talking about school or about a particular class or activity at school .,,Some children in the village do not have the opportunity to attend school because some schools lack adequate infrastructure.,0.36779225
Amesiwo ƒe susu me wòle be yewoakpe takpekpedelawo tiatia ƒe mɔbiagbalẽwo ɖo la adi be yewoadze ga dzadzraɖo gɔme ɖe wɔna vevi siawo ŋu .,Those who have in mind filling out applications for delegate selection may wish to start saving some of their funds in anticipation of these special events .,,The elders of the town gathered at the town hall to discuss the issue of the bad road that has caused hardship for travelers.,0.0712892
Amewo Le Mawu Ƒe Ŋkɔa Nyam !,God 's Name Being Made Known !,,We praise God Almighty!,0.51532054
Amewo nɔ gegem henɔ dzodzom to xɔ kɔkɔ si le dziehe la ƒe fesrewo nu .,People were falling and jumping out of the north tower windows .,,The animals gathered at the riverside to drink water from the river bank.,0.021721669
Aminuwo,Fats,,Peace,0.25046113
"Ana hã be ' woayi edzi anɔ ku tsem le dɔ nyui sia dɔ nyui wɔwɔ me , ' vevietɔ le nya nyuia gbɔgblɔ me .","This would enable them to continue "" bearing fruit in every good work , "" especially in the preaching of the good news .",,"When I went to the farm yesterday, I saw a big snake at the foot of a tree, and a small one on the branch of the same tree.",0.02070514
Ann fɔ fu .,Ann got pregnant .,,He is going home,0.0797699
"Antonio , si fofo ku le ʋufɔku aɖe me la gblɔ be : "" Ele ko abe ɖe ame aɖe va do wò aƒea ƒe ʋɔwo hetsɔ safuiawo dzoe ene .","Antonio , who lost his father in a road accident , explains : "" It is like somebody sealing up your house and taking away the keys .",,"Antonio, when he heard the news, he said to them: ""If it is true that some people have come to destroy our town, then we will go and meet them.""",0.3923749
Anukwareɖiɖi - Numaɖowɔe loo alo Nuɖowɔ Yea ?,Honesty - By Chance or by Choice ?,,What is the name of the child that the Numaɖowɔe people are calling Nuɖowɔ Yea?,-0.0457545
Anye nusi míaɖo awɔ .,It will be a matter of choice .,,The child is not going there.,0.09333081
"Anye ƒe etɔ ̃ e nye si va yi esime Maria nɔ Lisbon , Portugal la , eƒe avu si gbɔ melɔ ̃ a nu lena o bu , eye wòna woɖe gbeƒãe le radio dzi .","About three years ago , when Maria was living in Lisbon , Portugal , her beloved dog strayed , and she had this announced over the radio .",,"She was born in Lisbon, Portugal, where she grew up and later worked as a radio presenter.",0.4662291
Anye ɣeyiɣi aɖe le Salomo ƒe ku megbee wokpa ha sia .,The psalm must have been composed some time after Solomon 's death .,,And there was a certain widow in the city of the son of Solomon who was very poor.,0.43315881
Anyigba ƒe nɔnɔmetata si fia ɣleti eve ƒe mɔzɔzɔ tso Tallinn yi ɖe Noril 'sk ƒe gakpɔ xɔŋkɔa me,"( For fully formatted text , see publication ) A map marking the two - month - long trip from Tallinn to the infamous Noril 'sk camp",,The capital of Estonia is the city of Tallinn and the industrial center is Noril'sk,0.38600048
Anyigbatataa dzaa ko : Based on maps copyrighted by Pictorial Archive ( Near Eastern History ) Est . and Survey of Israel,Map only : Based on maps copyrighted by Pictorial Archive ( Near Eastern History ) Est . and Survey of Israel,,The boundaries are based on maps copyrighted by Pictorial Archive (Near Eastern History) Est. and Survey of Israel,0.85356617
Anyigbaʋuʋu siae nye sesẽtɔ atɔ ̃ lia tso ƒe 1900 .,This earthquake was the fifth strongest since the year 1900 .,,The first secondary school in the town was established in 1900.,0.29448602
Anyo be hamemetsitsiwo katã naɖo ŋku edzi be Ŋɔŋlɔawo meyɔ ƒe aɖe koŋ si wòle be ŋutsu naxɔ hafi woakafui be woaɖoe subɔsubɔdɔwɔla alo hamemetsitsi o .,All elders do well to remember that the Scriptures do not give a minimum age for a man to be recommended as a ministerial servant or an elder .,,The elders of the town gathered at the chief's palace to discuss the issue of the stranger who had come to live among them.,0.27738068
Anyo be miaɖu nu siwo susɔ mietsɔ de nufamɔ me la le ŋkeke etɔ ̃ alo ene me .,"If you store leftovers in the refrigerator , eat them within three to four days .",,"If I have a friend who is a good person and has a good character, I will also be happy with him.",0.038004138
Anyo be nàde dzesii hã be nusiwo hoa dɔ na ame metsia abati si me wode ati suesuewoe alo aŋeba si wodea tsii me bɔbɔe o .,It is also worth noting that allergens do not readily accumulate in a bedstead with a slatted base or in a water bed .,,"If you want to learn a trade, you must be prepared to be an apprentice to a master for a long time and do all the dirty work before you become a master yourself.",0.04094954
"Anɔ eme be "" wɔ memee "" si Sara tsɔ mè aboloae la nye esi wotsɔ ƒo , alo lu si woyɔna be emmer la tu .","The "" fine flour "" that Sarah used may have come from emmer wheat or from barley .",,"And they said ""let us make"" Sara a kitchen and her room there, and also made a place for her to rest.",0.37940544
"Anɔ eme be Biblia le mia degbe me , si nàte ŋu azã abe mawusubɔsubɔ ŋuti mɔfiamegbalẽ ene .",You likely have available in your language a translation of the Bible that you can use as a spiritual road map .,,"When we read the Bible every day, we can gain strength and courage to overcome life's challenges.",0.50748545
Anɔ eme be Epikuro ƒe xexemenunyafiafia ƒe akpa si vloe wu ɖesiaɖe hãe flua ame wu .,It may be that the most dangerous element in Epicurus ' philosophy was also the most subtle .,,Some people are followers of Epicurus' doctrine that one should only pursue moderate desires,0.45958653
"Anɔ eme be Miryam ye xɔ ŋgɔ le tsitretsitsi ɖe Mose ŋu me , elabena Yehowa tsɔ anyidɔ he toe na Miryam kwasiɖa ɖeka ɖe eƒe ame mabumabu nuwɔnaa ta , ke mehe to na Aron o . - Mose IV , 12 : 1 - 15 .","Apparently , Miriam took the lead in this move against Moses , for Jehovah disciplined Miriam , not Aaron , with a week - long case of leprosy for her disrespectful conduct . - Numbers 12 : 1 - 15 .",,"And the man Moses was very meek, above all the men which were upon the face of the earth, and his sister Miriam took a timbrel in her hand; and all the women went out after her with timbrels and with dances, and Miriam answered them, Sing ye to the Lord, for he hath triumphed gloriously; the horse and his rider hath he thrown into the sea - Numbers 12: 1 - 15",0.5794385
"Anɔ eme be Tɔgbui Arthur Bakewell ɖe ami ɖe eƒe nyaa ya , ke hã Violet ƒe dzonɔamemea kpɔ ŋusẽ gã aɖe ɖe Williams ƒomea ƒe dzidzime siwo va ɖe wo yome la dzi .","Arthur was probably biased , but Violet 's zealous example greatly influenced the next Williams generation .",,Some of his children with Tɔgbui Arthur Bakewell include his daughter Violet and her siblings who are also part of the Williams family lineage that they belong to.,0.5110381
Anɔ eme be ame ahiã kpekpeɖeŋu ŋutɔŋutɔ aɖewo le srɔ ̃ a ƒe ku megbe teti .,"In the days following the immediate bereavement , a surviving spouse will likely welcome practical help .",,"Some people are very wicked and they are in our midst, waiting for an opportunity to strike.",-0.049665034
Anɔ eme be ati si woyɔna be Agarwood ( atiwo ƒe hatsotso si woyɔna be Aquilaria la dometɔ ɖeka ) la mee wokpɔa aloe si ŋu woƒo nu tsoe le Biblia me la tsonɛ .,The aloes of the Bible likely came from Agarwood ( a species of Aquilaria ) .,,The tree from which the Agarwood ( the resinous heartwood of the Aquilaria tree ) is extracted is mentioned in the Bible as Aloe.,0.84839594
"Anɔ ƒe 500 le Nimrod ƒe ɣeyiɣia megbe la , Yehowa ƒo nuteƒewɔla Abraham ƒe dzidzimeviwo nu ƒu wozu Israel - dukɔ be woanye Yeƒe ɖasefowo le anyigba dzi .","About 500 years after Nimrod 's time , Jehovah organized the descendants of faithful Abraham into the nation of Israel to serve as His witness on earth .",,"About 500 years after Nimrod, the hunter, died, Jehovah spoke to Abraham's family and told them to leave for Israel, because He would make them a great nation.",0.7836624
"Ao , elabena womeƒo nu tso dzotɔtɔame kple dzofia dzadzraɖo alo ehehlẽ ɖi ŋu o .","No , for there is no reference to cremation and the preservation or the scattering of the resulting ashes .",,"Yes, the child's mother and father and the elders will gather and discuss the matter.",0.34364396
"Ao , eyi edzi do gbe ɖa na Yehowa zi etɔ ̃ gbesiagbe vɔvɔ ̃ manɔmee , abe alesi wòwɔna ɖaa ene .","No , he fearlessly continued praying to Jehovah three times a day , as was his custom .",,"And, behold, a great multitude, which no man could number, of all nations, and kindreds, and people, and tongues, stood before the Lord",0.2792472
"Apostolo Paulo gblɔ be Henox kple ame bubu siwo nye ɖasefowo do ŋgɔ na Kristotɔwo eye wonye alẽha gã me tɔwo la ' katã ku ' eye "" woƒe asi mesu ŋugbedodo la dzi o . ""","The apostle Paul states that Enoch and others making up the great cloud of pre - Christian witnesses ' all died ' and "" did not get the fulfillment of the promise . """,,The Apostle Paul says that Enoch and all the righteous who died before Christ are in a place of rest waiting for the resurrection.,0.73274887
"Apostolo Paulo ŋlɔ bena : "" Miyi edzi mianɔ nuwo dom kpɔ , be wodze Aƒetɔ la ŋu hã . ""","The apostle Paul wrote : "" Keep on making sure of what is acceptable to the Lord . """,,"The Apostle Paul says: "" I have fought a good fight, I have finished the race, I have kept the faith. """,0.5604318
"Apostolo Paulo ŋlɔ le amesiwo tɔgbe abɔ le ' ŋkeke mamlɛ ' siawo me ŋu be : "" Le ŋkeke mamleawo me la ɣeyiɣi vɔ ̃ wo lava .","Concerning the sort of people that would abound in these "" last days , "" the apostle Paul wrote : "" In the last days critical times hard to deal with will be here .",,"The Apostle Paul and his companions then went to the synagogue and on the Sabbath they entered and sat down, and Paul said: ""Men of Israel and you who fear God, listen to me.""",0.41259107
"Apostolo Paulo ɖe nu me be : "" Ne Kristo tɔe mienye la , ekema Abraham ƒe dzidzimee mienye vavã . ""","The apostle Paul explains : "" If you belong to Christ , you are really Abraham 's seed . """,,"The Apostle Paul also says: ""If you belong to Christ, then you are Abraham's descendants, and heirs according to the promise.""",0.8000049
Apostolo Petro ' ɖo ŋku nanewo dzi na haxɔsetɔwo togbɔ be wonya wo eye wòna woli ke ɖe nyateƒea me gake . ',"The apostle Peter ' was disposed to remind fellow believers of some things , although they knew them and were firmly set in the truth . '",,The Apostle Peter also had a mother-in-law who was suffering from a high fever,0.547732
"Apostolo Petro gblɔ bena : "" Mawu mekpɔa ame ŋku me o , hafi boŋ le dukɔ sia dukɔ me , amesi ke vɔ ̃ nɛ , eye wòwɔa nu dzɔdzɔe la , eya dzea eŋu . "" - Dɔwɔwɔwo 10 : 34 , 35 .",""" God is not partial , "" stated the apostle Peter , "" but in every nation the man that fears him and works righteousness is acceptable to him . "" - Acts 10 : 34 , 35 .",,"Then Peter began to speak: ""I now realize how true it is that God does not show favoritism, but accepts men from every nation who fear him and do what is right, and he has sent this message to the people of Israel, preaching peace through Jesus Christ, who is Lord of all.""",0.61963415
"Apostolo Petro gblɔ le wo ŋu be wonye "" aʋatsonyagblɔɖilawo "" kple "" aʋatsonufialawo "" siwo hea "" gbegblẽ ƒe kɔmamãwo "" vɛ .","The apostle Peter describes them as "" false prophets "" and "" false teachers "" who would create "" destructive sects . """,,"The Apostle Peter also mentions ""the prophets of old"" and ""the holy prophets"" who were ""the servants of the Word"".",0.67275524
"Apostolo Petro ɖo kpe esia dzi , esi wògblɔ be : ' Midro miaƒe dzimaɖitsitsiwo katã ɖe eyama dzi , elabena eléa be na mi . '","The apostle Peter confirmed this when he said : "" Throw all your anxiety upon him , because he cares for you . """,,"The Apostle Peter answered and said: 'Lord, if it is you, bid me come to you on the water.'",0.38268515
"Aristotle xɔe se hã be ɣe kple ɣletinyigba bubuwo katã de blibo , dzesi alo ɖi aɖeke mele wo ŋu o eye womate atrɔ o .","Aristotle also held that the sun and other celestial objects were perfect , free of any marks or blemishes and not subject to change .",,"Aristotle said that it is the mark of an educated mind to be able to entertain a thought without accepting it, and that is exactly what you have done",0.20091209
"Asa dzi Yehosafat , Yehosafat dzi Yoram , Yoram dzi Uzia ,",Asa became the father of Jehoshaphat . Jehoshaphat became the father of Joram . Joram became the father of Uzziah .,,"Asa begot Jehoshaphat, Jehoshaphat begot Joram, Joram begot Uzziah",0.73157823
Asaƒoƒo na Aglotutu Blibaa,Avoiding Revelry,,The elders and the wise men of the town,0.34637758
Asesẽ na amesi kpɔ nuwɔwɔ siawo le lãwo kpɔƒe wohe ve wòdo ɖe gota be wòakpɔ alesi wonya kpɔna hedze anii ne wole du ƒum le wo ɖokui si le Afrika gbewo me la le susume .,Anyone who has seen these creatures with their necks poking out of a zoo enclosure may find it difficult to visualize their true beauty and grace as they run wild and free in the African bush .,,The women also have a special dance called the aksombo which they perform during the celebration of the yam festival and other important occasions in their communities in West Africa and beyond.,0.29850137
Asia - nyɔnuwo Nɔa Agbe Didi Wu,The Rocketing Yen,,Asia - the continent of great rivers and mountains,0.18162364
Asiheheɖemegbe afia be medi be yeawɔ xɔ ̃ o .,The rejection of the hand would signify a rejection of the friendship .,,The one who does not listen to advice will buy a debt,0.13642724
Asiɖeɖe le Nusiwo Dzɔ Va Yi Ŋu,Letting Go of the Past,,The elders are gathering at the chief's palace,-0.05638188
"Ate ŋu afia atama alo sigaret nono , si gblẽa nu le ame ŋu , alo fefenya madzetowo gbɔgblɔ .",It can refer to the harmful practice of smoking or the telling of obscene jokes .,,"When we were young, we used to buy cigarettes and smoke, but now we are old, and we have stopped smoking completely.",0.4021895
"Ate ŋu afia aɖaŋuɖoɖo aɖe si nu sẽ , gake mefiaa aɖaŋuɖoɖo ameŋumabumabutɔe o .",It can refer to strong counsel but does not indicate hostility .,,"If we are doing something good, it will show, but if we are doing something bad, it will also show.",0.2918471
Ate ŋu axɔ ƒe etɔ ̃ hafi lo si le tɔ gã me ƒe didime naɖo nenema .,It can take up to three years for young crocodiles to reach the same length in the wild .,,"When the old woman's husband died, she was left with her only child to take care of",-0.02819657
Atike siwo dzi ewɔlawo ƒe ŋkɔ mele o nye atike siwo atikewɔƒe bubuwo kpɔ esiwo dzi ewɔlawo ƒe ŋkɔ le hewɔ .,Generic drugs are copies of drugs that have been patented by other pharmaceutical companies .,,The old woman's child is not the old woman's family's problem but the old woman's family's child is the old woman's family's problem.,0.065874204
"Atikenyalawo fia be woate ŋu anye lãmetsiwo kple dɔlélenutsiŋutete ƒe gbegblẽ , dɔxɔxɔwo , kple nanewo siwo gblẽ le vinɔa ƒe vidzidɔ nu alo vidzidɔa ŋu .","Medical authorities point to hormonal and immune system disorders , infections , and abnormalities in the cervix or the uterus of the mother .",,"The traditional religionists have their shrines and sacred places where they perform their rituals, sacrifices, and other activities in the midst of their communities from one village to another.",0.08145522
Atsrima ƒe atsyɔ ̃ do dzidzɔ na Aleksanda Gãtɔ ale gbegbe be ede se le eƒe fiaɖuƒea katã me be woakpɔ wo ta .,Alexander the Great was so impressed by the beauty of the peacock that he insisted that the bird be protected throughout his realm .,,The wife of Atsrima has given birth to a baby boy and Alexander the Great has sent them a gift to congratulate them on the birth of their child.,0.39520854
Atsua kple nɔa siaa kpɔa gome le azi dzi dɔdɔ kple wo viwo nyinyi me ɖekae .,Both male and female birds share in incubating the eggs and feeding the chicks .,,The child and the mother went to the farm with the small children and their grandmother.,0.23856997
"Atsyɔ ̃ ɖoɖo , 8 / 8","Athens ( Greece ) , 3 / 8",,"The number eight, 8 / 8",0.34714788
"Australiatɔwo ƒe nyadzɔdzɔgbalẽ si nye The Age ka nya ta be Anglikan - sɔlemea ƒe bisiɔpwo ƒe tatɔ Philip Jensen , si nye woƒe nunɔlagã xɔŋkɔwo dometɔ ɖeka le Sydney , Australia , ƒo nu tsi tre ɖe Canterbury ƒe Bisiɔpgã ŋu nyitsɔ laa be "" enye mawunyafiala ŋukpenanuwɔla si nɔa fetu xɔm to amewo beble dzi . ""","Philip Jensen , the Anglican dean of Sydney and one of Australia 's most prominent prelates , recently denounced the Archbishop of Canterbury as "" a theological prostitute who was taking his salary under false pretences , "" reports the Australian newspaper The Age .",,"The Australian newspaper The Age reports that Anglican bishop Philip Jensen, the dean of Sydney, Australia, has said of the Archbishop of Canterbury that ""he is a very nice man but very confused and not able to give clear leadership to the church.""",0.774334
Austria - lɔdzedɔwɔƒea kpɔ gome le dziɖuɖu si na amewo ƒe nu ku la me le nya aɖe si wotsɔ yi Europa ƒe Amegbetɔ ƒe Gomenɔamesiwo ƒe Dɔwɔha gbɔe la me .,The Austria branch has been involved in a stunning victory in a case before the European Commission of Human Rights .,,"Austria is a country located in Central Europe, and it is bordered by the Czech Republic and Germany to the north, Hungary and Slovakia to the east, Slovenia and Italy to the south, and Switzerland and Liechtenstein to the west",0.47345585
"Ava dzɔ godoo be nàva dze ŋgɔ tetekpɔ aɖe si nu ate ŋu asẽ ŋutɔ , ɖewohĩ le ɣeyiɣi si mèle mɔ kpɔm nɛ kura o me .","Sooner or later , you will probably be confronted with a particularly powerful enticement - perhaps when you least expect it .",,"If you have a problem and you are not able to solve it, there is a wise saying that when you are faced with a challenge, you should not be afraid to ask for help.",0.2773708
Avewo Tsɔtsrɔ ̃,Habitat Destruction,,The Avewo River,0.30287308
"Awɔ esia to eƒe Fiaɖuƒe "" si matsrɔ ̃ gbeɖegbeɖe o "" la dzi . - Daniel 2 : 44 .","By means of his Kingdom , which "" will never be brought to ruin . "" - Daniel 2 : 44 .",,"And in the days of those kings, the God of heaven will set up a kingdom that will never be destroyed",0.5710288
"Awɔ na wò be amesi tututu dim yelee ma yekpɔ . ""","Your imagination fills in the blanks with exactly what you want . """,,The dog and the goat were very good friends indeed.,0.11038911
Awɔ na wò be ɖikeke mawo ɖe susu vevi si ta amewo melɔ ̃ na xɔa nukunuwo dzi sena o la me .,"You may feel that behind such doubts , there is a fundamental reason why people are reluctant to believe in miracles .",,They and their children will be very happy and will live in peace with all their relatives and friends.,-0.0008593369
