text,ref,Unnamed: 2,translated,similarity_score
"Betrayal - German Churches and the Holocaust lɛ wie akɛ , kɛlɛ Odasefoi lɛ "" tee nɔ amɛja woji bibii lɛ ni amɛhiɛ amɛnɔkwayeli lɛ mli . ""","Yet , the Witnesses "" continued to distribute pamphlets and otherwise maintain their faith , "" notes Betrayal - German Churches and the Holocaust .",,"The German churches and their leaders were complicit in the Nazi regime's atrocities, saying ""we only obeyed the laws of the land""",0.5453495
"Biblia Kaselɔ lɛ ha mimami woji bibii komɛi , ni etsɛɛɛ ni eyɔse anɔkwalei ni yɔɔ mli lɛ .",Mother accepted some booklets from the Bible Student and soon recognized the ring of truth .,,"The Bible says that all scripture is inspired by God and is useful for teaching, for reproof, for correction, and for training in righteousness.",0.28102314
"Biblia lɛ bɔɔ kɔkɔ akɛ : "" Mɛi ni taoɔ nii pii aná lɛ gbeeɔ kaa kɛ tsɔne kɛ kwashiai akɔnɔi pii ni fiteɔ mɔ ní tsiɔ mɛi ewoɔ hiɛkpatamɔ kɛ laajemɔ mli lɛ amli . "" - 1 Timoteo 6 : 9 .","The Bible warns : "" Those who are determined to be rich fall into temptation and a snare and many senseless and hurtful desires , which plunge men into destruction and ruin . "" - 1 Timothy 6 : 9 .",,But those who want to be rich fall into temptation and a trap and into many foolish and harmful desires that plunge people into ruin and destruction.,0.85539454
"Biblia lɛ etsɛ waa moŋ , shi etsuɔ hiamɔ nii nɛɛ ahe nii , ni efeɔ fe nakai po .","As old as it is , the Bible addresses those needs and more .",,The Bible is a book that tells us about God's love for us and how we can have eternal life through faith in Him.,0.3733453
"Biblia lɛ haa hetoo akɛ : "" Ejaakɛ enɛ hi ni eŋɔɔ Nyɔŋmɔ ni ji wɔyiwalaherelɔ lɛ naa , mɔ ni sumɔɔ akɛ ehere gbɔmɛi fɛɛ yiwala , koni amɛshɛ anɔkwale lɛ lee mli . ""","The Bible answers : "" This is fine and acceptable in the sight of our Savior , God , whose will is that all sorts of men should be saved and come to an accurate knowledge of truth . """,,"The Bible also says: ""If you obey my commands, I will send you rain in its season, and the land will yield its crops, and the trees of the field will produce their fruit.""",0.3395924
Biblia lɛ jeee Yudafoi kɛ Kristofoi awoji komɛi kɛkɛ ni abua naa afee lɛ wolo kome .,The Bible is no mere collection of unrelated Jewish and Christian literature .,,"The Bible is the holy book of the Jews and Christians, which contains the word of God and is used for worship and teaching.",0.6469712
Biblia lɛ ji Nyɔŋmɔ Wiemɔ ni ekɛ emumɔ lɛ tsirɛ mɛi ni amɛŋmala .,The Bible is the inspired Word of God .,,The Bible is the word of God and it is the power of God for the salvation of everyone,0.74885255
Biblia lɛ ji map ni baanyɛ aye abua bo ni ona gbɛ ni esa akɛ otsɔ nɔ .,The Bible is a map that can help you to know which path to choose .,,The Bible says that people who do not obey the law will be punished.,0.3370022
"Biblia lɛ kɛ "" nilelɔi awiemɔi "" toɔ tsina kpalamɔtsei ni kanyaa mɔ koni eya ehiɛ yɛ jalɛ gbɛ lɛ nɔ lɛ he .","The Bible likens "" the words of the wise ones "" to oxgoads that prod us to move forward in the right direction .",,"The Bible is the ""word of God"" that guides our lives and helps us to know and understand what God wants us to do.",0.47261947
"Biblia lɛ kɛ wiemɔ ni ji "" miishɛjemɔ "" lɛ tsu nii nɔ ni fa fe shii ohai abɔ yɛ gbɛ ̀ i srɔtoi anɔ , koni wɔná nɔmimaa akɛ jeee akɛ Nyɔŋmɔ nuɔ shihilɛi ni wɔkɛkpeɔ lɛ ashishi kɛkɛ , shi eesumɔ ni eshɛje wɔmii .","The Bible uses "" comfort "" in various forms over a hundred times , assuring us that God not only understands what we face but also desires to comfort us .",,"The Bible is the book that tells us about ""faith"" and how we can have a relationship with God, and how He loves us so much that He sent His only Son Jesus Christ to die for our sins.",0.24825914
"Biblia lɛ kɛɔ akɛ "" buulufeemɔ kpɛtɛ gbekɛ tsui he . ""","The Bible says that "" foolishness is bound up in the heart of a child . """,,"The Bible says ""the truth will set you free.""",0.28157365
"Biblia lɛ kɛɔ wɔ akɛ , Yehowa Nyɔŋmɔ futu gbɔmɛi lɛ awiemɔ yɛ Babel akɛni amɛtse ehiɛ atua lɛ hewɔ .",The Bible tells us that Jehovah God confused the people 's language at Babel because they rebelled against him .,,The Bible says that when Jehovah God confused the language at Babel all those who were united in that project were scattered.,0.857464
"Biblia lɛ maa nɔ mi akɛ : "" Mɛi ni nyiɛɔ emuuyeli mli lɛ , ekamaaa amɛ nɔ kpakpa ko nɔ kpakpa ko . "" - Lala 84 : 12 .","The Bible assures : "" Jehovah himself will not hold back anything good from those walking in faultlessness . "" - Psalm 84 : 11 .",,"The Bible says to us: ""If I pray in a tongue, my spirit prays, but my understanding is unfruitful.""",0.2655291
"Biblia lɛ maa nɔ mi ehaa wɔ akɛ , Yehowa hiɛ sɔɔ mɔdɛŋ ni mɛi ni kɛ amɛnifeemɔ tsɔɔ akɛ amɛyɛ hemɔkɛyeli yɛ emli lɛ bɔɔ lɛ .",It assures us that Jehovah appreciates the efforts of his faithful worshippers .,,"The Bible tells us that in the beginning, Jehovah created the heavens and the earth and that the earth was without form and empty",0.26690882
"Biblia lɛ tsɔɔ akɛ , naagbee gbii lɛ amli lɛ "" jaramɔ bei baaba . ""","The Bible indicates that in the last days , there would be "" critical times hard to deal with . """,,"The Bible says that, and it is true that ""pride goes before a fall.""",0.22201748
"Biblia lɛ wie yɛ Dorka he akɛ , "" eyi obɔ kɛ nitsumɔi kpakpai kɛ ejuji ni efeɔ ohiafoi lɛ . ""","Dorcas "" abounded in good deeds and gifts of mercy . """,,"The Bible says in Proverbs, ""do not answer a fool according to his folly lest you be like him""",0.15507828
Biblia mli saji tsɔɔ akɛ Yesu yɛ shwelɛ kɛ hewalɛ ni ekɛaaha gbekɛbii ni egboi lɛ aba wala mli ekoŋŋ,Bible accounts show that Jesus has the power and the desire to bring children back to life,,The Bible says that Jesus is the way to heaven and that whoever believes in him will not perish but have eternal life,0.41541928
Biblia mli shishitoo mlai lɛ kɛ nitsumɔ ha nyɛ ̃ ɛ ni kã wiemɔ kui enyɔ nɛɛ mli bii babaoo ateŋ lɛ je jɛmɛ .,The application of Bible principles melted the animosity that exists between many from these two ethnic groups .,,"The Bible says that if you are a child of God, you will not live a sinful life, because God's seed remains in him and he cannot sin because he is a child of God.",0.1746849
Biblia shishitsɔɔlɔi komɛi kɛ nakai wiemɔi lɛ nɔŋŋ tsu nii .,Some Bible versions use exactly that expression .,,The Bible is the word of God that he spoke to his people.,0.4035152
"Biblia ŋmalɔ ni akɛ mumɔ tsirɛ lɛ lɛ tsɔ hiɛ ebɔ wɔ kɔkɔ yɛ wɔbe nɛɛ , ni ji "" naagbee gbii "" lɛ ahe , ni ekɛɛ akɛ : "" Gbɔmɛi fɔji kɛ shishiulɔi aaawo wu yɛ efɔŋ mli ; amɛlakaa mɛi ni amɛ hu alakaa amɛ . ""","The inspired Bible writer forewarns us about our time , "" the last days , "" and says : "" Wicked men and impostors will advance from bad to worse , misleading and being misled . """,,"The Bible says that a worker deserves his wages, and Paul also says: ""Anyone who does not provide for their relatives, and especially for their own household, has denied the faith and is worse than an unbeliever.""",0.25929186
"Biblia ŋmalɔi kɛ sui komɛi ni okropɔŋ yɔɔ lɛ tsuɔ nii amɛkɛfeɔ nibii tamɔ nilee , ŋwɛi hebuu , kɛ oyaiyeli he okadi . - 6 / 15 , baafa 8 .","Bible writers alluded to characteristics of the eagle to symbolize such things as wisdom , divine protection , and swiftness . - 6 / 15 , page 8 .",,"The Bible says that if you are a thief, you will not enter the kingdom of heaven, unless you repent, and also if you are a drunkard.",0.11965276
Biɛ ji he ni mikã he misɔmɔɔ lolo yɛ Yehowa Odasefoi ashika he nitsumɔi amli lɛ yɛ .,Here I continue to serve in connection with the financial activities of Jehovah 's Witnesses .,,We know that we are children of Jehovah and that he helps us in all our endeavors.,0.44610834
"Blema adesãi lɛ ekomɛi po kɛ nikpamɔ be toɔ gbɔmɔ ni akɛ lɛ shaa afɔle he - ni ji nifeemɔ ko ni Yehowa Nyɔŋmɔ hiɔ . - 3 Mose 20 : 2 ; Yeremia 7 : 30 , 31 .","Other legends even connect harvesttime with human sacrifice - a practice that Jehovah God detests . - Leviticus 20 : 2 ; Jeremiah 7 : 30 , 31 .",,"And you must throw away all the wicked people from among you, and all the assembly of Israel must stone them, and they will know that I am Jehovah.—3 Moses 20:2; Jeremiah 7:30, 31.",0.4628421
Blonya - Je lɛ Gbi Jurɔ loo Jamɔ Gbi Krɔŋkrɔŋ ?,Christmas - Secular Holiday or Religious Holy Day ?,,"How are you, my friend from the town of Gbi?",0.031225247
"Bo diɛŋtsɛ susumɔ bɔ ni Yudafoi lɛ ayiŋ baafutu amɛ aha , akɛni amɛnu he yɛ be kplaŋŋ mli akɛ Nyɔŋmɔ baabu amɛ kɛ amɛmaŋtiase krɔŋkrɔŋ lɛ he lɛ he okwɛ !","Just think how confused the Jews would have been , since they had long felt that God would protect them and their holy city !",,"All the days of the poor are hard, but a cheerful heart has a continual feast, and the evil will bow to the good!",0.16404873
"Bo lɛ susumɔ bɔ ni Abraham , ni no mli lɛ atsɛɔ lɛ Abram lɛ nu he eha beni Yehowa kɛɛ lɛ akɛ : "" Jee oshikpɔŋ lɛ nɔ kɛ ojaku lɛ . . . kɛya shikpɔŋ ni matsɔɔo lɛ nɔ "" lɛ he okwɛ .","We can only imagine how Abraham , then Abram , felt when Jehovah told him : "" Go your way out of your country and from your relatives . . . to the country that I shall show you . """,,"Now Abraham was old, and well advanced in age, and the Lord had blessed Abraham in every way, and he said: ""I swear by myself . . . that I will bless you""",0.49133456
Bo lɛ susumɔ bɔ ni ofeɔ okɛ onaanyo ko ni kɛ bo teŋ jekɛ lɛ gbaa sane lɛ he okwɛ .,You could write to each other often and talk on the telephone .,,"When you are going to farm and you see a snake on your way, you will turn back and go home.",-0.03589942
"Bo lɛ susumɔ he okwɛ : Anáŋ asraafoi akui , tawuu nibii , loo hei ni akɛkaiɔ mɛi ni egboi yɛ ta mli .","Just think - no armies , navies , or air forces ! No weapons or war memorials .",,"When the war started, the soldiers came, killed people, and took away our livestock and food, and that's why we are suffering.",0.26575086
"Bofɔ Yohane haa hetoo akɛ : "" Enɛ ji Nyɔŋmɔ suɔmɔ lɛ , akɛ wɔye ekitai lɛ anɔ ; ni ekitai lɛ waaa . "" - Mateo 22 : 37 ; 1 Yohane 5 : 3 .","The apostle John answers : "" This is what the love of God means , that we observe his commandments ; and yet his commandments are not burdensome . "" - Matthew 22 : 37 ; 1 John 5 : 3 .",,"John answered and said: ""If you love the Lord with all your heart, then you will love your neighbour as yourself; and your neighbour is your brother.""",0.49460113
"Bruni ná hejɔlɛ beni ena kɛjɛ Biblia lɛ mli akɛ esaaa akɛ ashwaa Yehowa yɛ amanehulu he , akɛ jeee eyiŋtoo ji ni adesai apiŋ , ni akɛ etsɛŋ ni ekɛ efɔŋ baaba naagbee lɛ .","Bruni experienced relief once she saw from the Bible that Jehovah is not to blame for adversity , that he never purposed for mankind to suffer , and that he will soon put an end to evil .",,"They do not know that the Bible says that God's name, Jehovah, is holy and that we should respect it, and also that we should use it when we pray and when we talk about him.",0.18219535
"Bulɛ ni eyɔɔ lɛ gbala nikaselɔi 1,200 ni baa eskul lɛ daa kɛba eŋɔɔ , ni akpei abɔ baa yɛ Yudafoi anyɔŋ ni ji Adar kɛ Elul lɛ nɔ .","His reputation drew 1,200 regular students to his academy , with thousands more in attendance during the Jewish months of Adar and Elul .",,"There were about 1,200 men in the army and the school was closed, and the war started on the 10th of Av and ended on the 10th of Elul.",0.25722703
"Bɔ fɛɛ bɔ ni fee lɛ , okɛ naatsĩi baakpe , ni yɛ bei komɛi amli lɛ , okɛ nijiaŋwujee henumɔi ni sɛɛ etsɛɛɛ po baakpe .",You are bound to run into obstacles and at times may even experience a temporary sense of failure .,,"They will come and take the child, and when they come to our town, they will show the child to the elders and the elders will give them food",0.021230998
"Bɔ ni Biblia mli wiemɔi ni yɔɔ faŋŋ lɛ tsɔɔ lɛ , esa akɛ wɔmu sane naa akɛ , gbɔmɔ bɛ susuma ni gbooo ni baanyɛ ahi shi yɛ egbɔmɔtso lɛ gbele sɛɛ .","According to clear Biblical statements , we must conclude that man does not possess an immortal soul that can survive the death of his body .",,"For as the rain comes down and the snow from heaven, and do not return there, but water the earth, and make it bring forth and bud, that it may give seed to the sower and bread to the eater",0.28079024
"Bɔ ni Farao kɛ esraafoi lɛ yeee omanye lɛ , nakai nɔŋŋ mɛi ni teɔ shi woɔ Nyɔŋmɔ lɛ hu yeŋ omanye .","Opposers of God will fail , just as Pharaoh and his army failed .",,"When the Pharaoh woke up early in the morning, he did not know what to do so he called his wise men.",0.33945513
Bɔ ni Ooofee Owaje Ohetuu - kɛhamɔ Lɛ,"A key factor is humbly to apply the advice of God 's Word , the Bible .",,They are coming to the farm of Ohetuu - at Lɛ hamlet,0.042554773
"Bɔ ni afee ni mɛi ni baa yɛ sɛɛ lɛ anine ashɛ Biblia mli sane lɛ nɔ lɛ , akwɛɔ nɔ ni yɔɔ momo lɛ nɔ akɛ niji ŋmalaa eko .","To pass on the message , those writings had to be carefully copied and recopied by hand .",,"When we read the Bible, we must also pray to God to give us wisdom to understand it.",0.2063026
"Bɔ ni ebalɛ ji akɛ , mɛi ni tsaa shi kɛtaoɔ blema nibii lɛ miitsa shi yɛ he ko kɛ hiɛnɔkamɔ akɛ amɛbaana Maŋtsɛ David maŋtsɛwe lɛ .",Archaeologists were digging at a site where they hoped to find King David 's palace .,,"When I went to the farm, my mother gave me a small basket to fetch some vegetables for my younger brother David.",0.1766734
Bɔ ni ebalɛ nɛ :,It happened this way :,,They are in the village,0.09582672
"Bɔ ni eyɔɔ ŋshɔnaa gbɛ hewɔ lɛ , efeɔ he ko ni hi jogbaŋŋ kɛha shwɛmɔi akwɛmɔ .","Facing the sea , it offered a spectacular setting for the performances .",,"They are the ones who will come and take over the town when we are gone, that's why we should teach them good things.",-0.077722505
"Bɔ ni gbɛjianɔtoo nɛɛ yɔɔ hewɔ lɛ , kɛ ́ amralofoi lɛ ná le ehe nɔ ko fioo po lɛ , ebaanyɛ ekɛ naagba wulu aba .",So interwoven was this underground distribution network that any disclosure could have far - reaching effects .,,"When the elephant is about to give birth, it goes to a secluded place, where it will deliver its baby in peace, and the other elephants will gather around to help.",0.06650957
"Bɔfo Paulo gba efɔ ̃ shi akɛ , yɛ "" naagbee gbii lɛ anɔ lɛ , "" gbɔmɛi babaoo naŋ ' hedɔɔ amɛhaŋ mɛi . '","The apostle Paul foretold that in "" the last days "" many people would lack "" natural affection . """,,"Paul said to them, ""You should not have done this, now you have brought trouble on yourselves and on us.""",0.36772382
Bɔfo Paulo hu tsɔ ̃ kaai ni mli wa waa bei amli .,The apostle Paul too went through periods of severe trial .,,Paul the fool has eaten all the food in the house.,0.28675774
"Bɔfo Paulo kɛ Petro fɛɛ tsɛ ́ Hoshea 2 : 23 lɛ yisɛɛ kɛkɔ mumɔŋ Israel shwɛɛnii lɛ anaabuamɔ he . - Romabii 9 : 25 , 26 ; 1 Petro 2 : 10 .","The apostles Paul and Peter apply Hosea 2 : 23 to the gathering of a remnant of spiritual Israel . - Romans 9 : 25 , 26 ; 1 Peter 2 : 10 .",,"And the Lord said to him: “Call his name Loammi, for you are not my people and I am not your God.” —Hoshea 2:23, but now he calls them “my people,” those who were not shown mercy, just as if they were the ones shown mercy.",0.45413277
"Bɔfo Paulo kɛɛ akɛ : "" Be lɛ faaa dɔŋŋ ; nɔ ni eshwɛ ji akɛ , mɛi ni yɔɔ ŋamɛi tete afee tamɔ mɛi ni bɛ eko . """,""" The time left is reduced , "" said the apostle Paul . "" Henceforth let those who have wives be as though they had none . """,,"Mr. Paulo said: ""You are very foolish; if you don't listen to advice, you will suffer greatly and you will regret it.""",0.22466663
"Bɔfo Paulo tsɛ nɛkɛ Kristofoi amaŋ hee nɛɛ akɛ "" Nyɔŋmɔ Israel . ""","The apostle Paul called this new Christian nation "" the Israel of God . """,,"Paul, a servant of Christ Jesus, called to be an apostle, set apart for the gospel of God.",0.49748856
"Bɔfo Petro kɛɛ akɛ : "" Nakai nɔŋŋ nyɛ yeigbayei lɛ hu , nyɛbaa nyɛhe shi nyɛhaa nyɛ diɛŋtsɛ nyɛwumɛi lɛ , koni , kɛ ́ mɛi komɛi booo wiemɔ lɛ toi tete lɛ , ashi wiemɔ lɛ sɛɛ ni atsɔ yei lɛ ajeŋba nɔ ni nine ashɛ amɛnɔ , ejaakɛ amɛnaa nyɛjeŋba ni hetsemɔ kɛ gbeyeishemɔ yɔɔ mli lɛ . ""","The apostle Peter says : "" You wives , be in subjection to your own husbands , in order that , if any are not obedient to the word , they may be won without a word through the conduct of their wives , because of having been eyewitnesses of your chaste conduct together with deep respect . """,,"Mr. Petro said: ""If you want to be a great person, you must first be a servant to all people, because the one who serves is the one who will be great, and if you are not a servant, you cannot be a leader, and if you are a leader, you must serve, and if you serve, you will be great.""",0.26839465
"Bɔfo Petro ŋma wumɛi akɛ : "" Nyɛkɛ [ nyɛ ŋamɛi lɛ ] ahia shi yɛ nilee naa , ni nyɛkɛ woo awoa yoo akɛ nɔ ni he waaa tuutu ko , akɛni amɛkɛ nyɛ fɛɛ ji wala duromɔ lɛ wɔfasei lɛ , koni akatsimɔ nyɛsɔlemɔi lɛ agbɛ . ""","The apostle Peter wrote to husbands : "" Continue dwelling in like manner with [ your wives ] according to knowledge , assigning them honor as to a weaker vessel , the feminine one , since you are also heirs with them of the undeserved favor of life , in order for your prayers not to be hindered . """,,that the child is not a thief,0.21602023
"Bɔfo Yakobo bɔ kɔkɔ akɛ : "" Lilɛi lɛ , gbɔmɔ ko gbɔmɔ ko nyɛɛɛ ehe ajɔɔ . """,""" The tongue , "" warns the disciple James , "" not one of mankind can get it tamed . """,,"Mr Jacob said: ""Today, every child is a child indeed.""",0.18901992
Bɔfoi lɛ ateŋ mɛi ni ji wuoyalɔi lɛ atsui nyɔ amɛmli yɛ looi babaoo ni amɛgbe lɛ hewɔ .,The apostles who were fishermen were likely gratified by a good catch .,,"The hunter and his dog went to the forest to hunt, but they did not catch any animal, so they returned home empty-handed.",0.17131631
Bɔni Fee ni B.C . - A.D .,How the B.C . - A.D .,,From the year before Christ to the year of our Lord,0.48462722
"Bɔni afee ni Israel maŋtsɛ lɛ atsɔɔ bɔ ni Nyɔŋmɔ Wiemɔ lɛ ni ahaa ekudɔɔ mɔ lɛ he hiaa ha lɛ mli lɛ , ekɛ naabu lɛ to tso ni woɔ yibii he .","To show the importance of being guided by God 's Word in our speech , the king of Israel likens the mouth to a fruit - bearing tree .",,They were in Israel for three years and six months and when they came back to Ghana they were given a plot of land to build their house but they were cheated and the land was taken from them.,0.1413317
"Bɔni afee ni Yesu ato enaagbee Hehoo lɛ he gbɛjianɔ lɛ , ekɛɛ ekaselɔi lɛ akɛ , "" nyɛyaa maŋ lɛŋ ni nyɛyakɛa ashimashi [ "" nuu ko , "" The New English Bible ] "" koni efee nibii klalo yɛ eshĩa .","To prepare for his final Passover meal , Jesus told his disciples to "" go into the city to So - and - so [ "" a certain man , "" The New English Bible ] "" and get things ready at his home .",,The New English Bible,0.33386725
"Bɔni afee ni anyɛ atsu enɛ he nii lɛ , atsɔɔ Biblia lɛ shishi kɛtee wiemɔi babaoo amli fe woji krokomɛi fɛɛ ni yɔɔ je lɛ mli .","To that end , the Bible has been translated into more languages than any other book in the world .",,"When we read the Bible, we see that God loves us so much that he gave his only son to die for our sins.",0.38544062
"Bɔni afee ni madamɔ naa lɛ , miyaa Maŋtsɛyeli Asa lɛ nɔ beni mɛi lɛ etara shi , ni mishiɔ amrɔ nɔŋŋ dani jɛmɛ feɔ hoo beni akpa kpee lɛ .","To cope , I usually entered the Kingdom Hall after the crowd settled down and left just before it began to stir at the end of the program .",,"When the chief's wife died, the people of Mancheli Asa said that they would not allow her to be buried, and that they would fight to prevent it from happening there.",0.11907061
"Bɔni afee ni okwaafonyo akpa yibii kpakpai babaoo lɛ , sũ loo shikpɔŋ ni baa nii , hulu , kɛ nu he miihia .","To reap a good crop , a farmer needs fertile soil , warm sunshine , and water .",,"When the moon is full, the women go to the river to fetch water, and the men go to hunt, and they bring back meat.",0.27767253
"Bɔni afee ni ona bɔ ni ehe hiaa ni okɛ hiɛdɔɔ atsu Nyɔŋmɔ sɔɔmɔ nitsumɔ lɛ , kadimɔ nɔ ko ni ba yɛ Israel maŋtsɛ Yoash shihilɛ mli .","To illustrate the importance of being zealous in God 's service , note an event that took place in the life of King Jehoash of Israel .",,"And Jehoash said to the priests, All the money of the dedicated things that is brought into the house of the Lord, even the money of every man's census, and all the money that comes into any man's heart to bring into the house of the Lord.",0.4750437
"Bɔni afee ni wɔna akɛ Yehowa yeɔ eshiwoo nɛɛ nɔ lɛ , nyɛhaa wɔkɛ mɔ nitsumɔ ní jeɔ edɛŋ trukaa lɛ afea he nɔkwɛmɔnɔ wɔkwɛa .","To see how Jehovah can act on this promise , let us consider the example of a sudden loss of one 's livelihood .",,"Because they know that Jehovah is God and they are not, they will abandon their idols and turn to him in his due time and he will save them.",0.45117873
Bɔɔ mɔdɛŋ ni ofee enɛ amrɔ nɔŋŋ .,Try to do it very soon .,,They will come and take the child and go,0.037983973
"Bɔɔ mɔdɛŋ ni okɛ ohe awo eshihilɛ lɛ mli , ni onu lɛ shishi .",Try to relate to her and understand her reactions .,,They are not going to the farm today because the rain is falling heavily,0.034542944
Caucasus Gɔji,Caucasus Mountains,,Mountain,0.50918466
"Cristina ni eji daa gbɛgbalɔ lɛ kɛɛ akɛ : "" Bei pii lɛ , minaa akɛ mihiɛ kɔ ̃ ɔ mɛi krokomɛi anɔ .","Cristina , a regular pioneer , says : "" I often find myself looking enviously at others .",,"Christina is a good girl but she says: ""When I grow up, I will go to school and become a great doctor.""",0.38029668
Côte d 'Ivoire ( ni tsutsu ko lɛ atsɛɔ lɛ Ivory Coast lɛ ) fata maji ni aduɔ kookoo yɛ nɔ waa lɛ ahe .,"Côte d 'Ivoire ( formerly Ivory Coast ) is a major producer of cocoa beans , which are used to make chocolate .",,Côte d'Ivoire is a country where the sea and the mountains meet.,0.53220314
"Daa afi lɛ , akalaa woji srɔtoi aaashɛ 2,000 ni kɛ ŋaawoo haa yɛ saji nɛɛ kɛ ekrokomɛi ni he hiaa lɛ ahe .","Each year , some 2,000 different books are published that offer advice on these and other important subjects .",,"The man has, with his wife, two children and they live in a village and he is a farmer",0.003741202
"Daa gbi lɛ , adebɔɔ he wolo lɛ baafãi lɛ kɛ mi wieɔ .",Day after day the book of creation spoke to me page by page .,,"The child is crying, the mother has gone out and left the child alone at home.",0.054440655
Dabi kwraa !,On the contrary !,,Leave me alone!,0.3567844
"Dani David aaaye Israel nɔ maŋtsɛ po lɛ , no mli lɛ ewala yaje oshara mli .","Even before becoming a king over Israel , David found himself in the jaws of death .",,"David came from Israel to our town, and he has been living with us for some time now.",0.4343578
