ref,text,translated,source_zip_file
“This punishment is too hard!” Cain said.,"Mmɔ na Kain ɔ́su Unwoti Katɔti ɔnini, “Mina kɔtu bɔni bútulo-mi buti.","And Cain said to the Lord God, ""My punishment is greater than I can bear.",output_proprietary
"Then Enoch had a son named Irad, who had a son named Mehujael, who had a son named Methushael, who had a son named Lamech.","Hanok ɔ́wɔ Irad, na Irad ɔ́ta ɔ́wɔ Mehuyael. Na Mehuyael ɔ́wɔ Metusala ɔni náwɔ Lamek.","Enoch begat Irad, and Irad begat Mehujael. And Mehujael begat Methushael who begat Lamech.",output_proprietary
"Lamech and Zillah had a son named Tubal Cain who made tools out of bronze and iron. They also had a daughter, whose name was Naamah.",Sila lɛnɔ ɔ́wɔ ɔnanabi ɔni baalɔ Tubal-Kain ɔni muuti abuala taakyuɛ ala. Na Tubal-Kain ɔnwani ulekubi ndi Naama.,"Sila also had a son whose name was Tubal-Cain, who was a forger of all kinds of bronze and iron tools. And Tubal-Cain's sister was Naama.",output_proprietary
"God created men and women to be like himself. He gave them his blessing and called them human beings. The following is a list of the descendants of Adam, the first man:","Na údie-ma na badi ɔnana ku uleku. Na úte-ma kusɛ kusɛ. Na uwi ɔni na údie-ma mmɔ ni, ɔ́sia-ma lɛnyi ɔnii ukyuli.","And he ate them with the people who were with him. And he gave them to each one. And the one who also ate them, he will return them to the owner.",output_proprietary
", he had a son named Enoch.",") ni, ɔ́wɔ Henok.","And, he is Enoch.",output_proprietary
"years he had more children. Enoch truly loved God,",) na ɔ́wɔ bebi bananabi ku belekubi bamba.,And he/she also has bananas and plantains somewhere.,output_proprietary
"He was sorry that he had made them,",Na úduo Unwoti ka údie ukyuli ɔ́kya kalɔ lɛlɔ. Na nwuna kayi kénu ɔlɛ geen.,And God said that he should eat from the tree of good and evil. And his wife also gave him some to eat.,output_proprietary
"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Ɔmmɔ kama ni, Unwoti ɔ́su Noa ɔnini, “Ti awɔ ku ƒula kaduli bekyuli ƒui na bitéduo ɔkɔlɔ ɔmmɔ kemmo, ɔsika lɛ́nu ka awɔ kani nse siin na kaba kamɛni bekyuli akɔ.","And then the Lord said to Noah, ""You and your whole family and all the animals that are with you in the ark, because I have seen that you are righteous before me in this generation",output_proprietary
"Then on the seventeenth day of the seventh month of the year, the boat came to rest somewhere in the Ararat mountains.","Na kɔbuli maatɛdi limeyi leevu-maatɛdi lɛlɔ ni, ɔkɔlɔ ɔmmɔ úbedi únye abi ani baalɔ Ararat lili.","And when the great flood occurred and covered the earth, the ark rested on the mountain called Ararat.",output_proprietary
"God said to Noah and his sons: I am giving you my blessing. Have a lot of children and grandchildren, so people will live everywhere on this earth.","Amu na Katɔti úte Noa ku nwuna bebi kusɛ kusɛ na ɔ́su-ma ɔnini, “Bɛwɔ na bimomo na bɛƒɔ kalɔ lɛlɔ ƒui.","And God said to Noah and his children, and blessed each of them, saying, “Be fruitful and multiply and fill the whole earth.",output_proprietary
"I created humans to be like me, and I will punish any animal or person that takes a human life. If an animal kills someone, that animal must die. And if a person takes the life of another, that person must be put to death.","“Ukyuli biala ɔni mewi nwuna ɔkpana ubugya kalɔ ni, anwu lɛnɔ ukyuli ndubo-nwu ubugya kalɔ buwi. Ɔsika Katɔti udu kenye na Katɔti údie ukyuli.","Every person who has a wife and wants to divorce her, he should also give the other person a certificate of divorce. Because God hates that anyone separates what God has joined.",output_proprietary
I am going to make a solemn promise to you and to everyone who will live after you.,"“Ɔƒaani ni, línyimi lɛla lɛdi ku-mii ku bina bawɔ bani masia-mii kama.","Thank you, God has done good for us, for all that he did to save us also.",output_proprietary
Nahor had more children and died at the age of,"Na Tera bɔwɔ kama ni, Nahor ulie ngba akwa eti anyɔ ku leevu-yaalenwi (","And Terah lived for, Nahor was born at two hundred and five years.",output_proprietary
"but the Lord appeared to Abram and promised, “I will give this land to your family forever.” Abram then built an altar there for the Lord.","Unwoti údie lɛlɔ ɔ́tina Abram na mmɔ na ɔ́su-nwu ɔnini, “Ƒula uwɔ na ndubo kalɔ kamɛni buti bute.” Anwuɔsu ɔ́tu lɛkpabi lɛdi na mmɔ úte Unwoti ɔni nédie lɛlɔ ɔ́tina-nwu.","God came down to Abram and said to him, ""Look toward the heavens and count the stars."" And he believed the Lord.",output_proprietary
So the king told his men to let Abram and Sarai take their possessions and leave.,Amu na Ƒarao úbo nwuna benengu bammɔ ɔda na Abram lɛlɔ na bédie-nwu ulu ku ulekudi ku ala ani ƒui na ubo na bátɔlɔ.,"And Pharaoh called his men concerning Abram, and they sent him away, and his wife and all that he had, and they departed.",output_proprietary
"At this time the Canaanites and the Perizzites were still living in the same area, and so there wasn't enough pastureland left for Abram and Lot with all of their animals. Besides this, the men who took care of Abram's animals and the ones who took care of Lot's animals started quarreling.","Ɔmɛni úbaya na kadɔ keduo Abram bebuo lɛlɔ banune ku Lot bebuo lɛlɔ banune ntɛ. Na uwi ɔmmɔ kemmo lɛnɔ ni, Kanaanƒuɔ ku Perisiƒuɔ bakya kalɔ kammɔ kemmo.","So there was a dispute between Abram's herdsmen and Lot's herdsmen. And at that time, the Canaanites and Perizzites were living in that land.",output_proprietary
"This happened before the Lord had destroyed the cities of Sodom and Gomorrah. And when Lot looked around, he saw there was plenty of water in the Jordan Valley. All the way to Zoar the valley was as green as the garden of the Lord or the land of Egypt.","Amu na ka Lot ɔ́kɔliku anumi na ɔ́nu ɔ́mana ni, ɔ́nu ka Yordan kalɔ kani nwi késela ƒui ni, ntu bɔkya-ka kemmo geen. Na kese aani Katɔti kemo kani na ɔ́bla na Eden. Na kese aani Egyipte kalɔ kani nwi késie ɔma ɔni ndi Soar kakɛ. Na uwi ɔni na ɔɔnu ala amɛni ƒui lɛni ni, ɔdi uwi ɔni na Katɔti útakyula tɔ Sodom ku Gomora kalɔ.","And Lot chose for himself the plain of the Jordan, the whole plain of the Jordan was well-watered everywhere, like the garden of the Lord. This was like the garden of the",output_proprietary
"Abram stayed in the land of Canaan. But Lot settled near the cities of the valley and put up his tents not far from Sodom,",Abram úlie Kanaan kalɔ lɛlɔ. Na Lot ɔ́tu nwuna nvo na kalɔ ƒiaa ntɛ kesii kani nde Sodom.,Abram went to the land of Canaan. And Lot went with his to the land until he settled where Sodom was.,output_proprietary
I will give you and your family all the land you can see. It will be theirs forever!,"Na kalɔ kani ƒui na aanu ka kewi mmɔ ni, aka na ndubuti lite-ɔ ku ƒula bawɔ uwi ƒui.","And the chief died and his people were very sad, but the young man will rule the whole land well.",output_proprietary
"attacked King Bera of Sodom, King Birsha of Gomorrah, King Shinab of Admah, King Shemeber of Zeboiim, and the king of Bela, a city also known as Zoar.","Amu na uwi ɔmɛni kemmo ni, baga bedeedi bamɛni báta kekpo ku Bera ɔni ndi ɔga na Sodom ku Birsa ɔni ndi ɔga na Gomora ku Sinab ɔni ndi ɔga na Adma ku Semeber ɔni ndi ɔga na Seboim ku Bela, kalɔ kani lɛnɔ baalɔ Soar ɔga lɛlɔ.","And when they went out, they fought with Bera who was king of Sodom, and Birsa who was king of Gomorrah, and Shinab who was king of Admah, and",output_proprietary
"At Siddim Valley, the armies of the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela fought the armies of King Chedorlaomer of Elam, King Tidal of Goiim, King Amraphel of Babylonia, and King Arioch of Ellasar. The valley",Na békpoku Ɔga Kedorlaomer ɔni mɔɔdi Elam kalɔ lɛlɔ ku Tidal ɔni mɔɔdi lɛga na Goim kalɔ lɛlɔ ku Amraƒel ɔni mɔɔdi lɛga na Sinear ku Ariok ɔni mɔɔdi lɛga na Elasa kalɔ lɛlɔ. Na lɛkpa linwi lɛdi baga ine na beekpóku lɛkpa linyɔdi bani ndi baga ɛlɔ.,"And King Kedorlaomer, who was king of the land of Elam, and Tidal, who was king over the nations of Goim, and Amraphel, who was king over Shinar",output_proprietary
"The king of Sodom said to Abram, “All I want are my people. You can keep everything else.”","Sodom ɔga úvele Abram ɔnini, “Nyonu bekyuli bammɔ te-mi, na eti ala ammɔ ƒui.”","The king of Sodom came to Abram, saying, ""Give me the people, and keep the goods for yourself.",output_proprietary
"the Hittites, the Perizzites, the Rephaites,",ku Hetiƒuɔ ku Perisiƒuɔ ku Reƒaiƒuɔ,"Hittites, Perizzites, and Rephaites",output_proprietary
"I will give you a son, who will be called Ishmael, because I have heard your cry for help. And someday I will give you so many descendants that no one will be able to count them all.","Na ɔ́sɔ ɔ́su-nwu lɛnɔ ɔnini, “Ada kaƒɔ ɔƒaani, na adubo ɔnanabi bɔwɔ. Na adubo-nwu lɛnyi bɔsia anii Ismael. Ɔsika Unwoti únu ƒula kɔnyana kɔni na eewulo.","And the angel said to her, ""Behold, you will conceive and give birth to a son. You shall name him Ishmael. For the Lord has heard your affliction and your weeping.",output_proprietary
"That's why people call the well between Kadesh and Bered, “The Well of the Living One Who Sees Me.”",Ɔmmɔ ɔsu na básia libiɔ lɛmmɔ lɛnyi banii Beer-Lahar-Roi. Na libiɔ lɛmmɔ lɛmu lɛkya Kades ku Bared lɛma ntɛ.,And there they settled in that place which was called Beer-Lahar-Roi. And that place was between Kades and Bared.,output_proprietary
"Then he asked God, “Why not let Ishmael inherit what you have promised me?”","Amu na Abraham ɔ́su Katɔti ɔnini, “Si adubute Ismael kusɛ kusɛ na ulie ngba ni, nka ɔdia!”","And Abraham said to God, ""Oh, that Ishmael might live before you!",output_proprietary
God finished speaking to Abraham and then left.,"Na ka Katɔti ɔ́wɔlɔ Abraham bɔtɛmiku ni, ɔ́tɔlɔ úsie katɔ.","When God spoke to Abraham, he faithfully took his son for sacrifice.",output_proprietary
"When they were outside, one of the angels said, “Run for your lives! Don't even look back. And don't stop in the valley. Run to the hills, where you'll be safe.”","Ka bálɛ ɔma ɔmmɔ kemmo kani na batu bammɔ kemmo unwi ɔ́su-ma ɔnini, “Ɔdi biala ukeli momoomo na udie lɛlɔ na ɔgbankpi ɔni ndubo bɔlɛ kemmo. Na ɔdi utenwini utanu kama. Na ɔdi lɛnɔ utasu ɔnii uudí unye na kalɔ ntɛ mmɔ kesii kadi. Bikeli siin biteesie abi lɛlɔ. Si ɔɔɔdi lɛni bɛdubo bɔkywi!”","And he said to his mother and his other relatives, ""He is the one who works very hard and plants today, and the harvest is what they will eat from. And he is the one who will",output_proprietary
"The sun was coming up as Lot reached the town of Zoar,","Ka Lot údu Soar ni, ɔƒɛ ɔmmɔ ɔ́ɔkuku geen na mmɔ.",And Lot went to Zoar because he was very afraid of them.,output_proprietary
He looked down toward Sodom and Gomorrah and saw smoke rising from all over the land—it was like a flaming furnace.,Únye mmɔ na ɔɔnu kalɛ na uyɔ ɔɔkɔ́ taasi Sodom ku Gomora ku kalɔ kani nwi mmɔ ƒui lɛlɔ aani kalɛ na uyɔ ɔɔkɔ́ taalɛ ɔgya livongu bonwu na lɛyu bonwu lɛdi kemmo.,"But I tell you, it will be more tolerable for Sodom and Gomorrah on the day of judgment than for that city.",output_proprietary
he told everyone that his wife Sarah was his sister. So King Abimelech of Gerar had Sarah brought to him.,"Mmɔ ka Abraham údie ulekudi Sara ɔ́tina bekyuli bammɔ ni, ɔ́su-ma ɔnini, “Mina ɔnwani ulekubi na ɔdi.” Ɔmmɔ ɔsu Abimelek ɔni ndi Gerar ɔma ɔga ɔ́tala na bátákpanku Sara béboku-nwu.","And when Abraham went with Sara his wife and settled among the people there, he said to them, ""She is my sister."" And so Abimelek, king of Gerar, sent",output_proprietary
"Her husband is a prophet. Let her go back to him, and his prayers will save you from death. But if you don't return her, you and all your people will die.","Anwuɔsu ni, ya na uleku ɔmmɔ ɔsɔ unwini usie ɔgyani kudɔ, ɔsika Katɔti Kenye Udiene na ɔdi. Na ɔdubɔkpali katɔ na ƒula lili na elie ngba. Nsu si átaya na ulekudi ɔmmɔ ɔsɔ unwini ni, na ati ka awɔ ku ƒula badi ƒui bɛdubo bukpi.”","Therefore, we have a custom that when a chief dies, he is buried with a goat, because God's covenant is with him. And he will be resurrected with all his people on earth.",output_proprietary
What were you thinking when you did this?,"Na Abimelek úye Abraham ɔnini, “Bi ndi-ɔ kasusu kani ɔsu na ábla lɛla lɛmɛni udu?”","And Abimelek asked Abraham, ""What have you done to me, that you have brought a great sin upon me?",output_proprietary
"When God made us leave my father's home and start wandering, I told her, “If you really love me, then tell everyone that I am your brother.”","Ɔƒɛni uwi ɔni na Katɔti ɔ́ya na lɛ́tɔlɔ mina ɔti kaduli na línwini ukyuli ɔni nkɛ mɔɔví ni, lɛni na lɛ́su mina uleku nnii, ‘Ƒula bɔyɔ bɔni na mɔɔwia ka edie atina-mi ni, amu ndi ka kesii biala na búsie ni, na asu anini, “Ɔnana ɔmɛni ni, mina ɔnwani ɔnanabi na ɔdi.” ’ ”","And when the time came that God came to the people, and a certain man who was born blind, they brought him forward and said to him, 'Ask for this thing that you want me to do",output_proprietary
"and when the boy was eight days old, Abraham circumcised him, just as God had commanded.","Na ka ubidi Isak ɔmɛni ɔ́ƒɔ emeyi maane ni, Abraham úkulo-nwu lego aani kalɛ na Katɔti úbo-nwu ɔda.","And when Isaac's mother weaned him at four years old, Abraham made a great feast because God had given him a child.",output_proprietary
"Early the next morning Abraham gave Hagar an animal skin full of water and some bread. Then he put the boy on her shoulder and sent them away. They wandered around in the desert near Beersheba,","Limeyi lɛni nsia ɔtanta tutuutu ni, Abraham úti adila ku ntu ɔsii ɔdi útile Hagar na údie anwu ku ubidi ɔnanabi ɔmmɔ ulu. Uleku ɔmmɔ ɔ́yu ulu na ɔkɛ ɔɔví Beer-Seba ketele kemmo.","Early the next morning, Abraham took bread and a skin of water and gave them to Hagar, putting them on her shoulder, and the child. She went out and wandered in the wilderness of Beer-sheba.",output_proprietary
"Then she sat down a long way off, because she could not bear to watch him die. And she cried bitterly.","Na anwu ɔ́kpɛ ɔ́lɛ-nwu kudɔ úsie kama blii, ɔsika ɔ́su lɛlɔ ɔnini, “Naaakana bunye bɔnu kalɛ na mina ubi uukpi.” Na ka ulie kesii kammɔ ni, úse kalɔ uuwulo keku geen.","And he went to his farm to plant corn early in the morning, because he said to himself, ""I must plant my crops so that I will have a big child."" And when he finished planting there, he returned home completely empty-handed.",output_proprietary
"“Sir, the whole field, including the cave, is yours. With my own people as witnesses, I freely give it to you as a burial place for your dead.”","“Ati, neeeye-ka neeete-ɔ! Líti kalɔ kammɔ líte-ɔ ƒaa ku lɛtakpɛ ubu ɔni nkya kalɔ kammɔ kemmo na bekyuli bamɛni ƒui anumi kalɛ na ava ƒula ukpine.”","Oh, it is good and it is not good! The day came when it was truly bad, and the earth was in darkness. The day came when it was good, and all people were in joy and they danced to the drum.",output_proprietary
"Abraham was now a very old man. The Lord had made him rich, and he was successful in everything he did.","Na uwi ɔmmɔ kemmo ni, Abraham ɔ́ɔbi lɛlɔ geen ɔni na nwuna akwa éesie anumi. Na Katɔti úte-nwu kusɛ kusɛ na nwuna ngba keliela biala kemmo.","And at that time, Abraham was very old, and his body was as good as dead. And God had promised him everything, even though his wife's womb was also barren.",output_proprietary
"Abraham's servant went home with Laban, where Laban's servants unloaded his camels and gave them straw and feed. Then they brought water into the house, so Abraham's servant and his men could wash their feet.",Amu na ɔnana ɔmmɔ ɔ́siaku Laban úsie kaduli na báƒɛnimi bebuo bammɔ etila. Na béti livo ku alakpi ani lɛlɔ na bebuo bammɔ badubɔtɛ béboku bebuo bammɔ. Na bédu ntu béboku bekyuli bani na anwu ku-ma bakɛ banii baƒɔ lɛgba.,"And his mother told his father Laban to go quickly, otherwise all their enemies would kill them. And they would take a knife, a spear, and a club, and all their strong ones",output_proprietary
"I solemnly promised my master that I would do what he said. And he told me, “Don't choose a wife for my son from the women in this land of Canaan.","Mina ɔtɔlati ɔ́ya na lɛ́kpali Katɔti líse-nwu kenye, na ɔ́su-mi ɔnini, ‘Tawia uleku ɔdi tete mina ubi ɔsiku Kanaanƒuɔ kadi bani akɔ na nkya mɛni bebi belekubi akɔ.","When the king came to the palace, God spoke to him, and he told me, 'Tawia, this is the law: when the people of Canaan came, they did not do well.",output_proprietary
"while I am here at the well. When a young woman comes out to get water, I'll ask her to give me a drink.","Aanu-mi ka nnye libiɔ lɛmɛni kɔtu, na si ulekubi ɔdi úbo ɔnii ubedu ntu ni, ndubɔsu-nwu nnii, “Buvele du ntu blii bɔdi na ƒula libui kemmo te-mi na lɛni”","Aanu gave a child to the chief for judgment, and when the chief told him/her to go home, he/she replied, ""I will not go home until he judges the case completely for",output_proprietary
"After Isaac had been there a long time, King Abimelech looked out a window and saw Isaac hugging and kissing Rebekah.","Ka Isak úlie mmɔ útu uwi geen kama ni, Abimelek unye nwuna ƒansili na ɔ́nu Isak úmene ka ɔda ulekudi ɔɔƒuƒwɛ na ɔɔƒianku-nwu.","When Isaac had finished and left there, Abimelech and his company went to Isaac, saying that God had blessed him and had been with him.",output_proprietary
Go and kill two of your best young goats and bring them to me. I'll cook the tasty food that your father loves so much.,Sie bula bebuo akɔ na atádu bese bakɔdi inyɔ eboku-mi. Na ndubuti-ma lɛnwa adila abuni ani udu na ƒula ɔti ɔɔyɔ́ lite-nwu kalɛ geen na ɔwia-nya.,They built two houses and all the children slept in them. And the next day they went to hunt for animals in the forest and found a big tree that had fallen down and was burning.,output_proprietary
"Jacob went to his father and said, “Father, here I am.” “Which one of my sons are you?” his father asked.","Amu na úti adila ammɔ úsienku na ɔ́kpali ɔnini, “Ati.” Mmɔ ni, ɔti lɛnɔ ɔ́tuna ɔnini, “Mina ubi, awɔ ɔma na ɔdi?”","And he said to his wife and his children, and called one of them, ""Ati."" Then he said to him again, ""My child, where is your mother?",output_proprietary
"So Isaac told him, “Serve me the wild meat, and I can give you my blessing.” Jacob gave him some meat, and he ate it. He also gave him some wine, and he drank it.","Mmɔ kani Isak ɔ́su-nwu ɔnini, “Mina ubi, ti lɛla lɛni na átádu mmɔ boku-mi na lɛkun na lite-ɔ mina kusɛ kusɛ.” Amu na Yakob úti ala ammɔ úboku-nwu na ɔ́di. Na úti ntɛ mini mini bɔdi lɛnɔ úboku-nwu na ɔ́ni.","And Isaac said to him, “My son, what is this that you have brought me from the field and from the forest, my son, quickly, quickly?” Then Jacob brought him what",output_proprietary
"Isaac answered, “Your brother tricked me and stole your blessing.”","Nsu ɔti ɔ́su-nwu ɔnini, “Ƒ'ɔnwani úbo úbatɔlɔ-mi na ɔ́ƒɔ ƒula kusɛ kusɛ.”","So he said to the man, “Take the rope, go and tie me so that it will be very easy.",output_proprietary
Esau found out that his father Isaac had blessed Jacob and had warned him not to marry any of the Canaanite women. He also learned that Jacob had been sent to find a wife in northern Syria,"Ka Yakob ɔ́tɔlɔ ni, Esau úbenu ka ɔti Isak úte Yakob kusɛ kusɛ na údie-nwu ulu na ɔ́tɔlɔ úsie Mesopotamia kalɔ lɛlɔ ɔnii utéti uleku na mmɔ. Na uwi ɔni na úte-nwu kusɛ kusɛ ni, úbo-nwu ɔda ɔnini, “Teti Kanaanni uleku ɔdi.”","When Jacob grew up, Esau saw that his father Isaac loved Jacob very much and gave him a wife, and he grew up in Mesopotamia for many years so that he would not marry a",output_proprietary
"When Jacob got up early the next morning, he took the rock that he had used for a pillow and stood it up as a place of worship. Then he poured olive oil on the rock to dedicate it to God,","Ka kadi kégye ɔtanta ni, Yakob ɔ́ta na úti lɛtabi lɛni lɛlɔ na ɔ́sia lili mmɔ úku únyene na ɔ́bla akpala na mmɔ na úti nnɔ úwi-ni lili.","When the time came, Jacob went and took his staff and crossed the river there, and met his brother and embraced him there, and took his journey again.",output_proprietary
and he named the place Bethel. Before that it had been named Luz.,"Na ɔ́sia mmɔ lɛnyi ɔnii Betel, na nka ɔma ɔmmɔ na bátaalɔ banii Lus.","And he sent them to Bethel, and told them to go to Luz.",output_proprietary
He then kissed Rachel and started crying because he was so happy.,"Ka ɔ́wɔlɔ ni, ɔ́kya Rahel kɔgbu na úse kalɔ uuwulo momoomo.","When he arrived, he saw Rachel's face and that she had just given birth to a child.",output_proprietary
"As soon as Laban heard the news, he ran out to meet Jacob. He hugged and kissed him and brought him to his home, where Jacob told him everything that had happened.",Ka Laban únu Yakob kɔku kani na úkeli útásiaku-nwu aani ɔnwani ubidi kalɛ. Útákya-nwu kɔgbu na ɔ́kpanku-nwu úsienku nwuna kaduli. Mmɔ na Yakob ɔ́sɔku lɛla biala ɔ́su-nwu kaduɛ.,"When Laban saw that Jacob had left with his daughters and all his possessions, he took his kinsmen and pursued him for a seven-day journey. And when Jacob had pitched camp, he",output_proprietary
"The Lord knew that Jacob loved Rachel more than he did Leah, and so he gave children to Leah, but not to Rachel.","Ka Unwoti Katɔti ɔ́nu ka Yakob ulayɔ Lea kaduɛ ɔsu ni, ɔ́lɛmi-nwu kaƒɔ mmomu na anwu mɔɔwɔ. Na Rahel anwu uláwɔ.","And the Lord God said to Jacob, ""You have lain with Leah, your maidservant,"" and he gave her four more sons, his own. But Rachel was his wife.",output_proprietary
"Rachel said, “I've struggled hard with my sister, and I've won!” So she named the boy Naphtali.","Amu na Rahel ɔ́su ɔnini, “Kekpo geen na líkpo ku mina ɔnwani ulekubi na lɛ́di lɛlɔ.” Anwuɔsu ɔ́sia ubi ɔmmɔ lɛnyi ɔnii Naƒtali, na nwuna kalɔ ndi kekpo.","And Rachel said to him, “I have wrestled a great wrestling with my sister, and I have prevailed, indeed I have prevailed.” Therefore she named that child Naphtali, because of her struggle.",output_proprietary
"That evening when Jacob came in from the fields, Leah told him, “You're sleeping with me tonight. I hired you with my son's love flowers.” They slept together that night,","Anwuɔsu uwi ɔni na Yakob ɔ́si kemo úbeduo useyi ɔmmɔ ni, Lea útásiaku-nwu ulu na ɔ́su-nwu ɔnini, “Ɔdi ka abatɛ-mi kudɔ ɔmwi. Ɔsika lɛ́ƒɔ-ɔ líse ɔkpa na kɔwɔ ligyiitu lɛni na Rahel ɔ́ƒɔ mina ubi kudɔ ɔsu.” Anwuɔsu úsie útátɛ Lea kudɔ usien ɔmmɔ.","So on that day, when Jacob was going to lie with her that night, Leah met him and said to him, ""You must come to me tonight. For I have hired you with the",output_proprietary
"Later, Leah had a daughter and named her Dinah.","Na uwi ɔdi kama ni, Lea úbawɔ ulekubi úte Yakob na ɔ́sia-nwu lɛnyi ɔnii Dina.","And when the time came, Leah gave birth to a child for Jacob and named her Dina.",output_proprietary
"Before the end of the day, Laban had separated his spotted and speckled animals and the black lambs from the others and had put his sons in charge of them.",Anwuɔsu údie bebuo bagyani ku beledi bani naaadi baƒualadi sɔɔn úte nwuna bebi bananabi ka bataanu-ma lɛlɔ.,"On Sunday, they went to hunt animals and to fish. They caught many. Then they returned with their catch and ate it all.",output_proprietary
"and he told them: Your father isn't as friendly with me as he used to be, but the God my ancestors worshiped has been on my side.","Ka bébo ni, ɔ́su-ma ɔnini, “Lɛ́nu lɛ́ti ka bina ɔti ɔbladu na mina lɛlɔ ɔ́vumana. Na ɔsɔ uuuse aani kudeedi kalɛ. Nsu na ɔmmɔ ƒui kama ni, mina Katɔti ɔni ndi mina ɔti Unwoti Katɔti uliku-mi.","And he said to them, ""It is good that you be strong and united. And if you do not have peace among you. But if you are not united like this, your God will not be your God with you.",output_proprietary
He treats us like foreigners and has even cheated us out of the bride price that should have been ours.,"Ɔƒɛni ni, baƒɔ kani na ɔɔnu-bu. Use aani buye kani na úti-bu úye. Ɔsika kavumi kani na báƒɔ na bula lili ni, ɔ́ɔdi egulabi ammɔ ƒui.","If it is good, they will give him what he will eat. And if it is bad, he will throw it away. The rich man, even what they give him to eat completely, he will",output_proprietary
Three days later Laban found out that Jacob had gone.,"Ka Yakob ɔ́tɔlɔ limeyi lɛtɛdi ni, Laban úbenu ka bukeli na Yakob úkeli.","When Jacob had finished his seven years, Laban said that he would work for Jacob.",output_proprietary
